"tconst","averagerating","numvotes"
"tt9120974","6.7000","31"
"tt9129428","6.9000","15"
"tt9140380","7.7000","19"
"tt9163346","6.3000","18"
"tt9170142","8.3000","9"
"tt9173962","6.6000","12"
"tt9228950","4.5000","368"
"tt9287492","6.7000","527"
"tt9307666","7.6000","161"
"tt9349046","8.7000","38"
"tt9352262","1.0000","16"
"tt9359680","6.7000","19"
"tt9376172","6.6000","561"
"tt9403508","6.8000","11"
"tt9408490","5.7000","198"
"tt9414954","7.3000","6"
"tt9420498","4.2000","8"
"tt9432338","6.2000","17"
"tt9448892","7.1000","7"
"tt9512938","7.7000","39"
"tt9535950","4.9000","121"
"tt9536754","8.0000","5"
"tt9558490","5.5000","6"
"tt9575498","3.7000","41"
"tt9583526","7.1000","19"
"tt9602378","6.4000","5"
"tt9638582","6.8000","24"
"tt9654222","7.4000","11"
"tt9663130","5.1000","7"
"tt9663702","6.9000","168"
"tt9668966","3.3000","19"
"tt9811598","9.1000","21"
"tt9816970","6.6000","29"
"tt9838780","8.8000","57"
"tt9899290","8.7000","10"
"tt0162942","6.9000","120"
"tt0770778","4.0000","449"
"tt0790653","6.2000","463"
"tt0826823","3.2000","94"
"tt0847180","3.6000","278"
"tt0857190","6.1000","18095"
"tt0862748","5.6000","1288"
"tt0903036","2.7000","351"
"tt0940656","5.5000","7162"
"tt0977855","6.8000","43862"
"tt0983193","7.3000","202430"
"tt0997035","7.2000","1644"
"tt10011772","8.2000","5"
"tt10026686","8.6000","16"
"tt10045434","7.5000","48"
"tt10069476","7.9000","78"
"tt10133780","6.3000","26"
"tt10204060","6.5000","11"
"tt10224912","8.5000","6"
"tt10276328","3.5000","13"
"tt1029360","4.9000","51538"
"tt10318332","7.2000","187"
"tt1037124","4.7000","64"
"tt10423148","5.5000","32"
"tt1049406","6.7000","146"
"tt1077368","6.2000","229818"
"tt1095180","7.3000","62"
"tt1122614","7.2000","975"
"tt1127883","6.2000","1140"
"tt1130089","6.1000","240"
"tt1130964","5.7000","1379"
"tt1139807","5.3000","6"
"tt1196956","6.8000","10677"
"tt1224378","5.3000","4365"
"tt1225856","5.6000","613"
"tt1226273","6.6000","84753"
"tt1227928","3.5000","52"
"tt1231289","6.6000","16"
"tt1231586","6.2000","19805"
"tt1232202","5.3000","132"
"tt1239216","7.1000","53"
"tt1241329","5.8000","2809"
"tt1262962","8.0000","8"
"tt1266025","6.5000","419"
"tt1273222","7.6000","1521"
"tt1276953","6.3000","27"
"tt1288636","5.0000","660"
"tt1293847","5.2000","77976"
"tt1298554","6.7000","8938"
"tt1307892","7.6000","15"
"tt1319704","5.6000","8382"
"tt1319709","6.1000","355"
"tt1319712","4.5000","240"
"tt1325023","6.6000","22"
"tt1331087","3.7000","22"
"tt1335982","7.6000","25"
"tt1344811","8.0000","55"
"tt1353810","3.6000","216"
"tt1363091","5.0000","447"
"tt1363363","1.8000","541"
"tt1372711","8.0000","16"
"tt1389070","8.4000","46"
"tt1390411","6.9000","108628"
"tt1390424","5.4000","283"
"tt1396484","7.4000","359123"
"tt1407927","7.6000","2762"
"tt1409084","7.5000","47"
"tt1410020","5.5000","1102"
"tt1417108","5.4000","4375"
"tt1418702","6.7000","414"
"tt1421033","6.9000","38"
"tt1426320","6.0000","1291"
"tt1426748","6.5000","318"
"tt1429313","6.6000","1320"
"tt1430607","7.1000","45439"
"tt1430811","4.8000","396"
"tt1431181","7.3000","26273"
"tt1433099","6.8000","107"
"tt1433811","7.5000","70051"
"tt1437358","7.2000","33695"
"tt1440266","7.7000","13501"
"tt1443560","6.1000","32"
"tt1445203","7.5000","3523"
"tt1446192","7.3000","145281"
"tt1446672","7.1000","59"
"tt1448755","6.5000","117711"
"tt1453245","5.2000","4692"
"tt1462763","7.2000","99"
"tt1462897","6.6000","114"
"tt1464346","8.4000","13"
"tt1464535","5.1000","3463"
"tt1477835","5.3000","1398"
"tt1480295","5.4000","33570"
"tt1481578","5.5000","11"
"tt1482104","7.8000","36"
"tt1482828","7.3000","7"
"tt1482854","8.1000","19"
"tt1486846","5.1000","191"
"tt1490557","8.1000","65"
"tt1491014","6.3000","9"
"tt1504978","7.9000","39"
"tt1505411","8.1000","14"
"tt1507920","6.0000","67"
"tt1509276","7.3000","2186"
"tt1510906","7.5000","6390"
"tt1510988","4.5000","186"
"tt1517621","6.0000","148"
"tt1517805","6.6000","674"
"tt1520888","5.9000","282"
"tt1521679","8.0000","53"
"tt1531667","7.6000","13"
"tt1532538","5.2000","749"
"tt1533117","7.4000","8234"
"tt1534449","5.4000","109"
"tt1535100","3.6000","131"
"tt1535101","6.4000","5774"
"tt1535432","5.3000","1029"
"tt1536408","7.6000","7"
"tt1541074","5.6000","9"
"tt1543268","6.4000","19"
"tt1543652","5.0000","202"
"tt1543895","7.1000","7"
"tt1545319","5.1000","454"
"tt1545464","5.9000","211"
"tt1548991","6.9000","25"
"tt1554523","7.1000","2443"
"tt1554929","5.7000","230"
"tt1559549","7.5000","20691"
"tt1562567","5.2000","1811"
"tt1562568","6.3000","2869"
"tt1563777","7.2000","40"
"tt1563778","4.8000","171"
"tt1565434","7.9000","1159"
"tt1568334","7.8000","4321"
"tt1568337","6.2000","5593"
"tt1568346","7.8000","387580"
"tt1570983","5.5000","95"
"tt1572777","5.4000","203"
"tt1576693","6.4000","8"
"tt1578783","7.3000","10"
"tt1579948","6.2000","58"
"tt1581840","8.8000","5"
"tt1582211","6.7000","43"
"tt1582235","7.0000","158"
"tt1587118","7.1000","840"
"tt1587216","6.8000","79"
"tt1587309","7.0000","1793"
"tt1587681","6.6000","79"
"tt1587729","7.4000","4646"
"tt1589427","5.8000","800"
"tt1590129","8.4000","1314"
"tt1591001","3.0000","7"
"tt1591095","6.9000","254197"
"tt1591623","8.5000","43"
"tt1592876","4.5000","605"
"tt1594278","7.7000","51"
"tt1595838","4.3000","217"
"tt1597033","4.3000","2422"
"tt1600383","7.3000","453"
"tt1601193","7.2000","6"
"tt1603471","6.8000","111"
"tt1604602","5.2000","45"
"tt1604672","6.7000","18"
"tt1606229","7.1000","85"
"tt1606329","5.2000","8"
"tt1606658","5.7000","13"
"tt1609147","7.3000","20"
"tt1609488","5.8000","302"
"tt1611947","4.7000","166"
"tt1612797","6.2000","20"
"tt1617128","7.1000","14"
"tt1617145","5.2000","1645"
"tt1617192","7.7000","7"
"tt1618399","7.1000","736"
"tt1620975","7.5000","345"
"tt1629271","8.0000","91"
"tt1629439","3.5000","2891"
"tt1631330","5.9000","19"
"tt1631699","3.9000","7"
"tt1632477","5.7000","76"
"tt1632481","5.2000","62"
"tt1632705","6.6000","12"
"tt1634519","8.5000","26"
"tt1636846","6.9000","8"
"tt1637691","5.9000","1122"
"tt1637699","6.1000","51"
"tt1638898","5.8000","517"
"tt1638943","8.6000","222"
"tt1639089","7.4000","11"
"tt1641385","5.7000","3101"
"tt1645109","6.5000","40"
"tt1645884","8.2000","23"
"tt1646155","5.3000","6"
"tt1646163","7.1000","7"
"tt1646237","6.2000","84"
"tt1646938","7.5000","232"
"tt1646984","6.2000","118"
"tt1648095","6.6000","136"
"tt1649444","5.0000","30802"
"tt1649749","5.5000","35"
"tt1649787","7.1000","48"
"tt1650060","6.1000","475"
"tt1650399","5.6000","165"
"tt1650427","5.0000","1098"
"tt1652343","4.4000","7"
"tt1653696","7.0000","408"
"tt1653874","5.8000","84"
"tt1655442","7.9000","217184"
"tt1655614","6.3000","129"
"tt1659291","7.0000","45"
"tt1663698","8.2000","37"
"tt1664662","6.0000","581"
"tt1664697","5.8000","45"
"tt1664818","8.1000","14"
"tt1666348","1.9000","94"
"tt1666586","7.9000","7"
"tt1667154","7.2000","200"
"tt1670231","9.4000","5"
"tt1672861","6.8000","30"
"tt1673687","7.1000","45"
"tt1674196","5.4000","17"
"tt1674772","5.6000","1768"
"tt1674776","5.4000","498"
"tt1674784","5.3000","39404"
"tt1677642","7.7000","98"
"tt1677695","6.4000","171"
"tt1679227","7.8000","38"
"tt1680306","7.0000","1281"
"tt1682930","7.9000","8"
"tt1686851","6.2000","6"
"tt1690518","6.3000","226"
"tt1690542","5.5000","191"
"tt1692235","4.8000","650"
"tt1693862","6.5000","79"
"tt1694015","6.9000","798"
"tt1695140","6.3000","6"
"tt1695409","4.3000","374"
"tt1695790","6.8000","5"
"tt1701976","7.4000","1925"
"tt1701980","7.9000","13"
"tt1702361","6.6000","11"
"tt1702425","5.5000","19170"
"tt1702441","7.4000","125"
"tt1704586","6.8000","807"
"tt1704680","5.7000","219"
"tt1706431","6.3000","21"
"tt1708133","5.8000","153"
"tt1708389","8.1000","14"
"tt1708526","3.9000","673"
"tt1711364","8.8000","12"
"tt1711533","4.3000","1049"
"tt1713476","5.6000","23408"
"tt1713949","7.5000","13"
"tt1714203","3.7000","37088"
"tt1715758","6.6000","12"
"tt1715881","4.7000","144"
"tt1717153","6.5000","64"
"tt1717207","7.8000","141"
"tt1719030","7.7000","541"
"tt1720038","5.0000","256"
"tt1722459","4.7000","236"
"tt1722590","5.8000","65"
"tt1723807","6.7000","152"
"tt1724554","5.2000","648"
"tt1725109","6.5000","25"
"tt1726889","5.7000","1246"
"tt1727375","7.1000","22"
"tt1727532","7.8000","737"
"tt1730189","4.5000","74"
"tt1730705","6.4000","70"
"tt1730768","7.0000","32056"
"tt1732518","5.6000","152"
"tt1733582","4.5000","123"
"tt1734174","4.4000","29"
"tt1734543","7.2000","5"
"tt1734548","6.7000","1184"
"tt1735932","6.3000","302"
"tt1741660","4.2000","272"
"tt1743334","6.8000","466"
"tt1743354","4.8000","12"
"tt1746565","7.3000","39"
"tt1748182","3.9000","67"
"tt1753437","7.7000","23"
"tt1753837","8.0000","9"
"tt1753900","8.1000","36"
"tt1754156","7.9000","69"
"tt1754296","4.9000","85"
"tt1754442","5.0000","147"
"tt1754662","5.5000","13"
"tt1756474","7.2000","41"
"tt1756595","6.7000","1647"
"tt1756884","8.0000","16"
"tt1758755","4.0000","5"
"tt1763256","4.8000","697"
"tt1763264","6.0000","16680"
"tt1764634","7.8000","6"
"tt1764693","7.4000","7"
"tt1765864","5.9000","15"
"tt1770675","3.2000","715"
"tt1772760","4.8000","142"
"tt1773365","8.8000","20"
"tt1773477","5.8000","188"
"tt1773566","6.5000","45"
"tt1773741","4.3000","136"
"tt1773829","3.5000","23"
"tt1774415","6.3000","256"
"tt1774428","6.8000","23"
"tt1778229","6.3000","10"
"tt1779068","8.5000","6"
"tt1781827","6.6000","12851"
"tt1782467","4.8000","107"
"tt1783285","6.1000","711"
"tt1784632","6.2000","9"
"tt1784742","5.0000","23"
"tt1785309","5.7000","12"
"tt1785689","6.6000","7"
"tt1786462","6.9000","41"
"tt1786751","6.6000","7962"
"tt1787816","7.8000","265"
"tt1787837","7.8000","1839"
"tt1787926","9.2000","16"
"tt1789052","8.2000","15"
"tt1790623","5.0000","52"
"tt1790644","7.8000","25"
"tt1791687","6.2000","217"
"tt1792535","9.0000","6"
"tt1792576","7.3000","141"
"tt1796453","8.0000","10"
"tt1796539","5.7000","147"
"tt1800390","8.3000","13"
"tt1801047","5.9000","52"
"tt1801061","6.6000","4950"
"tt1801523","6.9000","48"
"tt1801804","5.0000","508"
"tt1805263","8.0000","3101"
"tt1805297","7.1000","9167"
"tt1806757","6.9000","22"
"tt1808285","6.4000","134"
"tt1809231","6.6000","2941"
"tt1809387","8.5000","1106"
"tt1810699","6.5000","11"
"tt1811396","7.6000","86"
"tt1814809","8.0000","75"
"tt1814865","5.0000","60"
"tt1815998","5.3000","582"
"tt1817676","5.6000","6199"
"tt1817727","7.2000","20"
"tt1819445","6.6000","11"
"tt1822322","6.8000","52"
"tt1823664","5.3000","31241"
"tt1826550","5.9000","547"
"tt1826609","7.7000","20"
"tt1826705","6.6000","50"
"tt1826725","8.6000","18"
"tt1830460","8.1000","14"
"tt1832381","6.4000","788"
"tt1833206","7.6000","11"
"tt1834303","6.9000","275"
"tt1835951","6.3000","92"
"tt1836183","7.6000","117"
"tt1836763","6.2000","8"
"tt1837575","6.4000","57"
"tt1837613","6.4000","3319"
"tt1839367","7.1000","33"
"tt1839492","7.2000","90963"
"tt1841792","6.1000","53"
"tt1843164","5.6000","49"
"tt1843902","7.2000","23"
"tt1846445","7.3000","3013"
"tt1846487","6.8000","4584"
"tt1846683","5.8000","45"
"tt3638212","3.8000","40"
"tt3642358","8.0000","63"
"tt3642420","5.8000","33"
"tt3646288","5.0000","40"
"tt3647784","2.8000","181"
"tt3652964","4.4000","422"
"tt3655414","6.3000","5355"
"tt3659470","6.2000","23"
"tt3660094","6.3000","55"
"tt3667086","5.5000","11"
"tt3668162","8.3000","12922"
"tt3685756","6.6000","145"
"tt3687310","5.8000","7739"
"tt3694086","6.4000","61"
"tt3705018","4.3000","35"
"tt3708102","5.5000","14"
"tt3711196","6.3000","25"
"tt3715768","6.8000","26"
"tt3716658","8.6000","10"
"tt3718164","4.0000","20"
"tt3721964","6.1000","21279"
"tt3722262","7.7000","10"
"tt3726018","5.6000","314"
"tt3729222","6.5000","408"
"tt3729766","2.1000","15"
"tt3740118","5.2000","33"
"tt3740416","6.0000","332"
"tt3742398","5.0000","84"
"tt3745058","7.2000","52"
"tt3752610","4.3000","123"
"tt3753384","7.1000","27"
"tt3753660","6.3000","6"
"tt3754976","6.6000","3442"
"tt3756302","7.1000","31"
"tt3756780","4.3000","44"
"tt3757218","6.6000","341"
"tt3761822","6.8000","17"
"tt3763854","6.4000","12"
"tt3766340","6.6000","14"
"tt3766394","6.6000","17444"
"tt3767620","8.1000","15"
"tt3773626","8.6000","8"
"tt3773926","5.3000","104"
"tt3775202","6.8000","4381"
"tt3778376","6.8000","5"
"tt3782834","8.6000","9"
"tt3791268","5.0000","85"
"tt3792884","5.6000","752"
"tt3796384","6.2000","63"
"tt3799926","5.3000","116"
"tt3799972","6.1000","7"
"tt3805294","6.7000","131"
"tt3809056","5.7000","15"
"tt3809972","6.1000","87"
"tt3811544","4.5000","25"
"tt3821172","3.1000","17"
"tt3822600","5.5000","327"
"tt3822882","5.0000","5"
"tt3823774","7.9000","7"
"tt3829378","5.8000","3807"
"tt3830740","6.7000","36"
"tt3832132","7.6000","7"
"tt3840610","9.1000","27"
"tt3842614","4.2000","681"
"tt3846718","5.1000","228"
"tt3850544","6.4000","788"
"tt3852028","4.4000","106"
"tt3856040","4.9000","59"
"tt3856350","6.6000","26"
"tt3858840","7.3000","7"
"tt3862094","7.9000","14"
"tt3863396","5.8000","66"
"tt3864638","8.8000","63"
"tt3864758","5.0000","204"
"tt3864934","5.7000","302"
"tt3867556","6.8000","177"
"tt3868216","6.1000","237"
"tt3873304","7.6000","9"
"tt3877434","5.8000","9"
"tt3878804","6.8000","139"
"tt3879074","4.3000","657"
"tt3881342","6.7000","6"
"tt3885682","5.4000","278"
"tt3887808","5.9000","9"
"tt3889306","8.9000","10"
"tt3889450","3.7000","167"
"tt3896198","7.7000","482917"
"tt3896738","6.5000","8284"
"tt3900192","8.6000","17"
"tt3904958","7.4000","42"
"tt3908838","6.2000","12"
"tt3909442","7.2000","30"
"tt3915726","6.8000","36"
"tt3923012","7.0000","5"
"tt3923052","7.1000","10"
"tt3924144","5.0000","415"
"tt3947140","7.0000","7"
"tt3955078","7.2000","9"
"tt3957080","7.3000","7"
"tt3963816","5.5000","16752"
"tt3969128","5.5000","19"
"tt3975286","6.2000","17"
"tt3978972","7.9000","58"
"tt3981460","6.0000","8"
"tt3995980","6.5000","91"
"tt3996238","7.2000","20"
"tt4001526","4.8000","20"
"tt4003066","4.6000","3088"
"tt4005510","4.2000","202"
"tt4006906","5.2000","232"
"tt4009226","8.3000","68"
"tt4019186","9.0000","7"
"tt4022204","7.7000","6"
"tt4022608","2.2000","71"
"tt4023338","5.6000","23"
"tt4027422","7.8000","12"
"tt4033478","3.0000","6"
"tt4039646","8.6000","10"
"tt4042802","8.0000","6"
"tt4045124","7.8000","6"
"tt4048646","7.2000","13"
"tt4052882","6.3000","106927"
"tt4056428","8.2000","13"
"tt4057482","4.6000","55"
"tt4057646","5.8000","26"
"tt4061848","5.7000","301"
"tt4062604","4.9000","28"
"tt4067120","6.3000","264"
"tt4067436","7.5000","23"
"tt4068056","8.4000","5"
"tt4076824","3.2000","368"
"tt4077742","6.0000","232"
"tt4079332","6.5000","125"
"tt4080594","4.6000","247"
"tt4082364","5.3000","15"
"tt4082466","6.7000","86"
"tt4082640","6.8000","9"
"tt4083698","8.2000","6"
"tt4083850","6.5000","912"
"tt4085044","6.2000","122"
"tt4089612","6.5000","21"
"tt4097786","9.3000","9"
"tt4104384","6.5000","16"
"tt4105970","6.0000","6066"
"tt4106808","4.2000","102"
"tt4108894","7.2000","1476"
"tt4109192","10.0000","6"
"tt4112208","8.1000","628"
"tt4117082","7.2000","12"
"tt4117156","3.0000","111"
"tt4117326","5.8000","292"
"tt4117924","7.5000","26"
"tt4121522","7.5000","59"
"tt4122552","4.9000","9"
"tt4125368","6.5000","33"
"tt4126394","5.5000","2505"
"tt4131188","7.2000","423"
"tt4131208","6.6000","33"
"tt4132736","6.5000","16"
"tt4133088","6.2000","50"
"tt4134784","8.5000","246"
"tt4134826","2.7000","164"
"tt4144350","6.2000","1745"
"tt4144932","6.1000","21"
"tt4145834","6.4000","5"
"tt4149092","6.8000","12"
"tt4149656","6.4000","305"
"tt4150494","6.4000","1183"
"tt4151198","8.1000","16"
"tt4153330","6.4000","115"
"tt4154796","8.8000","441135"
"tt4160184","6.9000","7"
"tt4162992","3.4000","280"
"tt4164350","3.7000","76"
"tt4170436","7.7000","813"
"tt4173322","7.1000","8"
"tt4173338","6.9000","21"
"tt4173614","3.9000","371"
"tt4176928","5.3000","360"
"tt4177054","7.5000","103"
"tt4180286","4.2000","433"
"tt4182464","8.0000","36"
"tt4187650","2.5000","143"
"tt4192830","6.4000","79"
"tt4200678","5.9000","9"
"tt4201990","6.7000","581"
"tt4203216","6.3000","29"
"tt4206516","4.0000","29"
"tt4213764","5.1000","588"
"tt4217392","5.2000","7549"
"tt4221060","8.1000","74"
"tt4228146","6.9000","33"
"tt4231508","6.4000","311"
"tt4235040","3.5000","13"
"tt4241778","6.6000","28"
"tt4247428","6.2000","589"
"tt4247740","7.7000","30"
"tt4248930","5.6000","272"
"tt4265500","8.3000","19"
"tt4268202","5.7000","6"
"tt4278962","4.7000","1683"
"tt4280454","5.4000","15"
"tt4284160","8.5000","205"
"tt4288542","7.1000","84"
"tt4291700","5.1000","1205"
"tt4294238","5.3000","32"
"tt4295288","7.3000","57"
"tt4300942","7.1000","16"
"tt4305752","5.6000","333"
"tt4305756","7.7000","10"
"tt4307024","5.4000","155"
"tt4307700","7.4000","5"
"tt4311602","4.4000","14"
"tt4316066","5.0000","7"
"tt4323364","1.9000","124"
"tt4324054","3.6000","20"
"tt4325418","4.9000","549"
"tt4325644","6.9000","11"
"tt4327678","7.7000","31"
"tt4328666","7.1000","238"
"tt4329054","7.1000","39"
"tt4329396","9.6000","78"
"tt4340726","4.6000","8"
"tt4341390","7.2000","64"
"tt4345774","8.1000","20"
"tt4351294","8.8000","20"
"tt4353380","7.0000","5"
"tt4354792","7.6000","34"
"tt4357768","5.2000","12"
"tt4364726","7.2000","13"
"tt4374554","8.0000","8"
"tt4377980","4.5000","35"
"tt4378694","6.1000","531"
"tt4385114","7.0000","24"
"tt4397094","6.7000","83"
"tt4397382","5.3000","77"
"tt4411208","8.6000","7"
"tt4417906","5.1000","296"
"tt4422164","5.6000","1047"
"tt4422796","5.4000","102"
"tt4424228","7.2000","633"
"tt4426058","8.2000","19"
"tt4429044","6.8000","10"
"tt4430556","6.2000","13"
"tt4434172","7.3000","26"
"tt4440040","7.4000","9"
"tt4441030","3.2000","21"
"tt4444446","5.6000","55"
"tt4446244","8.4000","7"
"tt4446472","6.2000","1370"
"tt4449516","6.1000","17"
"tt4450282","4.7000","6"
"tt4453498","5.4000","39"
"tt4463816","5.3000","14359"
"tt4471006","8.0000","5"
"tt4472992","7.9000","21"
"tt4483074","5.4000","127"
"tt4487548","8.3000","31"
"tt4489160","6.1000","178"
"tt4491146","4.8000","44"
"tt4491334","7.7000","14"
"tt4499730","6.4000","44"
"tt4500584","8.4000","49"
"tt4502184","8.5000","18"
"tt4505432","5.5000","382"
"tt4507630","7.6000","9"
"tt4509494","7.1000","18"
"tt4510882","6.6000","50"
"tt4511882","8.3000","11"
"tt4516324","6.1000","454"
"tt4516376","6.0000","18"
"tt4518414","6.2000","18"
"tt4520312","4.8000","216"
"tt4520340","4.8000","1045"
"tt4524960","7.8000","6"
"tt4526136","4.8000","338"
"tt4528156","6.0000","31"
"tt4528906","6.8000","15"
"tt4531006","5.5000","314"
"tt4532888","5.8000","595"
"tt4534804","3.1000","7"
"tt4537896","6.4000","16255"
"tt4538796","8.9000","14"
"tt4541052","6.6000","24"
"tt4541480","5.6000","9"
"tt4551756","8.1000","82"
"tt4553514","3.9000","20"
"tt4553692","4.6000","5"
"tt4575328","4.5000","6051"
"tt4578598","3.3000","152"
"tt4579412","7.1000","7"
"tt4580398","5.7000","60"
"tt4581408","6.1000","34"
"tt4584770","9.4000","8"
"tt4587000","3.7000","24"
"tt4594050","6.2000","102"
"tt4595198","5.9000","9"
"tt4599220","9.0000","13"
"tt4599298","8.8000","13"
"tt4607748","4.8000","124"
"tt4610372","6.2000","572"
"tt4610978","7.8000","12"
"tt4617314","6.9000","43"
"tt4623162","6.3000","14"
"tt4623856","5.6000","884"
"tt4630790","6.7000","28"
"tt4636250","5.0000","22"
"tt4637498","6.4000","35"
"tt4641264","5.8000","537"
"tt4644536","6.6000","34"
"tt4649694","7.6000","41"
"tt4662062","6.5000","31"
"tt4666696","5.1000","64"
"tt4671274","7.2000","1034"
"tt4675474","7.0000","5"
"tt4675974","5.3000","123"
"tt4676506","5.9000","9"
"tt4684258","7.2000","572"
"tt4684806","8.8000","5"
"tt4685554","6.5000","1871"
"tt4686168","6.0000","17"
"tt4693606","7.1000","27"
"tt4695526","3.8000","39"
"tt4700884","7.2000","48"
"tt4701630","8.6000","596"
"tt4702528","6.8000","252"
"tt4705170","7.2000","103"
"tt4711486","4.6000","5"
"tt4712516","4.6000","153"
"tt4716958","6.0000","302"
"tt4720126","7.4000","9"
"tt4720596","4.9000","1397"
"tt4721400","6.6000","3023"
"tt4722040","7.8000","5"
"tt4727422","8.3000","6"
"tt4727514","5.1000","49"
"tt4729560","5.4000","944"
"tt4730632","5.4000","7"
"tt4737772","6.0000","544"
"tt4739200","7.1000","7"
"tt4741170","6.5000","389"
"tt4742140","7.7000","10"
"tt4746074","2.4000","10"
"tt4746102","5.1000","687"
"tt4760714","6.4000","276"
"tt4760900","7.1000","39"
"tt4761912","5.4000","5"
"tt4761916","5.9000","13822"
"tt4764380","7.5000","215"
"tt4768902","4.7000","200"
"tt4769862","6.4000","25"
"tt4771568","6.4000","17"
"tt4773172","7.1000","18"
"tt4775178","8.2000","5"
"tt4779682","5.7000","114042"
"tt4779842","6.3000","51"
"tt4781372","8.1000","10"
"tt4785360","6.1000","8"
"tt4787086","5.6000","22"
"tt4788722","6.1000","3358"
"tt4788736","3.9000","295"
"tt4789192","3.5000","23"
"tt4790338","6.6000","48"
"tt4794832","7.8000","47"
"tt4801352","6.2000","352"
"tt4801456","3.3000","113"
"tt4809166","7.6000","25"
"tt4809812","8.1000","10"
"tt4813152","1.5000","22"
"tt4818776","7.0000","800"
"tt4818844","6.1000","19"
"tt4819604","4.9000","58"
"tt4821190","7.4000","41"
"tt4827878","5.1000","615"
"tt4836110","7.6000","1036"
"tt4841444","7.3000","13"
"tt4845248","3.3000","19"
"tt4846132","3.3000","236"
"tt4846920","6.7000","61"
"tt4851640","7.0000","1808"
"tt4852638","6.7000","41"
"tt4860100","6.1000","37"
"tt4866214","3.1000","171"
"tt4875844","7.3000","758"
"tt4876036","7.7000","18"
"tt4882700","5.1000","148"
"tt4892784","4.9000","18"
"tt4895498","7.7000","65"
"tt4900256","7.8000","58"
"tt4902012","7.0000","1401"
"tt4909796","5.6000","50"
"tt4909984","6.6000","880"
"tt4912910","7.8000","233877"
"tt4917700","5.2000","386"
"tt4919232","5.8000","9"
"tt4919802","9.2000","5"
"tt4922810","6.8000","142"
"tt4923452","7.1000","21"
"tt4926530","5.7000","9"
"tt4932286","5.9000","141"
"tt4933368","6.7000","12"
"tt4935794","8.2000","130"
"tt4936398","8.8000","55"
"tt4948902","8.3000","45"
"tt4957446","7.5000","636"
"tt4958426","7.5000","421"
"tt4958596","5.3000","336"
"tt4960930","5.8000","67"
"tt4963830","5.0000","337"
"tt4964550","6.1000","176"
"tt4964646","8.6000","19"
"tt4965254","6.6000","99"
"tt4966028","6.5000","17"
"tt4966660","5.6000","51"
"tt4968022","6.1000","54"
"tt4970294","3.4000","224"
"tt4972122","7.9000","9"
"tt4990654","8.6000","7"
"tt4995790","7.2000","44239"
"tt4997624","6.9000","49"
"tt5001880","8.2000","12"
"tt5006094","5.3000","17"
"tt5013008","4.2000","408"
"tt5013984","5.4000","33"
"tt5014170","5.4000","7"
"tt5018032","2.5000","43"
"tt5019216","6.6000","7"
"tt5027116","5.4000","151"
"tt5033162","4.3000","413"
"tt5038448","5.6000","1345"
"tt5041296","5.4000","2547"
"tt5046534","8.6000","3879"
"tt5047144","6.2000","5"
"tt5057588","7.4000","35"
"tt5069086","4.7000","366"
"tt5073738","5.3000","518"
"tt5074740","7.4000","17"
"tt5075662","6.1000","4705"
"tt5078100","5.1000","134"
"tt5078220","6.9000","21"
"tt5087420","3.5000","24"
"tt5091100","5.1000","70"
"tt5092272","6.6000","75"
"tt5093408","9.3000","11"
"tt5095208","2.6000","169"
"tt5105296","8.1000","20"
"tt5108164","8.6000","10"
"tt5111754","5.3000","387"
"tt5116410","8.0000","6552"
"tt5116896","7.9000","184"
"tt5120640","7.3000","3671"
"tt5122312","8.9000","39"
"tt5122434","8.5000","29"
"tt5125718","7.7000","12"
"tt5127076","9.2000","5"
"tt5129070","7.4000","5"
"tt5129674","6.5000","417"
"tt5136898","6.6000","13"
"tt5137944","7.2000","34"
"tt5140178","8.7000","29"
"tt5156530","6.9000","60"
"tt5160938","5.8000","4128"
"tt5161204","8.6000","1219"
"tt5161376","3.9000","1637"
"tt5163074","7.8000","31"
"tt5169970","7.5000","6"
"tt5170292","8.2000","6"
"tt5172986","6.8000","55"
"tt5173762","7.6000","5"
"tt5176252","6.4000","2952"
"tt5176494","4.6000","7"
"tt5176794","7.0000","32"
"tt5177824","7.8000","1424"
"tt5178660","4.8000","102"
"tt5187360","8.5000","10"
"tt5198844","6.4000","269"
"tt5201424","4.3000","210"
"tt5202266","5.5000","24"
"tt5202974","7.5000","40"
"tt5206832","8.4000","16"
"tt5210376","7.1000","986"
"tt5225636","9.0000","7"
"tt5228710","6.4000","133"
"tt5230166","4.8000","230"
"tt5231916","6.2000","1596"
"tt5232282","8.0000","9"
"tt5234316","6.8000","13"
"tt5241508","4.0000","50"
"tt5241530","7.8000","12"
"tt5248478","8.3000","56"
"tt5253754","7.3000","295"
"tt5254610","5.7000","6495"
"tt5254908","6.8000","28"
"tt5261644","6.2000","150"
"tt5270030","5.8000","8"
"tt5271120","5.6000","252"
"tt5273706","7.3000","21"
"tt5275892","8.9000","14946"
"tt5277066","5.9000","35"
"tt5277828","1.0000","268"
"tt5278964","7.1000","323"
"tt5281134","4.4000","721"
"tt5293828","5.6000","33"
"tt5296086","6.2000","636"
"tt5297152","5.5000","82"
"tt5297478","7.5000","30"
"tt5297578","6.4000","369"
"tt5300476","7.4000","5"
"tt5303564","5.9000","30"
"tt5303940","7.5000","65"
"tt5313906","6.4000","567"
"tt5314638","5.0000","68"
"tt5317382","8.0000","13"
"tt5321814","6.4000","149"
"tt5323042","8.7000","7"
"tt5324918","8.1000","7"
