id	synopsis	rating	genre	director	writer	theater_date	dvd_date	currency	box_office	runtime	studio
1903	Steampunk aesthetics inform this story of a dystopic future in which humankind wages an explosive last stand against the demonic NecroMutants, who would see the entire human race brutally annihilated. Thomas Jane, Ron Perlman, Devon Aoki, and John Malkovich star in this effects-heavy sci-fi action thriller from director Simon Hunter (Dead of Night).	R	Action and Adventure|Science Fiction and Fantasy	Simon Hunter	Philip Eisner	Aug 7, 2008	Aug 4, 2009			111 minutes	Magnolia Pictures
1905	Jasmin Dizdar's debut feature takes place in London on October 13, 1993. England is to play against Holland in a critical World Cup qualifier. The Bosnian war is at its height, Sebrenica is besieged, and the UN is preparing relief airdrops. Serbian Dado Jehan and Croatian Faruk Pruti meet on a London bus. Recognizing each other as fellow refugees from the same village in Bosnia, they try to beat each other up. The subsequent crazy chase through the streets of central London sets the scene for a highly charged dark comedy. Beautiful People draws a portrait of the multicultural life of London where lives of British families are inadvertently linked with the lives of the refugees.	R	Art House and International|Comedy|Drama	Jasmin Dizdar|Jasmine Bizdar	Jasmin Dizdar	Feb 18, 2000	Jun 27, 2000			109 minutes	
1907	The first feature-length motion picture to use computer-generated imagery to create not only effects, props, and environments but also the human cast members themselves, this lavish science-fiction adventure follows closely on the heels of another video game-based film, Tomb Raider (2001). Ming-Na provides the voice of Dr. Aki Ross, a female scientist in the year 2065, a time when Earth has been overrun by extraterrestrial phantoms borne of a crashed meteor. Humans have been pushed back to cities protected by barriers that keep the marauding space monsters away, but time is running out. Fatally infected by one of the ghostly beasts, Ross seeks information about their purpose and physiology, assisted by her mentor Dr. Sid (voice of Donald Sutherland) and the Deep Eyes military squad of courageous Captain Gray Edwards (voice of Alec Baldwin). Tension develops between Aki's quest to stop the alien onslaught through study and the more extreme solution favored by the vengeful, saber-rattling General Hein (voice of James Woods), who would destroy both the aliens and the Earth itself. Aki ultimately comes to realize that the key to unlocking the mystery of the invaders lies within her own dreams.	PG-13	Animation|Science Fiction and Fantasy	Hironobu Sakaguchi|Motonori Sakakibara|Jack Fletcher	Hironobu Sakaguchi|Al Reinert|Jeff Vintar	Jul 11, 2001	Oct 23, 2001			106 minutes	Columbia Pictures
1908	The Unearthly Stranger takes a romantic approach to standard sci-fi material. John Neville marries mysterious Gabriella Lucidi, but begins questioning his judgment when his new bride exhibits some curious behavioral traits. When he discovers that Lucidi has no pulse, Neville is really thrown for a loop. Inevitably, Lucidi reveals that she is a visitor from another planet, sent as the vanguard for an invading alien army. Neville could live with this, save for the fact that Lucidi's mind is being controlled by her outer-space superiors, forcing her to induce the deaths of anyone who draws close to her. Ultimately, Lucidi sacrifices herself for Neville, with whom she has truly fallen in love.	NR	Science Fiction and Fantasy|Romance	John Krish						75 minutes	
1910	"Winner of the Grand Jury Prize at the Cannes Film Festival, Nadine Labaki's CAPERNAUM (""Chaos"") tells the story of Zain (Zain al Rafeea), a Lebanese boy who sues his parents for the ""crime"" of giving him life. CAPERNAUM follows Zain, a gutsy streetwise child as he flees his negligent parents, survives through his wits on the streets, takes care of Ethiopian refugee Rahil (Yordanos Shiferaw) and her baby son, Yonas (Boluwatife Treasure Bankole), being jailed for a crime, and finally, seeks justice in a courtroom. CAPERNAUM was made with a cast of non-professionals playing characters whose lives closely parallel their own. Following her script, Labaki placed her performers in scenes and asked them to react spontaneously with their own words and gestures. When the non-actors's instincts diverged from the written script, Labaki adapted the screenplay to follow them. While steeped in the quiet routines of ordinary people, CAPERNAUM is a film with an expansive palette: without warning it can ignite with emotional intensity, surprise with unexpected tenderness, and inspire with flashes of poetic imagery. Although it is set in the depths of a society's systematic inhumanity, CAPERNAUM is ultimately a hopeful film that stirs the heart as deeply as it cries out for action."	R	Drama	Nadine Labaki	Nadine Labaki|Jihad Hojeily|Michelle Kesrouani					123 minutes	Sony Pictures Classics
1911	"This breathlessly paced high-tech thriller stars Sean Connery as Anderson, a career criminal who's just been released from his latest prison term. Seeking a quick financial turnover, Anderson uses mob funding to finance an ambitious robbery. With a gang of expert thieves, Anderson sets about to rob every wealthy tenant of a fancy East Side apartment building. What he doesn't know is that every move he makes is being monitored and taped by several law-enforcement agencies, who hope that Anderson will lead them to the Mob kingpins. Though the film may look like a ""comment"" on the Watergate break-in, The Anderson Tapes actually preceded that third-rate burglary by nearly two years. The Anderson Tapes boasts an impressive supporting cast, many of whom play wildly against type, including Alan King as an aging and infirm Mafia don."	PG	Classics|Drama|Mystery and Suspense	Sidney Lumet	Lawrence Sanders|Frank Pierson	Jun 17, 1971	Jan 6, 2003			95 minutes	
1912	In the sequel to the hit comedy Sister Act, Whoopie Goldberg reprises her role of Deloris Van Cartier, a Las Vegas entertainer who hid out with in a convent of nuns to avoid a nasty bunch of gangsters. In Sister Act 2: Back in the Habit, Deloris is persuaded to return to the convent by the Mother Superior (Maggie Smith), because her help is needed in teaching their choral students at St. Francis High in San Francisco. However, St. Francis is in a crisis, since the administrator running the school (James Coburn) is threatening to shut the place down. If the gospel choir wins first place in a singing contest in Los Angeles, St. Francis will be saved from the priest's plans. Though the plot is rather thin and derivative, Sister Act 2 is lighthearted fun, thanks to good musical numbers and winning performances from the cast.	PG	Comedy	Bill Duke	James Orr|Jim Cruickshank|Judi Ann Mason|James Cruikshank	Dec 10, 1993	Feb 20, 2001			106 minutes	
1913		NR	Action and Adventure								
1914	Florida-based independent filmmaker Victor Nu	R	Art House and International|Drama			Jun 1, 1994	Apr 20, 1994			115 minutes	
1916	In this adaptation of Hitchcock's 1946 classic, a CIA agent's cover is endangered by her sister-in-law who begins to suspect her true identity. This could be fatal as the agent married an arms-dealer to get information from him.	NR	Drama|Mystery and Suspense|Television	Colin Bucksey						100 minutes	
1918	A collection of 15 chapters from Tarzan and the Jewels of Opar is featured here. Originally filmed as silent pieces, they later gained musical score.	NR	Action and Adventure|Classics|Documentary	Henry MacRae|Harry McRae	William Lord Wright|Ian McCloskey Heath	Oct 1, 1929	Oct 24, 2006			290 minutes	
1920	A Jewish Moroccan immigrant family living in Israel is nearly destroyed by conflicts resulting from generational differences in this arresting Israeli drama. It begins as Cheli, a successful but emotionally troubled talk show host who has been unable to deal with her traumatic childhood is traveling to attend her father's funeral. She is accompanied by her mentally ill sister Pnina and her adopted estranged daughter. It is a hellish trip and as they travel, flashbacks chronicle their painful youth. Rachel had always wanted to break away from her family's Moroccan heritage and so spent much time trying make herself fit in with her Israeli peers. She was humiliated by her poor, ignorant family. Her father was an overbearing, blindly religious fanatic and their mother was a witch who manipulated the family by casting spells. She feared her mother, and despised her insane sister, to whom she was very cruel. Cheli's older brother Shlomo was the most normal one in the bunch. But after he impregnated his girlfriend and took her to a midwife for an abortion, the girlfriend's angry brother retaliated by getting Pnina pregnant. Pnina's mother then cast a powerful spell and caused the hapless girl to miscarry. The culmination of their weird childhood came as Rachel was preparing to leave for prep school. Something horrible happened between the sisters and neither have been quite the same since. Though Cheli now feels guilty, she is too neurotic to make proper amends. The film is also titled Practical Magic and Sh'Chur.	NR	Action and Adventure|Art House and International|Drama|Horror|Mystery and Suspense	Shmuel Hasfari						100 minutes	
1922	Fate brings a childless couple a bundle of joy -- who happens to have a criminal record -- in this comedy directed by Keenen Ivory Wayans. Calvin Simms (Marlon Wayans) is a master criminal who with the help of his friend and sidekick, Percy (Tracy Morgan), plans a daring robbery of a museum where one of the world's largest diamonds is on display. One of reasons Calvin is able to get inside secure areas is his size -- Calvin is dwarf who stands less than two feet tall, and can slip in unnoticed where more conventionally sized people would not. While Calvin is able to get the diamond, he's nearly caught by the police while making his getaway, and stashes the jewel in a bag carried by a passerby. Eager to recover the diamond from the unwitting accomplice, Calvin and Percy figure out a way to get into his house -- they dress Calvin up as a baby, and leave him on the doorstep of the passerby's home. As it happens, the couple who live there (Shawn Wayans and Kerry Washington) have been wanting to have a baby, and they eagerly take the new arrival under their wing, embracing the joys of parenthood while ignoring some of the toddler's unusual behavior.	PG-13	Comedy	Keenen Ivory Wayans	Keenen Ivory Wayans|Shawn Wayans|Marlon Wayans	Jul 14, 2006	Nov 7, 2006	$	58,255,287	90 minutes	Sony Pictures Releasing
1923	Cocoon 2: The Return, like most sequels, relies a bit too heavily on one's familiarity with the first film. Without dwelling too long on Cocoon	PG	Comedy|Drama|Science Fiction and Fantasy			Nov 23, 1988	Jun 1, 2004			116 minutes	
1924	This thriller filmed on location in Oregon and Montana, features Meryl Streep as a daring, strong mother who must navigate a raging river to save the lives of her husband and son. Streep performed 90	PG-13	Action and Adventure|Drama|Mystery and Suspense	Curtis Hanson		Sep 30, 1994	Nov 1, 1998			112 minutes	
1926	A modern-day Joan of Arc takes to the road in this unusual teen story. Helen Slater stars as Billy Jean Davy, the pretty older sister of the mischievous Binx (Christian Slater). When Binx's beloved motor-scooter gets trashed by the spoiled son of a local shop owner, Billy Jean demands payment for the damage. Smarmy shop owner Pyatt (Richard Bradford) agrees, only to lure Billy Jean to an upstairs room where he attempts to rape her. Injuring Pyatt, the brother- and sister-duo go on the run with some trailer-park friends, cutting across Texas while making a name for themselves as local heroes. Implausible at every turn, the film is memorable though for Helen Slater's spunky performance.	PG-13	Action and Adventure|Drama	Matthew Robbins	Mark Rosenthal|Lawrence Konner|Walter Bernstein	Jul 19, 1985	Jul 22, 2014			92 minutes	
1927	Michael Douglas stars with red-hot Sharon Stone in this groundbreaking and controversial film that redefined the genre of the sexy thriller.	R	Drama|Horror|Mystery and Suspense|Romance	Paul Verhoeven	Joe Eszterhas	Mar 20, 1992	Aug 26, 1997			127 minutes	
1929	For this film adaptation of Peter Shaffer's Broadway hit, director Milos Forman returned to the city of Prague that he'd left behind during the Czech political crises of 1968, bringing along his usual cinematographer and fellow Czech expatriate, Miroslav Ondr	R	Drama|Musical and Performing Arts	Milos Forman	Peter Shaffer	Sep 6, 1984	Dec 16, 1997			158 minutes	Warner Bros. Pictures
1930	Sharp-tongued East End spy Harry Palmer once again finds himself in the middle of a dangerous situation, this time in East Berlin, where he has been sent to track down suspicious Soviet defector Col. Stok.	PG	Action and Adventure|Art House and International|Classics|Drama|Mystery and Suspense	Guy Hamilton	Evan Jones	Jan 1, 1966	Aug 14, 2001			102 minutes	
1931	"Mark Felt - The Man Who Brought Down the White House centers on ""Deep Throat"", the pseudonym given to the notorious whistleblower for one of the greatest scandals of all time, Watergate. The true identity of the secret informant remained a mystery and source of much public curiosity and speculation for more than 30 years. That is until, in 2005, special agent Mark Felt shockingly revealed himself as the tipster. This unbelievable true story chronicles the personal and professional life of the brilliant and uncompromising Felt, who risked and ultimately sacrificed everything - his family, his career, his freedom - in the name of justice."	PG-13	Drama	Peter Landesman	Peter Landesman	Sep 29, 2017	Jan 9, 2018	$	766,428		Sony Pictures Classics
1932	A overgrown mama's boy who hasn't found the courage to take flight from the nest gets a little help from the girl of his dreams in the one comedy that proves it's never to late to strike out on your own. Tripp (Matthew McConaughey) may have hit 30, but that doesn't mean that he's ready to give up the many benefits of living at home with mom (Kathy Bates) and dad (Terry Bradshaw). His desperate parents have had enough, though, and after years of gentle nudging they soon realize that it's going to take a concerted effort to get Tripp out and enjoy their twilight years in peace. Realizing that their only hope for ridding themselves of their reluctant-to-leave offspring rides on the off-chance of his meeting the ideal female companion, mom and dad enlist the help of a beautiful and talented woman (Sarah Jessica Parker) in providing the romantic incentive needed to finally get their son out of the family home.	PG-13	Comedy|Drama|Romance	Tom Dey		Mar 10, 2006	Jun 27, 2006	$	88,658,172	96 minutes	Paramount Pictures
1933	Peter Greenaway wrote and directed this typically surreal and iconoclastic black comedy. Three generations of women who share the same name -- 63-year-old Cissie Colpitts (Joan Plowright), her daughter Cissie Colpitts II (Juliet Stevenson), and granddaughter Cissie Colpitts III (Joely Richardson) -- have all discovered the same way of dealing with their marital problems. The senior Cissie has drowned her husband Jake (Bryan Pringle) in the bathtub, her daughter sent her spouse Hardy (Trevor Cooper) to a watery grave in the ocean, and the youngest Cissie sent her husband Bellamy (David Morrissey) down in a swimming pool. Needless to say, local coroner Henry Madgett (Barnard Hill) has some questions about this sudden rash of drownings among the Colpitts husbands, and again all three women respond in the same way: they promise to sleep with Henry in exchange for recording the deaths as accidental (though none of the Cissies make good on this promise). When the local gossip mill begins working overtime about this sudden rash of water-related deaths, Henry's teenage son Smut (Jason Edwards) comes to the aid of the Cissies and organizes a tug-of-war, with he and the Colpitts women on one side and the doubting townspeople on the other (and, of course, a river in the middle). Along the way, Greenaway often stops to contemplate his obsessions with literature, astronomy, and numbers. Drowning by Numbers was released in Europe in 1988, but didn't find its way to American screens until 1991, following the success of Greenaway's The Cook, the Thief, His Wife and Her Lover.	R	Art House and International|Comedy|Drama	Peter Greenaway	Peter Greenaway	Sep 10, 1988	Feb 26, 1992			121 minutes	
1935	Director Alex Proyas (Dark City, The Crow) helmed this sci-fi thriller inspired by the stories in Isaac Asimov's nine-story anthology of the same name. In the future presented in the film, humans have become exceedingly dependent on robots in their everyday lives. Robots have become more and more advanced, but each one is preprogrammed to always obey humans and to, under no circumstances, ever harm a human. So, when a scientist turns up dead and a humanoid robot is the main suspect, the world is left to wonder if they are as safe around their electronic servants as previously thought. Will Smith stars as Del Spooner, the robot-hating Chicago cop assigned to the murder investigation. Bridget Moynahan, Bruce Greenwood, James Cromwell, and Chi McBride also star.	PG-13	Action and Adventure|Mystery and Suspense|Science Fiction and Fantasy	Alex Proyas	Akiva Goldsman|Jeff Vintar	Jul 16, 2004	Dec 14, 2004	$	144,738,046	115 minutes	20th Century Fox
1937	Starring Shailene Woodley (Fault in Our Stars, Divergent films) and Sam Claflin (Me Before You, The Hunger Games films), ADRIFT is based on the inspiring true story of two sailors who set out to journey across the ocean from Tahiti to San Diego. Tami Oldham (Woodley) and Richard Sharp (Claflin) couldn't anticipate they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope for rescue, Tami must find the strength and determination to save herself and the only man she has ever loved. ADRIFT is the unforgettable story about the resilience of the human spirit and the transcendent power of love.	PG-13	Drama|Romance		Aaron Kandell|Jordan Kandell|David Branson Smith|Aaron Kandell|Jordan Kandell|David Branson Smith	Jun 1, 2018	Aug 21, 2018			120 minutes	STXfilms
1938	"The only Rodgers and Hammerstein cinemadaptation to be produced by Universal Pictures, Flower Drum Song was, alas, also the only Rogers and Hammerstein film to lose money at the box office. It looks far better now than it did back in 1961, if only because of the paucity of musical films in the 1990s. Essentially a comedy about the culture clash between old-world Chinese and assimilated Chinese-Americans, the film begins when Mei Li (Miyoshi Umeki) and her grandfather (Kam Tong) smuggle themselves into San Francisco. It seems that Mei Li has arrived to honor an arranged marriage between herself and Runyonesque nightclub owner Sammy Fong (the incomparable Jack Soo). This might prove delicate, since Sammy is in love with flashy cabaret entertainer Linda Low (Nancy Kwan). Meanwhile, Linda is romancing Wang Ta (James Shigeta), the son of a wealthy Chinatown merchant (Benson Fong). Soon, however, Mei Li and Wang Ta have fallen in love.......It's a complex plot, to be sure, but comedy and music manage to predominate. The songs include ""I Enjoy Being a Girl"" (a tour de force for the special effects department, and for Nancy Kwan), ""A Hundred Million Miracles,"" ""The Other Generation,"" ""Love Look Away,"" ""I Am Going to Like It Here,"" ""Don't Marry Me,"" ""You Are Beautiful,"" ""Grant Avenue"" and ""Chop Suey."" Flower Drum Song is attractively produced and consummately acted; while no classic along the lines of King and I or Sound of Music, it deserves a second look."	NR	Classics|Comedy|Musical and Performing Arts|Romance	Henry Koster	Joseph Fields	Jan 1, 1961	Nov 7, 2006			133 minutes	
1939	In this autobiographical drama, a film director (Mahamet-Saleh Haroun) who was born in Chad but now lives and works in France receives a phone call late one night, with the news that his mother has died. The director goes home for the first time in a decade to discover that he barely recognizes the impoverished land of his birth. His father has little understanding of or respect for his work, so the director decides to make a film in Chad. However, the boom in pirate videotapes had decimated Chad's film industry, and it's all but impossible to secure financing. The director presses on anyway, auditioning local actors and reuniting with his former girlfriend (Aicha Yelena), who appeared in one of his early films, which had negative consequences for her. Mahamet-Saleh Haroun wrote and directed Bye Bye Africa, as well as playing the leading role.	NR	Drama|Special Interest							86 minutes	
1940	The debut project from co-star Michael Douglas' production company Further Films, this comic crime caper uses the narrative devices of multiple points of view and flashbacks,	R	Comedy	Harald Zwart	"Stan Seidel|Stanford Clarke ""Stan"" Seidel"	Apr 27, 2001	Oct 9, 2001	$	5,689,784	93 minutes	USA Films
1941	Household Saints is a leisurely-paced portrait of three different generations of working-class, New York-based, Italian women. Carmela Santangelo (Judith Malina) is an elderly immigrant whose son (Vincent D'Onofrio) wins a wife, Catherine Falconetti (Tracey Ullman), during a pinochle game. The pair have a daughter, Teresa (Lili Taylor), who becomes obsessed with religion, eventually believing that she will become the bride of Christ.	R	Comedy|Drama|Faith and Spirituality	Nancy Savoca	Nancy Savoca|Richard Guay	Jan 1, 1993	Jul 6, 1994			124 minutes	
1942	"Set in the rustic surroundings of a village in Haryana in India, ""Matru ki Bijlee ka Mandola"" is a comedy-drama about Harry Mandola (PANKAJ KAPUR), a wealthy industrialist who loves his drink, his daughter Bijlee (ANUSHKA SHARMA) and the unusual bond they both share with Harry's man friday, Matru (IMRAN KHAN). Much to her father's delight, Bijlee is all set to marry Baadal (ARYA BABBAR), the son of a powerful politician Chaudhari Devi (SHABANA AZMI). This alliance which is far from just being a simple union of two young people becomes the seed for a story that brings twists and turns in the lives of Matru, Bijlee and Mandola. (c) Fox International"	NR	Comedy|Romance	Vishal Bhardwaj	Vishal Bhardwaj|Abhishek Chaubey	Jan 11, 2013	Feb 25, 2013			147 minutes	Fox International
1943	A boy from a broken home finds a friend in an insular, spiritual shopkeeper in this period drama from writer/director Fran	R	Art House and International|Drama			Dec 5, 2003	Jul 6, 2004	$	2,646,396	94 minutes	Sony Pictures Classics
1944	In the 3D action-comedy The Green Hornet, Britt Reid (Seth Rogen) is the son of LA's most prominent and respected media magnate and perfectly happy to maintain a directionless existence on the party scene - until his father (Tom Wilkinson) mysteriously dies, leaving Britt his vast media empire. Striking an unlikely friendship with one of his father's more industrious and inventive employees, Kato (Jay Chou), they see their chance to do something meaningful for the first time in their lives: fight crime. To get close to the criminals, they come up with the perfect cover: they'll pose as criminals themselves. Protecting the law by breaking it, Britt becomes the vigilante The Green Hornet as he and Kato hit the streets. Using all his ingenuity and skill, Kato builds the ultimate in advanced retro weaponry, Black Beauty, an indestructible car equal parts firepower and horsepower. Rolling in a mobile fortress on wheels and striking the bad guys with Kato's clever gadgets, The Green Hornet and Kato quickly start making a name for themselves, and with the help of Britt's new secretary, Lenore Case (Cameron Diaz), they begin hunting down the man who controls LA's gritty underworld: Benjamin Chudnofsky (Christoph Waltz). But Chudnofsky has plans of his own: to swat down The Green Hornet once and for all. -- (C) Sony	PG-13	Action and Adventure|Comedy|Science Fiction and Fantasy	Michel Gondry	Evan Goldberg|Seth Rogen	Jan 14, 2011	May 3, 2011	$	98,000,000	119 minutes	Sony Pictures
1945	Left on a nun's doorstep, Larry, Curly and Moe grow up finger-poking, nyuk-nyuking and woo-woo-wooing their way to uncharted levels of knuckleheaded misadventure. Out to save their childhood home, only The Three Stooges could become embroiled in an oddball murder plot...while also stumbling into starring in a phenomenally successful TV reality show. -- (C) 20th Century Fox	PG	Comedy	Bobby Farrelly|Peter Farrelly	Bobby Farrelly|Peter Farrelly|Mike Cerrone	Apr 13, 2012	Jul 17, 2012	$	41,800,000	92 minutes	20th Century Fox
1946	Alex Browning, is embarking on a trip to Paris with his high school French class. In the plane's cabin, buckled-in and ready for take-off, Alex experiences a powerful premonition. He sees the plane explode in a fiery blaze moments after leaving the ground. Alex panics and insists that everyone get off the plane. In the melee than ensues, seven people including Alex, are forced to disembark the ill-fated aircraft. Back in the departure lounge, Alex and his friends Billy and Tod; Clear a young woman who instinctively heeded Alex's warning; Carter, whose derision of Alex's paranoia had him and his girlfriend Terry thrown off the plane; and Ms. Lewton, the teacher who volunteers to stay with the disembarking students, all watch as Alex's horrific premonition proves tragically accurate when the plane explodes in a catastrophic fireball. Ironically, even though Alex's intuition saves lives, after the crash he is plagued by both guilt and suspicion. Ominous portents of doom as well as the FBI, dog his every step. Alex comes to believe that somehow, he and the other survivors have briefly cheated death, but will not be able to evade their fate for very long. Clear befriends Alex, but no one, not even she, really believes his macabre theory -- not even as one by one, these fugitives from fate fall victim to the grim reaper.	R	Horror|Mystery and Suspense	James Wong	James Wong|Jeffrey Reddick|Glen Morgan	Mar 17, 2000	Sep 26, 2000			98 minutes	New Line Cinema
1947	Set in the 1930s, an uncharismatic chess grandmaster travels to Italy to play the match of his life and meets a beautiful young woman who is vacationing with her mother at a nearby resort.	PG-13	Art House and International|Drama	Marleen Gorris	Peter Berry	Apr 20, 2001	Sep 18, 2001			108 minutes	Sony Pictures Classics
1949	A sweet, innocent and none-too-educated Southern girl (Dolly Parton) gets a job as a receptionist at a Chicago radio station and through a series of mix-ups ends up on the air as the station's new on-air psychologist. Fortunately, what she lacks in schooling, she makes up for in common sense and soon becomes a national sensation. Trouble comes when jealous rivals begin questioning her credentials.	PG	Comedy|Romance	Barnet Kellman	Craig Bolotin|Patricia Resnick|Susan Berman	Apr 3, 1992	May 6, 2003			91 minutes	
1950	Not to be confused with the 1960 film of the same name, this fast-paced karate action flick stars Chuck Norris, still riding high on his karate film successes of the early '80s, and several years away from starting his popular Walker: Texas Ranger TV series. In this story he plays Eddie Cusak, a painfully honest police sergeant who just misses pulling off a drug bust -- it seems another gang got there before him, wiped out the competition, and made off with a fortune in white powder. A bad move -- this means nothing less than all-out war between the two rival gangs, with the police caught in the middle. Cusak has other problems as well, one of his team killed an innocent bystander during the raid and he is duty-bound to squelch any cover-up. With enemies on both sides of the law, he then has to take on the drug cartel with nothing more than cannons, machine guns, shotguns, pistols, a robot car, and other sundry artillery to help him out.	R	Action and Adventure|Drama	Andrew Davis	Dennis Shryack|Patrick Sheane Duncan|Michael Butler|Mike Gray	May 3, 1985	Nov 21, 2000			100 minutes	
1951	An actress who once knew the heights of fame is forced to confronts the depths of defeat in this show business drama. Margaret Elliot (Bette Davis) was once one of Hollywood's great stars, but as she edges into her 50's, both her career and her life have reached an unfortunate crossroads. Margaret hasn't worked for several years, her marriage has fallen apart, her former husband has custody of her daughter Gretchen (Natalie Wood), and she's running short of money. Margaret's agent Harry Stone (Warner Anderson) can't get her a part, and isn't willing to lend her the money to pay her bills. When they learn that Margaret is all but penniless, her sister (Fay Baker) and brother-in-law (David Alpert) turn their back on her, and Margaret's landlady (Katherine Warren) is threatening to evict her. Depressed and desperate, Margaret goes on a drinking binge, and ends up in jail on a drunk driving charge. No one comes to her aid but Jim Johannson (Sterling Hayden), an former actor who worked with Margaret years ago and has long been in love with her. Jim urges Margaret to leave Hollywood behind, and offers to care for her if she'll have him, but when Margaret's pleas to Harry finally result in an audition with producer Joe Morrison (Minor Watson), she holds on to the desperate hope she may have one more chance at regaining her stardom. Bette Davis's performance in The Star earned her an Academy Award nomination for Best Actress, but she lost to Shirley Booth for Come Back, Little Sheba -- a role that had been first offered to Davis.	NR	Classics|Drama	Stuart Heisler	Dale Eunson|Katherine Albert	Dec 11, 1952	Jun 14, 2005			91 minutes	
1952	In this mystery, a married team of private investigators look into the background of a nerve doctor whose patients have been mysteriously dying.	NR	Action and Adventure|Drama|Mystery and Suspense	Maclean Rogers						92 minutes	
1953	A glimpse into the comedic process and private dramas of legendary comedian and pop icon Joan Rivers as she fights tooth and nail to keep her American dream alive.	R	Comedy|Documentary|Television	Ricki Stern|Anne Sundberg	Ricki Stern	Jun 11, 2010	Dec 14, 2010	$	2,927,972	84 minutes	IFC Films
1955	The brief, illicit love affair between an Iowa housewife and a post-middle-age free-lance photographer is chronicled in this powerful romance based on the best-selling novella by Robert James Waller. The story begins as globetrotting National Geographic photographer Robert Kincaid journeys to Madison County in 1965 to film its lovely covered bridges. Upon his arrival, he stops by an old farmhouse to ask directions. There he encounters housewife, Francesca Johnson, whose spouse and two children are out of town. Thus begins their four-day affair, a liaison that fundamentally changes them both. Later Francesca chronicles the affair in a diary which her flabbergasted grown children read; never would they have expected their mother to be capable of the passion she experienced with Kincaid.	PG-13	Drama|Romance	Clint Eastwood	Richard LaGravenese|Richard La Gravenese	Jun 2, 1995	Sep 25, 1997			135 minutes	
1956	This entry in Hammer Studios' Frankenstein series is a black comic tale of Count Frankenstein's son Victor Jr. (Ralph Bates), who slays his father to gain control of their ancestral castle and to romance the housekeeper (Kate O'Mara).	R	Art House and International|Comedy|Horror	Jimmy Sangster	Jimmy Sangster|Jeremy Burnham	Jun 17, 1971	Aug 7, 2001			93 minutes	
1957	KIN, a pulse-pounding crime thriller with a sci-fi twist, is the story of an unlikely hero destined for greatness. Chased by a vengeful criminal (James Franco), the feds and a gang of otherworldly soldiers,? a recently released ex-con (Jack Reynor) and his teenage brother (Myles Truitt) go on the run with a weapon of mysterious origin as their only protection.	NR	Art House and International|Comedy|Drama|Mystery and Suspense	Stefan Ruzowitzky						110 minutes	
1958	Twenty-nine-year-old Iranian-American writer Cameron moves back into his mother's Orange County home to nurse a broken heart and recapture his creativity. Meanwhile, as Cameron reconnects with his old friends from high school, he begins to wonder if success has eluded him once and for all.	G	Drama	Amir Motlagh	Amir Motlagh					74 minutes	
1959	This provocative British comedy-drama provides an unsentimental chronicle of a vibrant young man who discovers that he is suffering from multiple sclerosis, and of the woman who loves and supports him. The afflicted man is Nick who loves life and spends his free time playing soccer and hanging out with his pals. One day he meets Karen and they end up moving in together. Their happiness is interrupted by a series of puzzling symptoms that begin to plague Nick. Karen, who has had more education, begins to fear that he has MS, but she says nothing to him. He goes in for rigorous medical tests and Karen's private diagnosis is confirmed. The disease gradually destroys the central nervous system and soon Nick is unable to pursue the things he most enjoys. He begins to retreat into himself and become increasingly bitter and irritable. Despite his anger and pain, Karen stays beside him. At one point, after he is no longer able to have sex, he accuses her of sleeping with her boss. But still the loyal Karen remains until the story's surprising conclusion.	R	Drama	Michael Winterbottom	Paul Powell	Jun 1, 1998	Jun 8, 1999			90 minutes	
1960	SELMA is the story of a movement. The film chronicles the tumultuous three-month period in 1965, when Dr. Martin Luther King, Jr. led a dangerous campaign to secure equal voting rights in the face of violent opposition. The epic march from Selma to Montgomery culminated in President Johnson (Tom Wilkinson) signing the Voting Rights Act of 1965, one of the most significant victories for the civil rights movement. Director Ava DuVernays SELMA tells the real story of how the revered leader and visionary Dr. Martin Luther King Jr. (David Oyelowo) and his brothers and sisters in the movement prompted change that forever altered history.(C) Paramount	PG-13	Drama	Ava DuVernay	Paul Webb	Jan 9, 2015	May 5, 2015			127 minutes	Paramount Pictures
1961	"It is 1939, and the Red Army is deeply engaged in the war against the Japanese, which for the communist Chinese has been going on for many years. Though they are ostensibly allies, the Kuomintang armies under Chiang Kai-shek have done very little to oppose the invaders, so the battle is theirs. In this story, nine men are being held prisoner by the army along the front lines. Three of them are ordinary ""honest"" thieves, one was caught spying, another poisoning, the third was accused of collaborating with the enemy because he alone survived when his unit was wiped out and the remaining three deserted from their units. During a battle, when almost every one of the regular soldiers is killed, it is up to these prisoners to fight to help the army, or die. Led by the accused collaborator, they acquit themselves with great bravery. This was the first film production of the Guanxi Film Studio in Naning, China, pre-dating the (1983) production Yellow Earth by some time; however official objections to portions of the storyline and consequent re-shooting and re-editing resulted in it not being released until 1987."	NR	Drama	Zhang Jun Zhao						90 minutes	
