"location","variable","Unit","Date","Value"
"Rukwa","Maize, Quantity Harvested (tons/ha)","","2008","351013"
"Rukwa","Paddy, Quantity Harvested (tons/ha)","","2003","49520"
"Rukwa","Paddy, Quantity Harvested (tons/ha)","","2008","127244"
"Kigoma","Climatic Condition","mm","2010M1","75.4"
"Kigoma","Climatic Condition","mm","2010M2","56.1"
"Kigoma","Climatic Condition","mm","2010M3","198.4"
"Kigoma","Climatic Condition","mm","2010M4","82.9"
"Kigoma","Climatic Condition","mm","2010M5","111.9"
"Kigoma","Climatic Condition","mm","2010M6","5.6"
"Kigoma","Climatic Condition","mm","2010M7","0.5"
"Kigoma","Climatic Condition","mm","2010M8","0"
"Kigoma","Climatic Condition","mm","2010M9","16"
"Kigoma","Climatic Condition","mm","2010M10","60.2"
"Kigoma","Climatic Condition","mm","2010M11","100.5"
"Kigoma","Climatic Condition","mm","2010M12","158.1"
"Kigoma","Climatic Condition","mm","2012M1","33"
"Kigoma","Climatic Condition","mm","2012M2","43.3"
"Kigoma","Climatic Condition","mm","2012M3","100.3"
"Kigoma","Climatic Condition","mm","2012M4","69.1"
"Kigoma","Climatic Condition","mm","2012M5","41.7"
"Kigoma","Climatic Condition","mm","2012M6","15.7"
"Kigoma","Climatic Condition","mm","2012M7","0"
"Kigoma","Climatic Condition","mm","2012M8","36.3"
"Kigoma","Climatic Condition","mm","2012M9","8.6"
"Kigoma","Climatic Condition","mm","2012M10","60.7"
"Kigoma","Climatic Condition","mm","2012M11","190.7"
"Kigoma","Climatic Condition","mm","2012M12","135.9"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M1","28.5"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M2","29.4"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M3","28.7"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M4","30.1"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M5","30.3"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M6","30.1"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M7","30.3"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M8","30.8"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M9","31"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M10","30.5"
"Kigoma","Mean Maximum Temperature (°C)","°C","2010M12","27.8"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M1","29.2"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M2","28.9"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M3","30.3"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M4","29.6"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M5","28.6"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M6","30"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M7","28.5"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M8","30.4"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M9","30.6"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M10","30.6"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M11","27.6"
"Kigoma","Mean Maximum Temperature (°C)","°C","2012M12","27.4"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M1","20.4"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M2","21.3"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M3","20.2"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M4","20.4"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M5","20.1"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M6","17.7"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M7","16.8"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M8","16.5"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M9","18.8"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M10","19.8"
"Kigoma","Mean Minimum Temperature (°C )","°C","2010M12","19.6"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M1","20.1"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M2","19.5"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M3","20"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M4","19.8"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M5","19"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M6","17.8"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M7","16.8"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M8","18"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M9","19.6"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M10","20.6"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M11","20.1"
"Kigoma","Mean Minimum Temperature (°C )","°C","2012M12","19.8"
"Kigoma","Population in ""000""","thousands","2002","1674"
"Kigoma","Population in ""000""","thousands","2010","1814"
"Kigoma","Population in ""000""","thousands","2012","2127.93"
"Kigoma","Density/km2","persons per sq. km","2010","49"
"Kigoma","Density/km2","persons per sq. km","2012","57"
"Kigoma","Total, % HIV Positive","%","2008","0.9"
"Kigoma","Total, % HIV Positive","%","2012","3.4"
"Kigoma","Number of Household, Short Rainy Season","","2008","183006"
"Kigoma","Planted Area (ha), Short Rainy Season","Hectares","2008","150530"
"Kigoma","Number of Household, Long Rainy Season","","2008","76540"
"Kigoma","Planted Area (ha), Long Rainy Season","Hectares","2008","43362"
"Kigoma","Total area Planted (ha)","Hectares","2008","193892"
"Kigoma","% Area Planted in Short Rainy Season","%","2008","77.6"
"Kigoma","Maize, Quantity Harvested (tons/ha)","","2003","106175"
"Kigoma","Maize, Quantity Harvested (tons/ha)","","2008","113051"
"Kigoma","Paddy, Quantity Harvested (tons/ha)","","2003","7860"
"Kigoma","Paddy, Quantity Harvested (tons/ha)","","2008","6370"
"Shinyanga","Climatic Condition","mm","2010M1","25.3"
"Shinyanga","Climatic Condition","mm","2010M2","137.6"
"Shinyanga","Climatic Condition","mm","2010M3","122.1"
"Shinyanga","Climatic Condition","mm","2010M4","70.4"
"Shinyanga","Climatic Condition","mm","2010M5","32.3"
"Shinyanga","Climatic Condition","mm","2010M6","1.2"
"Shinyanga","Climatic Condition","mm","2010M8","0"
"Shinyanga","Climatic Condition","mm","2010M9","1.1"
"Shinyanga","Climatic Condition","mm","2010M10","5.7"
"Shinyanga","Climatic Condition","mm","2010M11","123.4"
"Shinyanga","Climatic Condition","mm","2010M12","82.4"
"Shinyanga","Climatic Condition","mm","2012M1","37.8"
"Shinyanga","Climatic Condition","mm","2012M2","138.3"
"Shinyanga","Climatic Condition","mm","2012M3","98.1"
"Shinyanga","Climatic Condition","mm","2012M4","96"
"Shinyanga","Climatic Condition","mm","2012M5","18.9"
"Shinyanga","Climatic Condition","mm","2012M6","5.7"
"Shinyanga","Climatic Condition","mm","2012M7","0"
"Shinyanga","Climatic Condition","mm","2012M8","20.9"
"Shinyanga","Climatic Condition","mm","2012M9","0"
"Shinyanga","Climatic Condition","mm","2012M10","27.3"
"Shinyanga","Climatic Condition","mm","2012M11","66.9"
"Shinyanga","Climatic Condition","mm","2012M12","191"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M1","30.1"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M2","30.6"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M3","30.1"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M4","31"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M5","30.4"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M6","30.7"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M7","30.2"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M8","31.3"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M9","32.3"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M10","33.4"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M11","32.9"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2010M12","30.1"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M1","30.7"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M2","31.4"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M3","30"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M4","29"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M5","29.9"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M6","29.9"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M7","29.7"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M8","31.1"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M9","32.6"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M10","33.2"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M11","32.1"
"Shinyanga","Mean Maximum Temperature (°C)","°C","2012M12","29.3"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M1","19.1"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M2","20.2"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M3","19.7"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M4","20"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M5","19.2"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M6","17.9"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M7","16.6"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M8","17.3"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M9","19.7"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M10","20.9"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M11","21.1"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2010M12","19.8"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M1","19.1"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M2","19.5"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M3","19.3"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M4","19.1"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M5","18.7"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M6","17.7"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M7","14.9"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M8","17.9"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M9","19.9"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M10","21.3"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M11","20.3"
"Shinyanga","Mean Minimum Temperature (°C )","°C","2012M12","19.7"
"Shinyanga","Population in ""000""","thousands","2002","2797"
"Shinyanga","Population in ""000""","thousands","2010","3842"
"Shinyanga","Population in ""000""","thousands","2012","1534.808"
"Shinyanga","Density/km2","persons per sq. km","2010","75"
"Shinyanga","Density/km2","persons per sq. km","2012","81"
"Shinyanga","Total, % HIV Positive","%","2008","7.6"
"Shinyanga","Total, % HIV Positive","%","2012","7.4"
"Shinyanga","Number of Household, Short Rainy Season","","2008","7487"
"Shinyanga","Planted Area (ha), Short Rainy Season","Hectares","2008","18864"
"Shinyanga","Number of Household, Long Rainy Season","","2008","478170"
"Shinyanga","Planted Area (ha), Long Rainy Season","Hectares","2008","1425384"
"Shinyanga","Total area Planted (ha)","Hectares","2008","1444248"
"Shinyanga","% Area Planted in Short Rainy Season","%","2008","1.3"
"Shinyanga","Maize, Quantity Harvested (tons/ha)","","2003","191402"
"Shinyanga","Maize, Quantity Harvested (tons/ha)","","2008","678746"
"Shinyanga","Paddy, Quantity Harvested (tons/ha)","","2003","104847"
"Shinyanga","Paddy, Quantity Harvested (tons/ha)","","2008","257944"
"Kagera","Climatic Condition","mm","2012M1","94.8"
"Kagera","Climatic Condition","mm","2012M2","246.1"
"Kagera","Climatic Condition","mm","2012M3","170.7"
"Kagera","Climatic Condition","mm","2012M4","451.5"
"Kagera","Climatic Condition","mm","2012M5","533.2"
"Kagera","Climatic Condition","mm","2012M6","140.8"
"Kagera","Climatic Condition","mm","2012M7","8.7"
"Kagera","Climatic Condition","mm","2012M8","68.1"
"Kagera","Climatic Condition","mm","2012M9","37.4"
"Kagera","Climatic Condition","mm","2012M10","167.7"
"Kagera","Climatic Condition","mm","2012M11","142"
"Kagera","Climatic Condition","mm","2012M12","219.2"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M1","27.4"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M2","27.6"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M3","27.2"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M4","24.9"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M5","25.8"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M6","25.7"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M7","25.4"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M8","26.2"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M9","25.3"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M10","26.5"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M11","25.6"
"Kagera","Mean Maximum Temperature (°C)","°C","2012M12","26.4"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M1","17.5"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M2","17.6"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M3","18.1"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M4","17.9"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M5","18.1"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M6","16.3"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M7","15.5"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M8","17.9"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M9","16.7"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M10","18.4"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M11","15.1"
"Kagera","Mean Minimum Temperature (°C )","°C","2012M12","16.4"
"Kagera","Population in ""000""","thousands","2002","2028"
"Kagera","Population in ""000""","thousands","2010","2564"
"Kagera","Population in ""000""","thousands","2012","2458.023"
"Kagera","Density/km2","persons per sq. km","2010","88"
"Kagera","Density/km2","persons per sq. km","2012","97"
"Kagera","Total, % HIV Positive","%","2008","3.4"
"Kagera","Total, % HIV Positive","%","2012","4.8"
"Kagera","Number of Household, Short Rainy Season","","2008","370296"
"Kagera","Planted Area (ha), Short Rainy Season","Hectares","2008","245193"
"Kagera","Number of Household, Long Rainy Season","","2008","191349"
"Kagera","Planted Area (ha), Long Rainy Season","Hectares","2008","83795"
"Kagera","Total area Planted (ha)","Hectares","2008","328989"
"Kagera","% Area Planted in Short Rainy Season","%","2008","74.5"
"Kagera","Maize, Quantity Harvested (tons/ha)","","2003","100313"
"Kagera","Maize, Quantity Harvested (tons/ha)","","2008","121148"
"Kagera","Paddy, Quantity Harvested (tons/ha)","","2003","10459"
"Kagera","Paddy, Quantity Harvested (tons/ha)","","2008","30805"
"Mwanza","Climatic Condition","mm","2010M1","125.5"
"Mwanza","Climatic Condition","mm","2010M2","216.8"
"Mwanza","Climatic Condition","mm","2010M3","239.4"
"Mwanza","Climatic Condition","mm","2010M4","108.8"
"Mwanza","Climatic Condition","mm","2010M5","45"
"Mwanza","Climatic Condition","mm","2010M6","51.7"
"Mwanza","Climatic Condition","mm","2010M7","0.6"
"Mwanza","Climatic Condition","mm","2010M8","1.4"
"Mwanza","Climatic Condition","mm","2010M9","11.8"
"Mwanza","Climatic Condition","mm","2010M10","156.9"
"Mwanza","Climatic Condition","mm","2010M11","75.4"
"Mwanza","Climatic Condition","mm","2010M12","111.4"
"Mwanza","Climatic Condition","mm","2012M1","2.1"
"Mwanza","Climatic Condition","mm","2012M2","36.8"
"Mwanza","Climatic Condition","mm","2012M3","36.4"
"Mwanza","Climatic Condition","mm","2012M4","322.6"
"Mwanza","Climatic Condition","mm","2012M5","158.2"
"Mwanza","Climatic Condition","mm","2012M6","60.2"
"Mwanza","Climatic Condition","mm","2012M7","0"
"Mwanza","Climatic Condition","mm","2012M8","11.4"
"Mwanza","Climatic Condition","mm","2012M9","65.6"
"Mwanza","Climatic Condition","mm","2012M10","336.4"
"Mwanza","Climatic Condition","mm","2012M11","105.8"
"Mwanza","Climatic Condition","mm","2012M12","172.1"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M1","28.3"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M2","29.3"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M3","28.5"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M4","29.5"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M5","28.9"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M6","29.3"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M7","29.3"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M8","29.2"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M9","29"
"Mwanza","Mean Maximum Temperature (°C)","°C","2010M10","28.3"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M1","28.6"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M2","29.4"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M3","28.3"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M4","27.8"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M5","28.6"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M6","28.2"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M7","28.3"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M8","28.6"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M9","28.5"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M10","28.3"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M11","27.5"
"Mwanza","Mean Maximum Temperature (°C)","°C","2012M12","26.9"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M1","18.4"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M2","19.7"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M3","18.8"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M4","19.7"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M5","19"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M6","17.6"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M7","15.8"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M8","16.8"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M9","18.3"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M10","18.2"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M11","18.7"
"Mwanza","Mean Minimum Temperature (°C )","°C","2010M12","17.9"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M1","18.1"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M2","17.8"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M3","19.1"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M4","18.9"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M5","19"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M6","16.2"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M7","16.2"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M8","16.8"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M9","18.3"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M10","18.3"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M11","18.4"
"Mwanza","Mean Minimum Temperature (°C )","°C","2012M12","18.8"
"Mwanza","Population in ""000""","thousands","2002","2930"
"Mwanza","Population in ""000""","thousands","2010","3566"
"Mwanza","Population in ""000""","thousands","2012","2772.509"
"Mwanza","Density/km2","persons per sq. km","2010","178"
"Mwanza","Density/km2","persons per sq. km","2012","293"
"Mwanza","Total, % HIV Positive","%","2008","5"
"Mwanza","Total, % HIV Positive","%","2012","4.2"
"Mwanza","Number of Household, Short Rainy Season","","2008","347861"
"Mwanza","Planted Area (ha), Short Rainy Season","Hectares","2008","512358"
"Mwanza","Number of Household, Long Rainy Season","","2008","156839"
"Mwanza","Planted Area (ha), Long Rainy Season","Hectares","2008","153512"
"Mwanza","Total area Planted (ha)","Hectares","2008","665870"
"Mwanza","% Area Planted in Short Rainy Season","%","2008","76.9"
"Mwanza","Maize, Quantity Harvested (tons/ha)","","2003","150804"
"Mwanza","Maize, Quantity Harvested (tons/ha)","","2008","250027"
"Mwanza","Paddy, Quantity Harvested (tons/ha)","","2003","81805"
"Mwanza","Paddy, Quantity Harvested (tons/ha)","","2008","178442"
"Musoma","Climatic Condition","mm","2010M1","90.6"
"Musoma","Climatic Condition","mm","2010M2","122.1"
"Musoma","Climatic Condition","mm","2010M3","305.6"
"Musoma","Climatic Condition","mm","2010M4","205.5"
"Musoma","Climatic Condition","mm","2010M5","68"
"Musoma","Climatic Condition","mm","2010M6","7.5"
"Musoma","Climatic Condition","mm","2010M7","4.1"
"Musoma","Climatic Condition","mm","2010M8","0"
"Musoma","Climatic Condition","mm","2010M9","52.6"
"Musoma","Climatic Condition","mm","2010M10","76"
"Musoma","Climatic Condition","mm","2010M11","70"
"Musoma","Climatic Condition","mm","2010M12","4.2"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M1","28.1"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M2","28.4"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M3","28.4"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M4","29.3"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M5","28.8"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M6","29.2"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M7","29"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M8","29.5"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M9","28.5"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M10","29"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M11","29.7"
"Musoma","Mean Maximum Temperature (°C)","°C","2010M12","28.8"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M1","19.2"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M2","19.2"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M3","19.1"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M4","19.6"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M5","19.1"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M6","18.4"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M7","17.1"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M8","17.6"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M9","18.4"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M10","18.8"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M11","18.8"
"Musoma","Mean Minimum Temperature (°C )","°C","2010M12","18.3"
"Mara","Climatic Condition","mm","2012M1","11.5"
"Mara","Climatic Condition","mm","2012M2","54.2"
"Mara","Climatic Condition","mm","2012M3","50"
"Mara","Climatic Condition","mm","2012M4","94.4"
"Mara","Climatic Condition","mm","2012M5","104.3"
"Mara","Climatic Condition","mm","2012M6","52.7"
"Mara","Climatic Condition","mm","2012M7","0"
"Mara","Climatic Condition","mm","2012M8","13"
"Mara","Climatic Condition","mm","2012M9","47.6"
"Mara","Climatic Condition","mm","2012M10","93.3"
"Mara","Climatic Condition","mm","2012M11","66.5"
"Mara","Climatic Condition","mm","2012M12","77.4"
"Mara","Mean Maximum Temperature (°C)","°C","2012M1","29"
"Mara","Mean Maximum Temperature (°C)","°C","2012M2","30"
"Mara","Mean Maximum Temperature (°C)","°C","2012M3","28.5"
"Mara","Mean Maximum Temperature (°C)","°C","2012M4","28.3"
"Mara","Mean Maximum Temperature (°C)","°C","2012M5","28"
"Mara","Mean Maximum Temperature (°C)","°C","2012M6","27.9"
"Mara","Mean Maximum Temperature (°C)","°C","2012M7","27.8"
"Mara","Mean Maximum Temperature (°C)","°C","2012M8","28.8"
"Mara","Mean Maximum Temperature (°C)","°C","2012M9","28.3"
"Mara","Mean Maximum Temperature (°C)","°C","2012M10","29.7"
"Mara","Mean Maximum Temperature (°C)","°C","2012M11","28.7"
"Mara","Mean Maximum Temperature (°C)","°C","2012M12","27.8"
"Mara","Mean Minimum Temperature (°C )","°C","2012M1","17.5"
"Mara","Mean Minimum Temperature (°C )","°C","2012M2","18.3"
"Mara","Mean Minimum Temperature (°C )","°C","2012M3","14.8"
"Mara","Mean Minimum Temperature (°C )","°C","2012M4","18.3"
"Mara","Mean Minimum Temperature (°C )","°C","2012M5","18"
"Mara","Mean Minimum Temperature (°C )","°C","2012M6","17.4"
"Mara","Mean Minimum Temperature (°C )","°C","2012M7","16.4"
"Mara","Mean Minimum Temperature (°C )","°C","2012M8","17.6"
"Mara","Mean Minimum Temperature (°C )","°C","2012M9","18"
"Mara","Mean Minimum Temperature (°C )","°C","2012M10","19.8"
"Mara","Mean Minimum Temperature (°C )","°C","2012M11","18.4"
"Mara","Mean Minimum Temperature (°C )","°C","2012M12","18.3"
"Mara","Population in ""000""","thousands","2002","1363"
"Mara","Population in ""000""","thousands","2010","1823"
"Mara","Population in ""000""","thousands","2012","1743.83"
"Mara","Density/km2","persons per sq. km","2010","83"
"Mara","Density/km2","persons per sq. km","2012","80"
"Mara","Total, % HIV Positive","%","2008","5.3"
"Mara","Total, % HIV Positive","%","2012","4.5"
"Mara","Number of Household, Short Rainy Season","","2008","168765"
"Mara","Planted Area (ha), Short Rainy Season","Hectares","2008","170217"
"Mara","Number of Household, Long Rainy Season","","2008","137108"
"Mara","Planted Area (ha), Long Rainy Season","Hectares","2008","127258"
"Mara","Total area Planted (ha)","Hectares","2008","297475"
"Mara","% Area Planted in Short Rainy Season","%","2008","57.2"
"Mara","Maize, Quantity Harvested (tons/ha)","","2003","110662"
"Mara","Maize, Quantity Harvested (tons/ha)","","2008","256552"
"Mara","Paddy, Quantity Harvested (tons/ha)","","2003","6271"
"Mara","Paddy, Quantity Harvested (tons/ha)","","2008","9618"
"Manyara","Population in ""000""","thousands","2002","1038"
"Manyara","Population in ""000""","thousands","2010","1388"
"Manyara","Population in ""000""","thousands","2012","1425.131"
"Manyara","Density/km2","persons per sq. km","2010","30"
"Manyara","Density/km2","persons per sq. km","2012","32"
"Manyara","Total, % HIV Positive","%","2008","1.7"
"Manyara","Total, % HIV Positive","%","2012","1.5"
"Manyara","Number of Household, Short Rainy Season","","2008","14536"
"Manyara","Planted Area (ha), Short Rainy Season","Hectares","2008","11175"
"Manyara","Number of Household, Long Rainy Season","","2008","186427"
"Manyara","Planted Area (ha), Long Rainy Season","Hectares","2008","385285"
"Manyara","Total area Planted (ha)","Hectares","2008","396459"
"Manyara","% Area Planted in Short Rainy Season","%","2008","2.8"
"Manyara","Maize, Quantity Harvested (tons/ha)","","2003","147773"
"Manyara","Maize, Quantity Harvested (tons/ha)","","2008","401389"
"Manyara","Paddy, Quantity Harvested (tons/ha)","","2003","6674"
"Manyara","Paddy, Quantity Harvested (tons/ha)","","2008","8360"
"Zanzibar","Climatic Condition","mm","2010M1","46.6"
"Zanzibar","Climatic Condition","mm","2010M2","21.1"
"Zanzibar","Climatic Condition","mm","2010M3","223.3"
"Zanzibar","Climatic Condition","mm","2010M4","252.7"
"Zanzibar","Climatic Condition","mm","2010M5","193.8"
"Zanzibar","Climatic Condition","mm","2010M6","48.1"
"Zanzibar","Climatic Condition","mm","2010M7","0.3"
"Zanzibar","Climatic Condition","mm","2010M8","20"
"Zanzibar","Climatic Condition","mm","2010M9","43.4"
