field_1,latitude,longitude,adm1
"57030",-10.8762061700,35.3588555600,Tanga
"57031",-3.9747721500,32.4083775100,Kagera
"57032",-1.6269394200,34.3652314300,Kaskazini-Pemba
"57033",-9.5618807600,35.0924384400,Tabora
"57034",-2.4127986300,32.1225085800,Dar-Es-Salaam
"57035",-3.3783306000,35.6642038400,Kusini Unguja
"57036",-3.6666575200,32.5470371900,Kagera
"57037",-4.7521818300,33.2318099500,Kaskazini-Pemba
"57038",-10.8341714600,39.3852047900,Tanga
"57039",-7.4638653600,37.5977249600,Kusini Unguja
"57040",-2.6338188100,30.7713696600,Shinyanga
"57041",-3.2348921900,37.6092273900,Lindi
"57042",-4.2788856900,30.4284432700,Arusha
"57043",-2.6364397600,33.2886899500,Dodoma
"57044",-8.0254703000,31.6025351700,Kaskazini-Pemba
"57045",-3.6839544800,30.5924832100,Shinyanga
"57046",-10.8505214500,39.1192424200,Tanga
"57047",-2.5541528700,30.6792432700,Shinyanga
"57048",-9.1215690200,34.7804799500,Tabora
"57049",-11.3052403600,34.8159877900,Tanga
"57050",-8.2089051600,36.2245327900,Kigoma
"57051",-4.8091827900,29.9266440700,Arusha
"57052",-7.7283731500,39.8554822800,Pwani
"57053",-5.2555304600,38.8710541900,Arusha
"57054",-6.0144612100,36.7027553400,Kigoma
"57055",-8.6381629000,34.2926399900,Shinyanga
"57056",-6.9148631000,39.1156977500,Kusini-Pemba
"57057",-8.1237289500,35.2272449100,Kaskazini-Unguja
"57058",-2.7068448300,32.9262606500,Iringa
"57059",-2.9784610700,36.8530170100,Lindi
"57060",-6.9193988000,39.1226131500,Kusini-Pemba
"57061",-8.9721532700,36.7597076200,Tanga
"57062",-3.3214601300,36.5524779500,Lindi
"57063",-2.8567367100,30.5210849700,Shinyanga
"57064",-3.1079788900,34.0142587900,Kaskazini-Pemba
"57065",-9.3048885800,33.8183602200,Singida
"57066",-5.2412515300,32.3427566200,Shinyanga
"57067",-9.5569906700,33.7422624800,Tabora
"57068",-1.2123020300,34.2093279700,Ruvuma
"57069",-3.3228803200,36.7208640000,Lindi
"57070",-7.6134118500,39.0119013600,Kusini-Pemba
"57071",-1.2743588700,30.6147286400,Ruvuma
"57072",-4.4611052600,30.2922438100,Arusha
"57073",-4.3952836600,37.4766126700,Kusini-Pemba
"57074",-8.5898281700,33.1157526600,Kaskazini-Pemba
"57075",-3.1745007000,37.0221972200,Lindi
"57076",-10.3590299600,39.7040916400,Tanga
"57077",-3.2188310200,37.0304130500,Lindi
"57078",-4.2685711600,35.4504885700,Lake Victoria
"57079",-8.4990838400,39.2591564700,Kusini-Pemba
"57080",-1.3556158800,34.5537734500,Ruvuma
"57081",-2.7004386200,33.5837781700,Dodoma
"57082",-6.7419389000,30.4084048700,Shinyanga
"57083",-6.7876021700,37.1389747900,Kigoma
"57084",-7.7263447000,38.9385226400,Kusini-Pemba
"57085",-4.6659191500,34.8721225600,Kilimanjaro
"57086",-10.6695773500,39.2799866300,Tanga
"57087",-5.1026019700,38.8466160100,Arusha
"57088",-2.7580014800,32.9772903400,Iringa
"57089",-1.0985402900,31.8597789000,Dar-Es-Salaam
"57090",-9.1767109200,32.5634712600,Kaskazini-Pemba
"57091",-4.5032869600,37.9095000600,Lindi
"57092",-4.9570273900,34.8538403200,Kilimanjaro
"57093",-8.1686380000,35.3912468900,Kaskazini-Unguja
"57094",-3.3323311000,33.7880201500,Manyara
"57095",-3.2259828300,37.6504380600,Lindi
"57096",-4.2653882700,33.6061521700,Kilimanjaro
"57097",-4.8551452000,38.3418230600,Lindi
"57098",-7.9097929400,39.6607892300,Pwani
"57099",-4.5032349300,35.5399377300,Kusini Unguja
"57100",-6.2727149400,37.5009925000,Kusini Unguja
"57101",-11.0088879700,37.4563281100,Tanga
"57102",-9.3264485900,34.6189140800,Tabora
"57103",-2.0805308400,33.0936252800,Kagera
"57104",-1.8688939000,31.6421984100,Kaskazini-Pemba
"57105",-9.1068710800,35.0073896600,Tabora
"57106",-4.3856062400,37.8976353400,Lindi
"57107",-4.2201574600,33.1780196900,Kilimanjaro
"57108",-1.4501842900,31.1592205600,Ruvuma
"57109",-5.7190529600,36.4782177100,Kigoma
"57110",-10.6707910700,35.5997069800,Tanga
"57111",-9.1947752300,33.5672172000,Singida
"57112",-4.2919896800,33.8896773200,Kilimanjaro
"57113",-3.4896790800,37.4402271200,Lindi
"57114",-0.0000000200,0.0000000000,
"57115",-1.2050062900,31.4255279100,Dodoma
"57116",-7.8660808000,35.6204572200,Kaskazini-Unguja
"57117",-3.3616660400,33.7847752500,Manyara
"57118",-5.0592803600,35.7645519700,Kilimanjaro
"57119",-5.0648356100,32.7840559100,Kaskazini-Pemba
"57120",-8.7658136300,33.8493449100,Shinyanga
"57121",-3.9763320700,37.6369574700,Lindi
"57122",-7.4901859900,36.8746395300,Kigoma
"57123",-1.7869495700,33.7512041500,Dodoma
"57124",-7.5912418700,36.9969870400,Kigoma
"57125",-8.5058559900,34.9446804700,Kaskazini-Unguja
"57126",-10.8167035600,38.1588361200,Tanga
"57127",-2.5409190600,33.1542943200,Dodoma
"57128",-9.4968720500,33.3419418400,Tabora
"57129",-9.0125197000,34.9202379300,Tabora
"57130",-5.2680556100,38.6351724200,Arusha
"57131",-7.4963960300,31.0445493500,Kaskazini-Pemba
"57132",-8.7385448000,34.3688711100,Shinyanga
"57133",-1.2519019700,33.8895214500,Dar-Es-Salaam
"57134",-4.9275631000,38.3978383400,Arusha
"57135",-0.0000000200,0.0000000000,
"57136",-9.0357666600,34.6222746200,Tabora
"57137",-0.0000000200,0.0000000000,
"57138",-8.5477471600,33.4419495500,Kaskazini-Pemba
"57139",-11.2022018400,35.4509772000,Tanga
"57140",-4.7305335000,34.1421129100,Kilimanjaro
"57141",-10.7618405200,35.3177776400,Tanga
"57142",-4.1665418400,37.4791451800,Kusini-Pemba
"57143",-4.7933860600,29.6676331400,Tabora
"57144",-2.5261202100,36.5653818900,Lindi
"57145",-4.0448670500,36.5585234200,Kusini-Pemba
"57146",-6.2073437300,31.2145149500,Shinyanga
"57147",-8.3498014000,35.4862407700,Kaskazini-Unguja
"57148",-5.4873073700,35.8458498500,Kigoma
"57149",-6.3252169500,37.1808954500,Kigoma
"57150",-4.9020639100,38.2903463800,Arusha
"57151",-3.5704076600,33.5226490300,Mbeya
"57152",-3.8309674300,32.6838331500,Kagera
"57153",-8.6696610200,34.9891039000,Kaskazini-Unguja
"57154",-8.8681450900,35.0586249900,Tabora
"57155",-1.6302743500,34.3490785100,Kaskazini-Pemba
"57156",-0.0000000200,0.0000000000,
"57157",-10.5750544000,35.4270367700,Tanga
"57158",-9.3206674000,34.1372728400,Kaskazini-Unguja
"57159",-8.9808738000,34.9282353500,Tabora
"57160",-3.2775159800,37.0769378700,Lindi
"57161",-5.0225789900,38.4046834800,Arusha
"57162",-3.2266626700,36.6562407900,Lindi
"57163",-11.0117885800,35.0302015100,Tanga
"57164",-2.7686284900,31.4501512200,Shinyanga
"57165",-9.4528321700,34.2914645900,Kaskazini-Unguja
"57166",-5.9633213600,37.7720841800,Kusini Unguja
"57167",-4.6424203300,30.2593297000,Arusha
"57168",-9.2576557300,33.2316956700,Shinyanga
"57169",-6.9170545400,39.3567569000,Kusini-Pemba
"57170",-8.8485022000,34.5632990100,Tabora
"57171",-5.8056357500,35.7997081800,Kigoma
"57172",-3.4203830700,33.1611174400,Dar-Es-Salaam
"57173",-3.3437705300,36.7745666000,Lindi
"57174",-2.1046029700,33.0796138100,Kagera
"57175",-10.4493184100,35.8020545300,Tanga
"57176",-6.7117458100,36.3671028500,Kigoma
"57177",-8.9623677300,33.2653442100,Shinyanga
"57178",-9.0326440600,33.0474326400,Kaskazini-Pemba
"57179",-1.8444820600,34.7237126000,Kaskazini-Pemba
"57180",-5.8847039700,35.8813204300,Kigoma
"57181",-6.7743761500,36.6448774600,Kigoma
"57182",-2.4698674600,31.7322021300,Shinyanga
"57183",-4.4603154100,29.8130162500,Arusha
"57184",-5.4410273600,37.8470441600,Kusini Unguja
"57185",-3.5740505300,36.9290556600,Lindi
"57186",-5.0494581700,31.7975810100,Shinyanga
"57187",-5.4696622000,32.7796141200,Kaskazini-Pemba
"57188",-4.5848553400,34.8564245300,Kilimanjaro
"57189",-9.7538303800,37.8449556400,Tanga
"57190",-5.0878035000,32.7933614900,Kaskazini-Pemba
"57191",-6.1382697000,37.6134081900,Kusini Unguja
"57192",-8.5482765900,36.0059702800,Kigoma
"57193",-3.3549086500,36.8560867300,Lindi
"57194",-4.1441849000,32.8827688200,Kilimanjaro
"57195",-4.5285467200,29.8101308900,Arusha
"57196",-3.6243020400,33.8186955100,Mbeya
"57197",-4.6396345000,38.2725577700,Lindi
"57198",-3.0901435200,35.6900939500,Manyara
"57199",-3.1956629300,36.9993504900,Lindi
"57200",-7.0872604100,37.7746960200,Kusini Unguja
"57201",-9.5445055900,33.8888666800,Tabora
"57202",-3.6274247800,30.6747285500,Shinyanga
"57203",-7.2169409500,39.1242688000,Kusini-Pemba
"57204",-5.8364347700,35.4511581000,Kigoma
"57205",-3.3199258800,36.6963492800,Lindi
"57206",-10.9317888000,38.4289126900,Tanga
"57207",-5.3841648700,35.3178870300,Kilimanjaro
"57208",-6.0032322600,34.9330057000,Kaskazini-Unguja
"57209",-8.4667187400,31.6718446100,Kaskazini-Pemba
"57210",-2.4781867200,32.6112020100,Dar-Es-Salaam
"57211",-6.8605972800,37.8891568000,Kusini Unguja
"57212",-9.2475563200,34.5055118400,Tabora
"57213",-2.6175556900,30.5229786500,Shinyanga
"57214",-10.5618448900,35.8110634300,Tanga
"57215",-2.9822545900,30.8563637800,Shinyanga
"57216",-6.2853528900,35.8996703900,Kigoma
"57217",-3.6335785400,35.9208674700,Lake Victoria
"57218",-6.7823211500,37.1398487400,Kigoma
"57219",-3.1444667400,36.9880690100,Lindi
"57220",-4.8925888900,33.1124882800,Kaskazini-Pemba
"57221",-6.9022694700,39.1873584700,Kusini-Pemba
"57222",-3.2491276200,36.9038749600,Lindi
"57223",-4.8231369000,38.2927584700,Arusha
"57224",-7.6532033500,37.0321486500,Kigoma
"57225",-2.8050840000,30.5247991200,Shinyanga
"57226",-6.8984127200,39.1898249200,Kusini-Pemba
"57227",-9.5314168400,33.8243995600,Tabora
"57228",-4.1374579300,32.9481398800,Kilimanjaro
"57229",-2.0304458600,31.4680761300,Kaskazini-Pemba
"57230",-0.0000000200,0.0000000000,
"57231",-3.2764917300,37.5124407200,Manyara
"57232",-5.5924499700,35.5548344500,Kilimanjaro
"57233",-6.9818841900,39.0920615500,Kusini-Pemba
"57234",-3.4162586800,34.0883137000,Manyara
"57235",-6.2647130900,37.5322156100,Kusini Unguja
"57236",-10.2960454400,39.3627119200,Tanga
"57237",-7.4483825800,35.4798110200,Kaskazini-Unguja
"57238",-1.8962511200,34.0441467600,Kaskazini-Pemba
"57239",-9.3351756200,34.2252972500,Kaskazini-Unguja
"57240",-4.6574294000,38.2568127100,Lindi
"57241",-9.0058737800,36.0410738500,Tanga
"57242",-10.9714006500,36.0585498400,Tanga
"57243",-9.2469157400,33.5574162800,Singida
"57244",-4.4244229000,38.2827904600,Lindi
"57245",-3.7131941300,37.6496118200,Lindi
"57246",-5.8515729400,34.9589497900,Kaskazini-Unguja
"57247",-3.3891427800,34.1213434200,Manyara
"57248",-3.2012988400,37.0358783100,Lindi
"57249",-3.1932750400,37.1236696400,Lindi
"57250",-6.6236399200,38.3456495900,Kusini-Pemba
"57251",-3.8384655100,30.5913336900,Shinyanga
"57252",-7.9722670200,31.3647345200,Kaskazini-Pemba
"57253",-5.2794177300,35.0850009500,Kilimanjaro
"57254",-2.7176706800,31.2847768300,Shinyanga
"57255",-9.0352548200,34.6326579900,Tabora
"57256",-7.8352469400,35.6060957500,Kaskazini-Unguja
"57257",-7.6955859900,31.3513920000,Kaskazini-Pemba
"57258",-4.1325027900,35.8715876600,Lake Victoria
"57259",-7.7142957100,35.8617429000,Kaskazini-Unguja
"57260",-8.4586314200,31.3736118200,Kaskazini-Pemba
"57261",-5.0684223200,32.0840974500,Shinyanga
"57262",-10.6569271900,39.8363850700,Tanga
"57263",-9.5050520400,33.9058982100,Tabora
"57264",-9.9573842100,38.9459996600,Tanga
"57265",-9.3801320600,33.0430880900,Tabora
"57266",-3.2519336500,37.2358598000,Lindi
"57267",-2.8639561900,30.5307341300,Shinyanga
"57268",-7.8643511000,39.7224029900,Pwani
"57269",-4.5512626000,34.2339875300,Kilimanjaro
"57270",-9.1430380300,34.6916156700,Tabora
"57271",-3.7000580300,37.7296703400,Lindi
"57272",-3.3412214300,36.6716222600,Lindi
"57273",-10.9633123000,34.9357137400,Tanga
"57274",-4.6581927200,35.0841153800,Kilimanjaro
"57275",-3.4064307800,36.8962998000,Lindi
"57276",-6.7792288400,37.1405528000,Kigoma
"57277",-10.4712274800,35.6869564100,Tanga
"57278",-6.8236096200,37.6870466100,Kusini Unguja
"57279",-7.2488322600,39.1996626300,Kusini-Pemba
"57280",-9.5422463400,33.8771419300,Tabora
"57281",-0.0000000200,0.0000000000,
"57282",-7.9972540500,33.1746823300,Kaskazini-Pemba
"57283",-4.2755945100,35.8960487400,Lake Victoria
"57284",-10.9088984100,39.0467092000,Tanga
"57285",-0.0000000200,0.0000000000,
"57286",-5.9535842400,35.9686577700,Kigoma
"57287",-4.7099210600,29.6734466500,Tabora
"57288",-1.9355697500,32.8813439100,Dar-Es-Salaam
"57289",-4.6250541000,38.3084964300,Lindi
"57290",-9.5726186000,33.7540569800,Tabora
"57291",-1.9366756700,32.8881476500,Dar-Es-Salaam
"57292",-6.8406949000,37.8221059300,Kusini Unguja
"57293",-4.2410824000,34.6076646900,Kilimanjaro
"57294",-3.2419124900,36.6175620300,Lindi
"57295",-4.5262307900,30.0498055600,Arusha
"57296",-3.4775900400,33.8264739000,Manyara
"57297",-3.3658220400,35.6230122600,Kusini Unguja
"57298",-5.0297209000,38.5690861400,Arusha
"57299",-7.8348107400,35.1459428300,Kaskazini-Unguja
"57300",-7.7753717100,39.8429870500,Pwani
"57301",-7.9149727600,33.3221805400,Kaskazini-Pemba
"57302",-10.4035131600,38.9592465700,Tanga
"57303",-5.9143770200,35.9221169100,Kigoma
"57304",-2.7669534300,30.6349422900,Shinyanga
"57305",-6.1942463200,35.6716507000,Kigoma
"57306",-9.0775837600,35.2399873700,Tabora
"57307",-3.8038026400,35.6967425300,Kusini Unguja
"57308",-9.4439843000,33.9632169200,Tabora
"57309",-3.4381766700,36.7623679400,Lindi
"57310",-4.4237440900,33.4398997100,Kilimanjaro
"57311",-4.1257907600,37.8887808700,Lindi
"57312",-8.2846141800,36.3419400200,Kigoma
"57313",-9.0868472900,33.5403084200,Singida
"57314",-4.8370579400,38.8224862300,Arusha
"57315",-3.7539774700,34.3655006900,Kusini Unguja
"57316",-8.3715281200,36.0839797500,Kigoma
"57317",-9.5058127900,33.9519390300,Tabora
"57318",-7.2999073700,38.7713137300,Kusini-Pemba
"57319",-9.1216427200,32.3558861000,Kaskazini-Pemba
"57320",-7.9530451600,35.7365724600,Kaskazini-Unguja
"57321",-10.6353839200,38.5923949600,Tanga
"57322",-7.3337198400,39.1519326500,Kusini-Pemba
"57323",-3.3760493200,35.5973422100,Kusini Unguja
"57324",-6.4906356100,35.8328919900,Kigoma
"57325",-8.8095162900,32.7946466300,Kaskazini-Pemba
"57326",-7.4475572300,36.9202731600,Kigoma
"57327",-8.2798145600,35.8656029000,Kaskazini-Unguja
"57328",-0.0000000200,0.0000000000,
"57329",-10.6914615900,39.4613908600,Tanga
"57330",-0.0000000200,0.0000000000,
"57331",-3.3824984500,37.4082585100,Manyara
"57332",-3.7161769600,33.6032005200,Mbeya
"57333",-9.0548666500,33.1308878000,Kaskazini-Pemba
"57334",-2.1307482400,33.1705575000,Kagera
"57335",-6.3527391300,35.6681845100,Kigoma
"57336",-4.8971323000,38.5745870700,Arusha
"57337",-3.3455977600,36.8887903300,Lindi
"57338",-1.5628545300,31.5425155600,Dodoma
"57339",-0.9995223200,31.7367524500,Dodoma
"57340",-9.9503177500,39.3265333600,Tanga
"57341",-6.3010470200,36.7652051100,Kigoma
"57342",-3.0152479300,33.3654559200,Kagera
"57343",-4.3962007800,30.1911074300,Arusha
"57344",-1.4465230000,34.2288234600,Ruvuma
"57345",-4.3830111300,37.9929446400,Lindi
"57346",-8.9823794900,32.7946039500,Kaskazini-Pemba
"57347",-3.5121100300,33.7887594300,Manyara
"57348",-5.5952295600,30.4417532500,Shinyanga
"57349",-10.3593641100,39.0530779500,Tanga
"57350",-0.0000000200,0.0000000000,
"57351",-3.3483622100,36.8976691900,Lindi
"57352",-5.1089736900,31.0430320900,Tabora
"57353",-9.3200625600,33.6588964100,Singida
"57354",-11.0259242200,34.8007374000,Tanga
"57355",-9.4041738600,34.7755371000,Tabora
"57356",-4.7449757600,29.7469050200,Tabora
"57357",-5.3689864000,37.2236629200,Kilimanjaro
"57358",-10.8328880600,39.1424648500,Tanga
"57359",-3.2202743800,36.6171038000,Lindi
"57360",-6.6156559400,36.3888832700,Kigoma
"57361",-4.8121256200,29.8731495800,Tabora
"57362",-2.9998551800,37.5748191600,Lindi
"57363",-1.4062529400,31.7942515600,Dodoma
"57364",-6.0461782700,36.7820562200,Kigoma
"57365",-6.1540189200,36.1944806400,Kigoma
"57366",-8.8506036700,34.0110965800,Shinyanga
"57367",-3.1667669000,37.1189883300,Lindi
"57368",-4.4316890100,37.9650727200,Lindi
"57369",-8.9971907300,33.2854552000,Shinyanga
"57370",-6.4025612500,35.7525621600,Kigoma
"57371",-2.9008766800,31.5725636100,Shinyanga
"57372",-1.5659052300,34.4157288400,Kaskazini-Pemba
"57373",-5.9535537000,35.3074687500,Kigoma
"57374",-8.1906178500,31.5112737500,Kaskazini-Pemba
"57375",-3.3993793700,36.7434664600,Lindi
"57376",-6.4055128200,31.0170345900,Shinyanga
"57377",-10.7954529200,35.7107211400,Tanga
"57378",-4.1528829500,37.9152125200,Lindi
"57379",-9.3390404500,34.6594951900,Tabora
"57380",-8.9386337600,32.8017776400,Kaskazini-Pemba
"57381",-3.2496043000,37.2805986800,Lindi
"57382",-9.3922912000,33.6740585200,Singida
"57383",-4.7698590300,29.6439383800,Tabora
"57384",-9.4900920800,33.9248705700,Tabora
"57385",-2.9720468100,33.6039157400,Manyara
"57386",-7.9586206500,35.7386836400,Kaskazini-Unguja
"57387",-5.2961103900,38.5987634100,Arusha
"57388",-3.9043686600,34.0197198700,Mbeya
"57389",-3.1550183400,36.8354944900,Lindi
"57390",-6.9802163000,39.0964986700,Kusini-Pemba
"57391",-3.3302954700,37.3712037800,Manyara
"57392",-9.5442655100,33.6893041800,Tabora
"57393",-1.0419628300,31.8457616000,Dar-Es-Salaam
"57394",-4.7514821300,33.2268050400,Kaskazini-Pemba
"57395",-3.9952330100,32.2393704400,Kagera
"57396",-4.7833854000,38.9197483000,Arusha
"57397",-10.9251586700,38.1663629800,Tanga
"57398",-4.8005925100,38.2103392900,Arusha
"57399",-3.2180320000,37.2868487900,Lindi
"57400",-3.6232563000,32.5703628900,Kagera
"57401",-4.7990949200,38.2239148600,Arusha
"57402",-3.4533454200,32.2211162000,Kaskazini-Pemba
"57403",-10.7520308100,36.0151171400,Tanga
"57404",-10.5025316500,39.0125309700,Tanga
"57405",-3.9915126600,32.5165141600,Kagera
"57406",-2.8859162400,34.0994224000,Kaskazini-Pemba
"57407",-11.0227761300,34.8819207500,Tanga
"57408",-6.5798255800,39.0312248300,Kusini-Pemba
"57409",-9.3721983900,34.2316010600,Kaskazini-Unguja
"57410",-10.7603267400,39.6821212200,Tanga
"57411",-4.1972742000,35.8563308300,Lake Victoria
"57412",-6.0794394700,38.2420774200,Kusini-Pemba
"57413",-0.0000000200,0.0000000000,
"57414",-4.0539099700,33.0825796600,Kilimanjaro
"57415",-8.0815456700,36.7262324200,Kigoma
"57416",-3.0750149500,34.1888112600,Kaskazini-Pemba
"57417",-2.9228337900,33.6062951400,Manyara
"57418",-7.3656740100,38.6513986600,Kusini-Pemba
"57419",-9.9244271000,37.6029272700,Tanga
"57420",-1.2539360200,31.7462917000,Dodoma
"57421",-10.7956918700,36.9586743100,Tanga
"57422",-8.1022738900,35.4334402300,Kaskazini-Unguja
"57423",-6.9597487300,37.5409006400,Kusini Unguja
"57424",-10.3297444000,38.9922025500,Tanga
"57425",-2.9815407000,30.7748667400,Shinyanga
"57426",-1.3135819300,31.7505517000,Dodoma
"57427",-9.2666011800,33.7961847100,Singida
"57428",-6.1322274400,37.6175657900,Kusini Unguja
"57429",-10.3946158500,39.1488174400,Tanga
"57430",-9.1764758000,32.8558495200,Kaskazini-Pemba
"57431",-7.4257525200,39.1441977700,Kusini-Pemba
"57432",-3.3418292000,37.4026964200,Manyara
"57433",-9.1446649600,34.7071898400,Tabora
"57434",-0.0000000200,0.0000000000,
"57435",-9.6271047000,34.2890601600,Kaskazini-Unguja
"57436",-3.3302002500,36.6962088500,Lindi
"57437",-8.5136183100,31.8127289300,Kaskazini-Pemba
"57438",-4.2078339400,35.8679708600,Lake Victoria
"57439",-6.2751740800,37.0907973900,Kigoma
"57440",-7.5988913100,39.2486679800,Kusini-Pemba
"57441",-3.5776048100,30.5430122400,Shinyanga
"57442",-2.0873194900,33.0070716100,Kagera
"57443",-0.0000000200,0.0000000000,
"57444",-3.9465272200,32.4829344700,Kagera
"57445",-1.5807627100,34.4252641500,Kaskazini-Pemba
"57446",-2.4984712500,33.0742916400,Dodoma
"57447",-3.9905697300,32.0380673200,Kagera
"57448",-3.2507799600,37.2081078000,Lindi
"57449",-5.1715659000,38.4208135300,Arusha
"57450",-9.9720484200,38.3711504500,Tanga
"57451",-2.9814670300,33.4626451500,Kagera
"57452",-8.9664460600,33.9549973200,Kaskazini-Unguja
"57453",-1.7239954900,31.1613269900,Dodoma
"57454",-1.6423511000,33.7143574800,Dodoma
"57455",-4.7238808000,38.3541045700,Lindi
"57456",-7.8961755400,36.1278541600,Kaskazini-Unguja
"57457",-5.6332614900,35.6986818200,Kilimanjaro
"57458",-1.9918304700,32.9326417100,Kagera
"57459",-6.1757587800,36.8119015300,Kigoma
"57460",-2.5325533500,33.1419407700,Dodoma
"57461",-6.4842466800,39.0021038700,Kusini-Pemba
"57462",-5.1620457700,34.6073436700,Kilimanjaro
"57463",-1.7415892100,34.0022411600,Dodoma
"57464",-3.2878811300,31.9918531000,Kaskazini-Pemba
"57465",-4.1395139500,33.2560812400,Kilimanjaro
"57466",-5.0505619100,32.0575378400,Shinyanga
"57467",-1.5846108600,31.4894936200,Dodoma
"57468",-8.2529365100,35.2060971200,Kaskazini-Unguja
"57469",-6.8989023600,39.1855650800,Kusini-Pemba
"57470",-11.3126046400,34.8193734500,Tanga
"57471",-6.9586241100,36.9210790600,Kigoma
"57472",-3.5782563500,33.4441744800,Kagera
"57473",-10.5834402900,35.7931510900,Tanga
"57474",-1.7202879000,31.6265370300,Kaskazini-Pemba
"57475",-10.2928828500,34.7158394700,Iringa
"57476",-4.5507307300,29.9070641900,Arusha
"57477",-1.7028325400,31.6218622000,Kaskazini-Pemba
"57478",-10.7855568200,39.0058379500,Tanga
"57479",-4.9152601200,32.7665916500,Kaskazini-Pemba
"57480",-8.7771195800,33.7820951500,Shinyanga
"57481",-3.3940413500,37.4606665300,Manyara
"57482",-8.3833614300,36.6701985700,Tanga
"57483",-4.8973168800,34.7254745500,Kilimanjaro
"57484",-3.4976056100,36.8303537600,Lindi
"57485",-4.4878013700,35.1992890000,Kusini Unguja
"57486",-2.7430244700,30.6294303800,Shinyanga
"57487",-6.9486993600,37.8081286700,Kusini Unguja
"57488",-6.7869023100,37.1417233800,Kigoma
"57489",-6.2110598000,36.1291947300,Kigoma
"57490",-4.1720788600,37.9163208600,Lindi
"57491",-4.9245713000,34.6692565200,Kilimanjaro
"57492",-10.6326830600,38.9155824900,Tanga
"57493",-0.0000000200,0.0000000000,
"57494",-3.3971677300,36.9194207700,Lindi
"57495",-3.0582071400,33.1028200600,Iringa
"57496",-4.7453388400,29.7431930700,Tabora
"57497",-3.2917676000,37.4541675000,Manyara
"57498",-5.1894117200,39.0696892500,Arusha
"57499",-6.9878947100,39.5257891400,Kusini-Pemba
"57500",-4.5366138200,29.7522311000,Tabora
"57501",-8.3414597200,35.5117886500,Kaskazini-Unguja
"57502",-4.4690911400,29.9650463500,Arusha
"57503",-4.5560323400,34.6233669900,Kilimanjaro
"57504",-8.1304849300,31.6784088600,Kaskazini-Pemba
"57505",-10.5811948800,35.4333128100,Tanga
"57506",-8.0158410200,31.5137215300,Kaskazini-Pemba
"57507",-3.5225602400,36.8825780400,Lindi
"57508",-8.8172965400,34.7662667100,Tabora
"57509",-3.8504398300,36.7269538300,Kusini-Pemba
"57510",-3.2176104700,36.6257316400,Lindi
"57511",-7.7340116400,38.8801975400,Kusini-Pemba
"57512",-11.0181019000,39.1628890600,Tanga
"57513",-9.0487040200,33.1695625200,Kaskazini-Pemba
"57514",-3.1968289500,37.1595084700,Lindi
"57515",-1.8604152200,33.3705825200,Dodoma
"57516",-8.8203140600,34.6379003200,Tabora
"57517",-1.5681474100,31.1750297000,Ruvuma
"57518",-8.4743798600,38.9206036100,Kusini-Pemba
"57519",-1.9986704200,32.9261852700,Kagera
"57520",-5.4173539100,38.9776527500,Kusini-Pemba
"57521",-3.2446511300,34.1998032100,Kusini Unguja
"57522",-3.5794835800,36.6935517700,Lindi
"57523",-0.0000000200,0.0000000000,
"57524",-5.4767004500,38.9072570400,Kusini-Pemba
"57525",-9.3733940000,33.0211775600,Tabora
"57526",-8.9373979400,33.5378701300,Shinyanga
"57527",-3.1173697100,33.6356072700,Manyara
"57528",-0.0000000200,0.0000000000,
"57529",-3.0296692500,33.4537308100,Kagera
"57530",-6.8258629100,38.0485270600,Kusini Unguja
"57531",-3.0092964800,34.3031292400,Kaskazini-Pemba
"57532",-9.7587946100,35.2834941500,Tanga
"57533",-5.3643804500,33.6836050400,Kaskazini-Pemba
"57534",-10.9513563000,39.3376358400,Tanga
"57535",-9.5182985400,33.8182564400,Tabora
"57536",-10.2908322500,36.1007158000,Tanga
"57537",-7.7668609300,36.9159613400,Kigoma
"57538",-7.1181560200,38.9870785700,Kusini-Pemba
"57539",-0.0000000200,0.0000000000,
"57540",-5.8059251900,38.6608036700,Arusha
"57541",-3.5484670500,34.0076918400,Manyara
"57542",-10.3588555300,39.7023305500,Tanga
"57543",-3.8609913400,33.0563394300,Kagera
"57544",-3.3663029400,32.0296877500,Kaskazini-Pemba
"57545",-4.2875151700,33.8737333300,Kilimanjaro
"57546",-6.4236244700,31.0907565800,Shinyanga
"57547",-8.8059200300,36.3538234700,Tanga
"57548",-1.1459966200,34.0077509400,Ruvuma
"57549",-7.2876069800,36.7466766700,Kigoma
"57550",-8.6517105300,35.8466273600,Kigoma
"57551",-9.0874056900,33.5378104300,Singida
"57552",-7.2084852100,39.1803218000,Kusini-Pemba
"57553",-9.2706643900,34.0128050800,Kaskazini-Unguja
"57554",-6.9613580000,36.2566705200,Kigoma
"57555",-10.6477313900,35.4478752900,Tanga
"57556",-2.7091474200,33.7223188400,Kaskazini-Pemba
"57557",-3.3697997500,37.4363752500,Manyara
"57558",-0.0000000200,0.0000000000,
"57559",-8.8921540300,34.7866845900,Tabora
"57560",-2.8525812100,33.6328494800,Manyara
"57561",-2.0013607100,33.8977799800,Kaskazini-Pemba
"57562",-5.3792643600,38.8848429000,Kusini-Pemba
"57563",-3.8376723300,33.3377733100,Kagera
"57564",-10.6427375000,35.5635849500,Tanga
"57565",-10.3304774500,38.9975671700,Tanga
"57566",-6.8761176500,39.1282835600,Kusini-Pemba
"57567",-2.8615564000,30.5029447700,Shinyanga
"57568",-3.8262870800,32.4807022800,Kagera
