title,studio,domestic_gross,foreign_gross,year,genre pull,pull from tmdb
The Muppets,BV,88600000,76600000,2011,"Adventure,Comedy,Family","[35, 10751, 10402]"
Limitless,Rela.,79200000,82600000,2011,"Mystery,Sci-Fi,Thriller","[53, 9648, 878]"
Johnny English Reborn,Uni.,8300000,151800000,2011,"Action,Adventure,Comedy","[80, 12, 28, 35, 53]"
Final Destination 5,WB (NL),42600000,115300000,2011,Horror,"[27, 9648]"
Tower Heist,Uni.,78000000,74900000,2011,"Action,Comedy,Crime","[28, 35]"
Midnight in Paris,SPC,56800000,94300000,2011,"Comedy,Documentary,Drama","[14, 35, 10749]"
Happy Feet Two,WB,64000000,86400000,2011,"Adventure,Animation,Comedy","[16, 35, 10751]"
I Am Number Four,BV,55100000,94800000,2011,,"[28, 53, 878, 12]"
Jack and Jill,Sony,74200000,75500000,2011,Comedy,[35]
Friends with Benefits,SGem,55800000,93700000,2011,"Comedy,Romance","[10749, 35]"
No Strings Attached,Par.,70700000,78600000,2011,"Comedy,Romance","[35, 10749]"
Arthur Christmas,Sony,46500000,101000000,2011,"Adventure,Animation,Comedy","[18, 16, 10751, 35]"
Source Code,Sum.,54700000,92600000,2011,"Action,Drama,Sci-Fi","[53, 878, 9648]"
"Crazy, Stupid, Love.",WB,84400000,58500000,2011,,"[35, 18, 10749]"
New Year's Eve,WB (NL),54500000,87500000,2011,,"[35, 10749]"
Contagion,WB,75700000,59800000,2011,"Action,Drama,Thriller","[18, 53, 878]"
The Artist,Wein.,44700000,88800000,2011,"Comedy,Drama,Romance","[18, 35, 10749]"
The Three Musketeers (2011),Sum.,20400000,111900000,2011,,
Unknown,WB,63700000,67099999,2011,"Action,Mystery,Thriller","[28, 9648, 53]"
The Adjustment Bureau,Uni.,62500000,65400000,2011,"Romance,Sci-Fi,Thriller","[878, 53, 10749]"
We Bought a Zoo,Fox,75600000,44500000,2011,"Comedy,Drama,Family","[18, 35, 10751]"
Water for Elephants,Fox,58700000,58400000,2011,"Drama,Romance","[18, 10749]"
The Iron Lady,Wein.,30000000,84900000,2011,"Biography,Drama","[36, 18]"
Moneyball,Sony,75600000,34600000,2011,"Biography,Drama,Sport",[18]
Sanctum,Uni.,23200000,85400000,2011,"Adventure,Drama,Thriller","[28, 53]"
Justin Bieber: Never Say Never,Par.,73000000,26000000,2011,"Documentary,Music","[99, 10402, 10751]"
Paul,Uni.,37400000,60600000,2011,"Adventure,Comedy,Sci-Fi","[12, 35, 878]"
Scream 4,W/Dim.,38200000,59000000,2011,"Horror,Mystery","[27, 9648]"
Insidious,FD,54000000,43000000,2011,"Horror,Mystery,Thriller","[27, 53]"
The Rite,WB (NL),33000000,63000000,2011,"Drama,Horror,Mystery","[18, 53, 27]"
Dolphin Tale,WB,72300000,23100000,2011,"Drama,Family","[18, 10751]"
Season of the Witch,Rela.,24800000,66800000,2011,"Action,Adventure,Fantasy","[12, 14, 28]"
Sucker Punch,WB,36400000,53400000,2011,"Action,Adventure,Fantasy","[28, 14, 53]"
Red Riding Hood,WB,37700000,51500000,2011,"Fantasy,Horror,Mystery","[14, 53, 27]"
Spy Kids: All the Time in the World,W/Dim.,38500000,47000000,2011,,"[10751, 35, 28]"
J. Edgar,WB,37300000,47600000,2011,"Biography,Crime,Drama","[18, 80, 36]"
Hall Pass,WB (NL),45100000,38100000,2011,"Comedy,Romance","[35, 10749]"
"Big Mommas: Like Father, Like Son",Fox,37900000,44800000,2011,"Action,Comedy,Crime","[80, 35, 28]"
Abduction,LGF,28100000,54000000,2011,"Action,Mystery,Thriller","[53, 28, 9648]"
"Tinker, Tailor, Soldier, Spy",Focus,24100000,56500000,2011,,
Priest,SGem,29100000,49200000,2011,"Action,Adventure,Fantasy","[14, 27]"
Drive (2011),FD,35100000,41100000,2011,,
The Mechanic,CBS,29100000,47000000,2011,"Action,Crime,Thriller","[28, 53, 80]"
The Ides of March,Sony,41000000,35000000,2011,"Drama,Thriller",[18]
The Change-Up,Uni.,37100000,38400000,2011,"Comedy,Fantasy",[35]
The Lincoln Lawyer,LGF,58000000,17000000,2011,"Crime,Drama,Thriller","[80, 18, 53]"
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000,19700000,2011,"Comedy,Family","[10751, 35]"
Larry Crowne,Uni.,35600000,36400000,2011,"Comedy,Drama,Romance","[35, 10749, 18]"
The Dilemma,Uni.,48500000,21200000,2011,"Comedy,Drama","[35, 18]"
The Darkest Hour,Sum.,21400000,43200000,2011,"Action,Adventure,Horror","[27, 28, 53, 878]"
Hanna,Focus,40300000,23500000,2011,"Action,Drama,Thriller","[28, 53, 12]"
Footloose (2011),Par.,51800000,11700000,2011,,
Elite Squad: The Enemy Within,Vari.,100000,62900000,2011,,"[18, 28, 80]"
Colombiana,TriS,36700000,24300000,2011,"Action,Drama,Thriller","[28, 53, 80, 18]"
Something Borrowed,WB,39000000,21100000,2011,"Comedy,Drama,Romance","[35, 18, 10749]"
One Day,Focus,13800000,45500000,2011,"Drama,Romance","[18, 10749]"
Beginning of the Great Revival,CL,151000,58200000,2011,,"[18, 28, 36, 10752]"
Killer Elite,ORF,25100000,31300000,2011,"Action,Crime,Thriller","[28, 12, 53]"
Extremely Loud & Incredibly Close,WB,31800000,23400000,2011,,[18]
The Tree of Life,FoxS,13300000,41000000,2011,"Drama,Fantasy","[18, 14]"
Tyler Perry's Madea's Big Happy Family,LGF,53300000,816000,2011,,
Detective Dee and the Mystery of the Phantom Flame,IM,460000,51300000,2011,,"[28, 12, 18, 9648]"
Winnie the Pooh,BV,26700000,23200000,2011,"Adventure,Animation,Comedy","[16, 10751]"
Conan the Barbarian (2011),LGF,21300000,27500000,2011,,
Soul Surfer,TriS,43900000,3200000,2011,"Biography,Drama,Family","[10751, 28, 18]"
War of the Arrows,CJ,251000,45800000,2011,,
Arthur (2011),WB,33000000,12700000,2011,,
The Debt,Focus,31200000,14500000,2011,"Drama,Thriller","[18, 53]"
Beastly,CBS,27900000,15300000,2011,"Drama,Fantasy,Romance","[18, 14, 10749, 878]"
Of Gods and Men,SPC,4000000,38200000,2011,,"[18, 36]"
Born to Be Wild (IMAX),WB,25900000,15600000,2011,,
Evangelion 2.0: You Can (Not) Advance,Elev.,134000,41000000,2011,,
Fright Night (2011),BV,18300000,22700000,2011,,
30 Minutes or Less,Sony,37100000,3500000,2011,"Action,Comedy,Crime","[28, 12, 35]"
The Roommate,SGem,37300000,3200000,2011,"Drama,Thriller","[53, 18, 27]"
Shark Night 3D,Rela.,18900000,21300000,2011,"Horror,Thriller","[27, 53]"
Monte Carlo,Fox,23200000,16500000,2011,"Adventure,Comedy,Family","[12, 35, 10749]"
50/50,Sum.,35000000,4200000,2011,"Comedy,Drama,Romance","[35, 18]"
Mars Needs Moms,BV,21400000,17600000,2011,"Adventure,Animation,Family","[12, 16, 10751]"
Dream House,Uni.,21300000,17200000,2011,"Comedy,Drama,Romance","[18, 53, 9648]"
Jumping the Broom,TriS,37300000,415000,2011,"Comedy,Drama",[35]
Don't Be Afraid of the Dark,FD,24000000,12900000,2011,"Fantasy,Horror,Thriller","[14, 27, 53]"
RA One,Eros,2500000,33400000,2011,,
A Very Harold & Kumar 3D Christmas,WB,35100000,326000,2011,"Adventure,Comedy",
My Week with Marilyn,Wein.,14600000,20500000,2011,"Biography,Drama",[18]
The Sitter,Fox,30400000,4500000,2011,Comedy,[35]
Jane Eyre,Focus,11200000,23500000,2011,,"[18, 10749]"
Courageous,TriS,34500000,,2011,Drama,[18]
Shaolin,Vari.,66100,33600000,2011,,"[28, 18]"
African Cats,BV,15400000,15400000,2011,,"[99, 10751, 12]"
The Skin I Live In,SPC,3200000,27700000,2011,,"[18, 27, 9648, 53]"
I Don't Know How She Does It,Wein.,9700000,20900000,2011,"Comedy,Romance","[10749, 35]"
What's Your Number?,Fox,14000000,16399999,2011,"Comedy,Romance","[35, 10749]"
Drive Angry,Sum.,10700000,18200000,2011,"Action,Fantasy,Thriller","[14, 53, 28, 80]"
Carnage (2011),SPC,2500000,25100000,2011,,
A Dangerous Method,SPC,5700000,21800000,2011,"Biography,Drama,Romance","[18, 53]"
The Thing (2011),Uni.,16900000,10500000,2011,,
The Eagle,Focus,19500000,7600000,2011,"Action,Adventure,Drama","[12, 18]"
Legend of the Fist: The Return of Chen Zhen,Vari.,50400,26500000,2011,,"[18, 28, 36, 53]"
Apollo 18,W/Dim.,17700000,7900000,2011,"Horror,Mystery,Sci-Fi","[27, 53, 878]"
Biutiful,RAtt.,5100000,20000000,2011,"Drama,Romance",[18]
Your Highness,Uni.,21600000,3300000,2011,"Adventure,Comedy,Fantasy","[14, 18, 28, 35, 878]"
Our Idiot Brother,Wein.,24800000,,2011,"Comedy,Drama","[35, 18]"
The Rum Diary,FD,13100000,10800000,2011,"Comedy,Drama","[18, 35]"
The Women on the 6th Floor,Strand,720000,22500000,2011,,[35]
Potiche,MBox,1600000,21600000,2011,,
Warrior,LGF,13700000,9400000,2011,"Drama,Sport",[18]
Young Adult,Par.,16300000,6600000,2011,"Comedy,Drama","[35, 18]"
Sarah's Key,Wein.,7700000,13400000,2011,,"[18, 10752]"
The Way Back,NM,2700000,17600000,2011,,"[18, 12, 36]"
A Separation,SPC,7100000,12800000,2011,,[18]
The Guard,SPC,5400000,14200000,2011,"Comedy,Crime,Thriller","[28, 35, 53, 80]"
Margin Call,RAtt.,5400000,14200000,2011,"Drama,Thriller","[53, 18]"
Glee The 3D Concert Movie,Fox,11900000,6800000,2011,,
Shame,FoxS,3900000,13800000,2011,Drama,[18]
13 Assassins,Magn.,803000,16800000,2011,,"[12, 18, 28]"
Hoodwinked Too! Hood vs. Evil,Wein.,10100000,6800000,2011,,"[35, 16, 10751]"
The Heir Apparent: Largo Winch,MBox,10400,16900000,2011,,
The Last Godfather,RAtt.,164000,16600000,2011,"Comedy,Crime,Romance","[28, 35, 53]"
Delhi Belly,UTV,1500000,15200000,2011,,
Melancholia,Magn.,3000000,12900000,2011,"Drama,Sci-Fi","[18, 878]"
Judy Moody and the NOT Bummer Summer,Rela.,15000000,678000,2011,,"[35, 10751]"
The Conspirator,RAtt.,11500000,3900000,2011,"Crime,Drama,History","[80, 18, 36]"
Anonymous,Sony,4500000,10900000,2011,"Drama,Thriller","[18, 36, 53]"
Ip Man 2: Legend of the Grandmaster,Vari.,206000,14900000,2011,,
The Housemaid,IFC,158000,14600000,2011,,"[10749, 27]"
Desert Flower,NGE,44300,14600000,2011,,
Pina,IFC,3500000,11100000,2011,,[99]
Beginners,Focus,5800000,8500000,2011,"Comedy,Drama,Romance","[18, 10749, 35]"
My Afternoons with Margueritte,Cohen,667000,13600000,2011,,
I Saw the Devil,Magn.,129000,12600000,2011,,"[53, 27]"
The Hedgehog,NeoC,708000,12000000,2011,,"[35, 18]"
Gainsbourg: A Heroic Life,MBox,233000,12000000,2011,,
The Warring States,CL,69000,11800000,2011,,"[18, 28, 10749, 10752]"
What Women Want (Wo Zhi Nu Run Xin),CL,124000,11700000,2011,,
Snow Flower and the Secret Fan,FoxS,1300000,10000000,2011,"Drama,History","[18, 36]"
Win Win,FoxS,10200000,652000,2011,,"[18, 35]"
Flying Monsters,NGE,5700000,5100000,2011,,
City of Life and Death,Kino,123000,10600000,2011,,
Le Havre,Jan.,612000,9900000,2011,"Comedy,Drama","[18, 35]"
Straw Dogs (2011),SGem,10300000,,2011,,
Prom,BV,10100000,,2011,"Comedy,Drama,Family","[35, 10749]"
In a Better World,SPC,1000000,8600000,2011,,[18]
Trespass (2011),MNE,24100,9600000,2011,,
Saving Private Perez,LGF,1400000,7900000,2011,,
Point Blank,Magn.,708000,8500000,2011,"Action,Crime,Drama","[28, 53, 80]"
Winter in Wartime,SPC,543000,8700000,2011,,
Barney's Version (U.S. only),SPC,4400000,4000000,2011,,
Outrage (2011),Magn.,44700,8400000,2011,,
Senna,PDA,1600000,6600000,2011,,[99]
Last Night,Trib.,99000,7600000,2011,,"[18, 10749]"
The Big Year,Fox,7200000,244000,2011,Comedy,[35]
The Beaver,Sum.,971000,6300000,2011,Drama,[18]
Take Me Home Tonight,Rela.,6900000,,2011,"Comedy,Drama,Romance","[35, 18, 10749]"
Cedar Rapids,FoxS,6900000,,2011,Comedy,[35]
The Princess of Montpensier,IFC,352000,6400000,2011,,
Cave of Forgotten Dreams,IFC,5300000,1200000,2011,,"[99, 10751]"
Sex and Zen 3D: Extreme Ecstasy,CL,153000,6200000,2011,,
We Need to Talk About Kevin,Osci.,1700000,4300000,2011,"Drama,Mystery,Thriller","[18, 53]"
Attack the Block,SGem,1000000,4800000,2011,"Action,Comedy,Sci-Fi","[28, 35, 878]"
Even the Rain,Vita.,518000,5300000,2011,,"[18, 36]"
Young Goethe in Love,MBox,162000,5600000,2011,,"[10749, 18]"
11/11/2011,Rocket,32800,5700000,2011,,"[27, 53]"
Certified Copy,IFC,1400000,4099999,2011,,"[18, 10749]"
Thank You (2011),UTV,464000,5000000,2011,,
The Company Men,Wein.,4400000,441000,2011,,[18]
Force,FoxS,,4800000,2011,,"[18, 28, 53, 80, 10749]"
Tucker & Dale Vs. Evil,Magn.,224000,4500000,2011,,
London Boulevard,IFC,16100,4600000,2011,,"[18, 80]"
Dylan Dog: Dead of Night,OMNI/FSR,1200000,3400000,2011,"Action,Comedy,Crime","[28, 35, 27, 9648, 878, 53]"
The Names of Love,MBox,514000,4099999,2011,,"[18, 35, 10749]"
The Way,PDA,4400000,,2011,,"[12, 35, 18]"
Burke and Hare,IFC,4800,4300000,2011,,
King of Devil's Island,FM,7600,4200000,2011,,"[18, 28]"
Bride Flight,MBox,501000,3700000,2011,,[18]
Trollhunter,Magn.,253000,3900000,2011,,
Buck,IFC,4000000,,2011,,[99]
Carancho,Strand,85500,3900000,2011,,"[53, 18, 10749, 80]"
Like Crazy,ParV,3400000,336000,2011,"Drama,Romance","[18, 10749]"
The Double,Imag.,138000,3600000,2011,,"[28, 18, 80]"
Don 2,Relbig.,3700000,,2011,,"[28, 53]"
Love Crime,IFC,540000,3100000,2011,,"[53, 80, 9648]"
Incendies (U.S. only),SPC,2100000,1500000,2011,,
Martha Marcy May Marlene,FoxS,3000000,548000,2011,"Drama,Mystery,Thriller","[18, 53]"
Fireflies in the Garden,,70600,3300000,2011,,[18]
The King's Speech (PG-13),Wein.,3300000,,2011,,
Machine Gun Preacher,Rela.,539000,2800000,2011,"Action,Biography,Crime","[28, 53, 80]"
The Last Circus,Magn.,40500,3200000,2011,,"[28, 18, 53]"
From Prada to Nada,LGF,3000000,123000,2011,,"[35, 18, 10749]"
Flypaper,IFC,5000,3100000,2011,,"[9648, 35, 80]"
Zindagi Na Milegi Dobara,Eros,3100000,,2011,,
Take Shelter,SPC,1700000,1400000,2011,"Drama,Horror,Thriller","[53, 18]"
The Greatest Miracle,KKM,555000,2500000,2011,,[16]
Rapt,Lorb.,45800,2900000,2011,,"[18, 53]"
Pastorela,LGF,161000,2700000,2011,,"[14, 35]"
The Double Hour,Gold.,1500000,1200000,2011,,"[80, 18, 9648, 10749, 53]"
Everything Must Go,RAtt.,2700000,,2011,"Comedy,Drama","[35, 18, 10749]"
3 (2011),Strand,60000,2600000,2011,,
Oranges and Sunshine,Cohen,143000,2400000,2011,,[18]
Ong Bak 3,Magn.,14900,2300000,2011,,
Poetry,Kino,356000,1900000,2011,,[18]
The Tree,Zeit.,71200,2100000,2011,,[18]
"The Butcher, the Chef and the Swordsman",CL,47900,2000000,2011,,
The Trip (2011),IFC,2000000,,2011,,
Armadillo,Lorb.,14600,2000000,2011,,"[99, 10752]"
Bodyguard,Relbig.,1800000,,2011,,"[18, 28, 35, 10749]"
Brighton Rock,IFC,230000,1600000,2011,"Crime,Drama,Thriller","[18, 53, 80]"
A Somewhat Gentle Man,Strand,37700,1800000,2011,,"[35, 80, 18]"
The Topp Twins: Untouchable Girls,Argo.,29300,1800000,2011,,"[35, 99, 10402]"
Another Earth,FoxS,1300000,456000,2011,"Drama,Romance,Sci-Fi","[18, 878]"
A Better Life,Sum.,1800000,,2011,"Drama,Romance",[18]
Chalet Girl,IFC,1700,1700000,2011,,"[35, 10749]"
Yamla Pagla Deewana,Eros,993000,600000,2011,,
Bill Cunningham New York,Zeit.,1500000,,2011,,[99]
The Art of Getting By,FoxS,1400000,,2011,"Drama,Romance","[18, 10749]"
The Devil's Double,LGF,1400000,,2011,"Biography,Drama,Thriller","[18, 28, 53, 80, 10752]"
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000,946000,2011,,"[35, 18, 14]"
The Whistleblower,Gold.,1100000,,2011,,"[18, 53, 80]"
Red State,SMod,1100000,,2011,"Action,Crime,Horror","[27, 28, 53]"
London River,Libre,7200,1100000,2011,,"[18, 9648]"
Desi Boyz,Eros,1100000,,2011,,
When We Leave (Die Fremde),Olive,19600,1100000,2011,,
There Be Dragons,Gold.,1100000,,2011,"Biography,Drama,War","[18, 10752]"
Vanishing on 7th Street,Magn.,22700,1000000,2011,,"[9648, 27, 53]"
Page One: A Year Inside the New York Times,Magn.,1100000,,2011,,
The Time That Remains,IFC,32900,1000000,2011,,"[18, 36]"
Rockstar (2011),Eros,987000,,2011,,
Meek's Cutoff,Osci.,978000,,2011,"Drama,Western","[18, 37]"
Texas Killing Fields,Anch.,45500,912000,2011,,"[18, 53, 80, 9648]"
Ready,Eros,955000,,2011,,
Miral,Wein.,373000,527000,2011,,[18]
Submarine,Wein.,468000,397000,2011,"Comedy,Drama,Romance","[18, 35, 10749]"
Higher Ground,SPC,842000,,2011,Drama,"[18, 53]"
Mozart's Sister,MBox,708000,132000,2011,,[18]
Plastic Planet,FRun,3200,836000,2011,,
Chillar Party,UTV,6300,826000,2011,,
Mausam,Eros,728000,,2011,,
The First Grader,NGE,332000,382000,2011,,"[10749, 18]"
Hobo With a Shotgun,Magn.,703000,,2011,"Action,Comedy,Horror","[80, 28, 53]"
Tabloid,IFC,697000,,2011,,
Dhobi Ghat (Mumbai Diaries),UTV,577000,102000,2011,,
Aarakshan (Reservation),Relbig.,651000,,2011,,
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000,,2011,,
No One Killed Jessica,UTV,441000,193000,2011,,
Korkoro,Lorb.,8200,619000,2011,,
Blackthorn,Magn.,201000,423000,2011,"Action,Adventure,Western","[12, 28, 37]"
How I Ended This Summer,FM,8700,614000,2011,,"[18, 53]"
The Ledge,IFC,9200,602000,2011,,"[18, 53]"
Heartbeats,IFC,68700,520000,2011,,"[18, 10749]"
The Future,RAtt.,569000,,2011,"Drama,Fantasy,Romance","[35, 18]"
Dum Maaro Dum,FoxS,564000,,2011,"Action,Crime,Drama","[18, 28, 80]"
Double Dhamaal,Relbig.,544000,,2011,,"[35, 80, 18]"
Kaboom,IFC,119000,421000,2011,,"[18, 878, 35, 9648]"
Mere Brother Ki Dulhan,Yash,496000,,2011,,"[18, 35, 10749]"
Weekend (2011),IFC,485000,,2011,,
Protektor,FM,3000,469000,2011,,
Circumstance,RAtt.,454000,,2011,Drama,[18]
The Other Woman,IFC,25400,427000,2011,"Comedy,Romance",[18]
Project Nim,RAtt.,411000,,2011,,[99]
Rage (Rabia),Strand,5600,403000,2011,,
The Human Resources Manager,FM,64000,329000,2011,,"[35, 18]"
Hesher,WHE,383000,,2011,"Comedy,Crime,Drama",[18]
7 Khoon Maaf,UTV,270000,94700,2011,,
Another Happy Day,P4,8500,347000,2011,"Comedy,Drama","[35, 18]"
Singham,Relbig.,351000,,2011,,
The Mill and the Cross,KC,312000,30300,2011,,"[18, 36]"
Super,IFC,328000,,2011,"Action,Comedy,Drama","[35, 28, 18]"
L'Amour Fou,IFC,312000,,2011,,[99]
Being Elmo: A Puppeteer's Journey,SD,304000,,2011,,"[99, 10751]"
In the Land of Blood and Honey,FD,304000,,2011,,"[18, 10749, 10752]"
Special Treatment,FRun,8900,286000,2011,,
Illegal (2011),FM,700,289000,2011,,
The Interrupters,CGld,282000,,2011,,[99]
Rascals,Eros,274000,,2011,,
The Black Power Mix Tape: 1967-1975,IFC,274000,,2011,,
Black Death,Magn.,22600,243000,2011,,"[28, 18, 27, 9648, 53]"
Le Quattro Volte,Lorb.,153000,103000,2011,,
Life in a Day,NGE,253000,,2011,,"[99, 18]"
Caterpillar,Lorb.,4200,248000,2011,,[]
Little Girl (La Pivellina),FRun,1400,236000,2011,,
El Bulli: Cooking in Progress,AM,237000,,2011,,[99]
"If I Want to Whistle, I Whistle",FM,12100,220000,2011,,
Into the Abyss,IFC,224000,,2011,,"[99, 80]"
HappyThankYouMorePlease,Anch.,216000,,2011,,"[35, 10749, 18]"
The Robber,Kino,83500,125000,2011,,"[18, 53, 80]"
Henry's Crime,MPFT,103000,102000,2011,,"[80, 35]"
A Good Old Fashioned Orgy,Gold.,200000,,2011,,[35]
Film Socialisme,Lorb.,33000,159000,2011,,
Bol,Eros,189000,,2011,,
Leap Year (2011),Strand,13000,175000,2011,,
A Screaming Man,FM,9900,175000,2011,,"[10752, 18]"
Jig,Scre.,184000,,2011,,
Nostalgia for the Light,Icar.,164000,13700,2011,,[99]
Anchor Baby,AGF,15800,161000,2011,,
Bellflower,Osci.,168000,,2011,,"[28, 18, 10749]"
Restless (2011),SPC,163000,,2011,,
Road to Nowhere,Mont.,40300,121000,2011,,"[9648, 53]"
Magic Trip,Magn.,155000,,2011,,[99]
Eames: The Architect and the Painter,FRun,153000,,2011,,
Revenge of the Electric Car,A23,151000,,2011,,[99]
The Human Centipede 2: Full Sequence,IFC,142000,,2011,,
Cold Weather,IFC,141000,,2011,,"[9648, 18, 35, 53]"
Game (2011),Eros,140000,,2011,,
1911,Vari.,136000,,2011,,"[12, 18, 28, 36, 10752]"
"Life, Above All",SPC,134000,,2011,,[18]
Tomboy (2011),Da.,130000,,2011,,
Octubre,NYer,32100,96700,2011,,
The Arbor,Strand,21600,105000,2011,,"[99, 18]"
Mysteries of Lisbon,MBox,111000,14900,2011,,"[9648, 18]"
Vidal Sassoon: The Movie,P4,86000,38600,2011,,[99]
Trust (2011),MNE,120000,,2011,,
Steve Jobs: The Lost Interview,Magn.,106000,,2011,,[99]
Rubber,Magn.,100000,,2011,"Comedy,Fantasy,Horror","[35, 18, 14, 27, 9648]"
The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100000,,2011,,
Chalo Dilli,Eros,94300,,2011,,
The Whale,Pala.,81900,,2011,,[99]
Beautiful Boy,Anch.,77200,,2011,"Biography,Drama",[18]
Puncture,MNE,68900,,2011,,"[18, 9648]"
A Beautiful Life,CL,66200,,2011,,
"Tuesday, After Christmas",Lorb.,27800,36200,2011,,"[18, 10749]"
Viva Riva!,MBox,61800,,2011,,"[28, 18, 53]"
Murder 2,Eros,59500,,2011,,
Dirty Girl,Wein.,55100,,2011,,"[18, 35]"
Battleship Potemkin (2011 re-issue),Kino,51200,,2011,,
Love U Mr. Kalakaar,Eros,48600,,2011,,
Margaret,FoxS,46500,,2011,Drama,[18]
"Happy, Happy",Magn.,45200,,2011,,"[18, 35, 10749]"
The Myth of the American Sleepover,IFC,41000,,2011,,"[10749, 35, 18]"
Hell and Back Again,DF,40600,,2011,,[99]
Khodorkovsky,KL,39500,,2011,,"[18, 99]"
Sleeping Beauty (2011) (II),IFC,36600,,2011,,
My Kingdom (2011),CL,36500,,2011,,
Love in Space,CL,34800,,2011,,"[35, 10749]"
Stake Land,IFC,33200,,2011,"Drama,Horror,Sci-Fi","[18, 27, 878]"
Brotherhood (2011),P4,19700,12700,2011,,
The Son of No One,Anch.,30700,,2011,"Action,Crime,Drama","[18, 53, 80]"
Muran,UTV,30100,,2011,,"[18, 53]"
The Sleeping Beauty,Strand,29100,,2011,,"[14, 18]"
Tyrannosaur,Strand,22300,,2011,,"[18, 10749]"
Ceremony,Magn.,22300,,2011,,"[35, 10749]"
I'm Glad My Mother is Alive,Strand,8700,13200,2011,,
Always Kabhi Kabhi,Eros,21400,,2011,,"[35, 80, 18, 10749]"
Empire of Silver,NeoC,,19000,2011,,"[18, 36, 10751, 10749]"
5 Days of War,Anch.,17500,,2011,"Action,Drama,War","[10752, 18]"
Aurora,CGld,5700,5100,2011,,[18]
Magic to Win,CL,10700,,2011,,[14]
Wrecked,IFC,8000,,2011,,"[9648, 53]"
My Piece of the Pie,IFC,6900,,2011,,"[18, 35]"
