,genre_ids,id,original_language,original_title,popularity,release_date,title,vote_average,vote_count
25376,[99],557779,en,Outside the Bubble: On the Road with Alexandra Pelosi,2.139,2018-10-29,Outside the Bubble: On the Road with Alexandra Pelosi,7.3,2
25377,[99],578547,en,The Road to Stardom: The Making of A Star is Born,2.138,2018-12-07,The Road to Stardom: The Making of A Star is Born,9.3,3
25378,[53],440528,en,Dual Mania,2.137,2018-09-17,Dual Mania,0.0,2
25379,"[18, 35]",529866,ja,犬猿,2.131,2018-07-28,Thicker than Water,6.0,1
25380,"[27, 18]",548215,en,Malacostraca,2.126,2018-09-13,Malacostraca,10.0,1
25381,[99],542538,en,Gay Hollywood Dad,2.125,2018-08-14,Gay Hollywood Dad,3.0,1
25382,"[80, 27, 53]",548162,en,[Cargo],2.122,2018-11-13,[Cargo],5.3,4
25383,"[27, 53]",511474,en,Soul to Keep,2.121,2018-10-10,Soul to Keep,5.6,5
25384,"[10751, 16]",555949,en,Planes with Brains,2.119,2018-09-09,Planes with Brains,10.0,1
25385,[53],502805,en,Ladyworld,2.119,2018-09-22,Ladyworld,4.0,1
25386,"[10402, 99]",563708,en,Springsteen On Broadway,2.118,2018-12-16,Springsteen On Broadway,8.3,15
25387,[10751],567129,xx,Ian,2.116,2018-12-05,Ian,10.0,1
25388,[35],530584,en,Jim Gaffigan: Noble Ape,2.11,2018-07-13,Jim Gaffigan: Noble Ape,7.8,5
25389,"[18, 35]",492382,en,Home Shopper,2.106,2018-01-19,Home Shopper,9.0,2
25390,[53],529878,en,Nanny Killer,2.106,2018-04-29,Nanny Killer,5.1,5
25391,"[27, 18, 14]",499676,en,Flay,2.106,2018-03-06,Flay,3.0,1
25392,"[28, 18, 53]",565932,en,Klippers,2.101,2018-01-01,Klippers,10.0,1
25393,"[18, 27, 9648]",513236,en,Something,2.101,2018-02-28,Something,9.0,2
25394,[],535965,en,Sports!,2.096,2018-06-22,Sports!,10.0,1
25395,[99],551605,en,Invisible Essence: The Little Prince,2.096,2018-10-16,Invisible Essence: The Little Prince,8.0,1
25396,[27],506636,en,Your Filthy Heart,2.095,2018-02-23,Your Filthy Heart,8.3,2
25397,"[35, 18, 10749]",457258,en,Ali's Wedding,2.095,2018-06-08,Ali's Wedding,7.9,23
25398,"[18, 10749]",513296,en,Home by Spring,2.095,2018-03-31,Home by Spring,7.4,8
25399,[99],502158,en,Brewmaster,2.095,2018-03-09,Brewmaster,6.0,1
25400,"[18, 35]",514389,en,Maybe Shower,2.094,2018-03-24,Maybe Shower,7.5,2
25401,"[35, 18]",530180,en,Reach,2.093,2018-10-19,Reach,7.0,1
25402,[27],440397,en,A Demon Within,2.093,2018-01-12,A Demon Within,4.3,10
25403,[878],546441,en,Guns of the Apocalypse,2.092,2018-09-26,Guns of the Apocalypse,3.0,1
25404,"[27, 35]",499910,en,Hair Wolf,2.091,2018-01-20,Hair Wolf,9.0,1
25405,[99],511807,en,Wrestle,2.09,2018-04-06,Wrestle,10.0,1
25406,"[27, 35]",508404,en,Party Bus To Hell,2.085,2018-04-13,Party Bus To Hell,4.7,14
25407,[16],554747,en,Legend of Hallowaiian,2.084,2018-09-16,Legend of Hallowaiian,10.0,1
25408,[18],514899,ru,Сердце мира,2.082,2018-10-14,Core of the World,7.4,5
25409,[99],492677,en,My Dead Dad's Porno Tapes,2.08,2018-01-18,My Dead Dad's Porno Tapes,6.8,8
25410,"[35, 99, 18, 10751, 10749]",532997,en,Chicken Girls: The Movie,2.077,2018-06-29,Chicken Girls: The Movie,6.0,7
25411,"[878, 28, 16]",543842,en,Overwatch Animated Short: Shooting Star,2.076,2018-08-22,Overwatch Animated Short: Shooting Star,7.4,13
25412,[35],542437,es,"Contigo no, bicho",2.076,2018-09-14,"Contigo no, bicho",5.8,5
25413,"[35, 18]",518416,en,Another Kind of Wedding,2.065,2018-04-29,Another Kind of Wedding,5.4,8
25414,[27],565964,en,Lilith,2.063,2018-07-18,Lilith,3.0,1
25415,"[18, 9648, 53]",518577,en,XIII,2.06,2018-04-25,XIII,5.0,1
25416,"[27, 35]",565762,en,Last American Horror Show,2.059,2018-06-30,Last American Horror Show,4.7,3
25417,"[14, 878]",528230,en,Daisy Belle,2.053,2018-04-08,Daisy Belle,8.0,1
25418,[27],549278,en,7:02 Only the Righteous,2.052,2018-03-27,7:02 Only the Righteous,3.0,1
25419,"[10749, 35, 18]",501628,en,Wobble Palace,2.05,2018-03-09,Wobble Palace,6.0,1
25420,"[18, 35]",502178,en,Wild Honey Pie!,2.05,2018-03-12,Wild Honey Pie!,5.0,1
25421,[99],505126,en,The Human Element,2.049,2018-02-25,The Human Element,8.0,1
25422,"[27, 35]",561927,en,Lake Fear 3,2.048,2018-10-02,Lake Fear 3,10.0,1
25423,"[28, 35, 80, 18, 10751, 10749, 53]",490778,ur,Parchi‬,2.044,2018-01-12,Parchi,8.0,1
25424,"[18, 10402, 10749]",596178,hi,Music Teacher,2.037,2018-09-08,Music Teacher,6.0,3
25425,"[53, 10770]",537138,en,Twisted,2.036,2018-05-19,Twisted,5.4,13
25426,[53],499791,en,M/M,2.032,2018-01-19,M/M,7.0,2
25427,[27],552477,en,Let's Not Meet,2.032,2018-10-17,Let's Not Meet,6.0,3
25428,"[10770, 53]",551910,en,Dead in the Water,2.029,2018-10-27,Dead in the Water,2.7,3
25429,"[16, 35, 10751, 12]",528644,en,Bilby,2.024,2019-02-22,Bilby,5.0,6
25430,"[27, 53, 18]",499921,en,The Perfect Host: A Southern Gothic Tale,2.021,2018-08-22,The Perfect Host: A Southern Gothic Tale,6.5,4
25431,[99],490818,en,Seeing Allred,2.017,2018-01-21,Seeing Allred,7.3,14
25432,"[16, 10751]",490649,no,Elias og Storegaps hemmelighet,2.016,2018-03-31,Anchors Up,5.7,3
25433,"[99, 10402]",525638,en,America's Musical Journey,2.008,2018-02-16,America's Musical Journey,9.0,1
25434,"[53, 28]",516742,en,The Hitman Agency,2.004,2018-04-04,The Hitman Agency,4.7,3
25435,"[35, 878]",535197,en,Grandmother's Gold,2.001,2018-07-10,Grandmother's Gold,7.5,2
25436,[27],513297,en,Fear Level,1.998,2018-05-25,Fear Level,7.0,1
25437,[18],430450,en,Sollers Point,1.998,2018-05-11,Sollers Point,6.2,6
25438,"[35, 10749]",551701,en,Jingle Around the Clock,1.997,2018-12-22,Jingle Around the Clock,8.7,3
25439,"[35, 27]",505626,en,Hell's Kitty,1.996,2018-03-27,Hell's Kitty,3.3,4
25440,"[18, 10770]",546194,en,Conrad & Michelle: If Words Could Kill,1.99,2018-09-23,Conrad & Michelle: If Words Could Kill,2.0,3
25441,[27],505496,en,Black Creek,1.989,2018-02-16,Black Creek,2.6,6
25442,"[35, 10749]",455401,en,Keep the Change,1.988,2018-03-16,Keep the Change,7.3,4
25443,[10749],412003,en,Modern Life Is Rubbish,1.988,2018-04-27,Modern Life Is Rubbish,6.8,21
25444,[14],569736,en,Rechazados,1.985,2018-12-20,Rejected,8.0,3
25445,[18],426251,en,Love After Love,1.98,2018-03-30,Love After Love,6.5,5
25446,[99],514758,en,The Last Resort,1.969,2018-01-23,The Last Resort,7.5,2
25447,[53],569506,en,Nowhere Mind,1.969,2018-10-19,Nowhere Mind,6.0,1
25448,"[18, 10751]",547454,en,Never Heard,1.968,2018-11-01,Never Heard,7.0,4
25449,"[12, 16, 10751]",552095,en,PAW PATROL: Mighty Pups,1.963,2018-09-11,PAW PATROL: Mighty Pups,10.0,3
25450,"[878, 27, 53]",526510,en,Night Zero,1.962,2018-05-22,Night Zero,5.7,3
25451,"[28, 12, 14, 53]",75930,ja,牙狼〈GARO〉 ～RED REQUIEM～,1.962,2018-04-10,GARO: Red Requiem,5.5,3
25452,"[53, 10770]",571768,en,Killer Body,1.96,2018-12-30,Killer Body,8.0,2
25453,"[12, 10751, 18]",537860,en,Destined to Ride,1.96,2018-08-14,Destined to Ride,6.2,11
25454,"[27, 35]",555059,en,Flesh Blanket,1.96,2018-10-16,Flesh Blanket,5.0,1
25455,"[878, 27]",603050,en,51 Nevada,1.96,2018-04-10,51 Nevada,4.0,1
25456,[28],346588,en,Loss Prevention,1.96,2018-11-06,Loss Prevention,3.0,1
25457,[99],522320,en,Bob Lazar: Area 51 and Flying Saucers,1.959,2018-11-01,Bob Lazar: Area 51 and Flying Saucers,7.0,4
25458,"[53, 10770]",553856,en,The Sinister Surrogate,1.955,2018-10-13,The Sinister Surrogate,5.5,2
25459,"[10749, 18]",467467,fi,Tämä hetki kaislikossa,1.951,2018-03-17,A Moment in the Reeds,6.3,8
25460,[99],518387,en,Inside the Life of Bella Thorne,1.949,2018-04-11,Inside the Life of Bella Thorne,7.3,3
25461,"[28, 53, 18, 9648]",566876,en,Payday,1.947,2018-12-05,Payday,10.0,1
25462,[],559087,en,Idled,1.946,2018-11-06,Idled,10.0,1
25463,"[10751, 10749, 10770]",550025,en,Christmas in Evergreen: Letters to Santa,1.945,2018-11-18,Christmas in Evergreen: Letters to Santa,7.7,5
25464,[99],549599,es,Dos Cataluñas,1.944,2018-09-28,Two Catalonias,7.0,9
25465,"[53, 10770]",546233,en,He's Watching,1.944,2018-09-02,He's Watching,6.5,2
25466,[99],503646,en,The Bray Road Beast,1.944,2018-10-01,The Bray Road Beast,6.5,4
25467,"[27, 18, 10770]",567220,en,"Into the Dark: New Year, New You",1.944,2018-12-28,"Into the Dark: New Year, New You",4.5,12
25468,"[53, 10770]",538942,en,The Wrong Cruise,1.941,2018-07-28,The Wrong Cruise,6.0,1
25469,[27],517939,en,Paranormal Demons,1.94,2018-12-23,Paranormal Demons,6.3,4
25470,"[53, 9648]",555058,en,8 Remains,1.939,2018-11-23,8 Remains,5.5,2
25471,[],543490,en,My Husband's Double Life,1.939,2018-08-18,My Husband's Double Life,5.5,2
25472,"[80, 28]",530266,en,The Krays: Dead Man Walking,1.939,2018-09-10,The Krays: Dead Man Walking,4.0,2
25473,[53],555252,en,Killer Under the Bed,1.938,2018-10-20,Killer Under the Bed,4.0,2
25474,"[27, 28, 14]",543004,en,Nightmare Shark,1.937,2018-08-16,Nightmare Shark,6.5,2
25475,"[35, 18]",547354,ml,ജോണി ജോണി യെസ് അപ്പ,1.937,2018-11-15,Johny Johny Yes Appa,4.5,2
25476,[99],490816,en,On Her Shoulders,1.936,2018-01-20,On Her Shoulders,4.2,4
25477,"[10751, 10770]",552011,en,Jingle Belle,1.934,2018-11-25,Jingle Belle,8.0,2
25478,"[18, 14, 9648]",519729,en,Still,1.933,2018-04-21,Still,5.2,3
25479,"[18, 10749, 35]",549541,te,Nartanasala,1.932,2018-08-29,Nartanasala,6.3,3
25480,"[18, 35, 10749]",518471,hu,Susotázs,1.929,2018-06-22,Chuchotage,9.3,2
25481,"[53, 10770]",540899,en,A Sister's Obsession,1.929,2018-08-04,A Sister's Obsession,4.4,4
25482,[99],464756,en,To Hell and Back: The Kane Hodder Story,1.928,2018-07-13,To Hell and Back: The Kane Hodder Story,8.1,7
25483,[10402],561556,en,Loudon Wainwright III: Surviving Twin,1.928,2018-11-13,Loudon Wainwright III: Surviving Twin,7.0,1
25484,[18],566141,en,Her Only Choice,1.928,2018-10-06,Her Only Choice,6.5,2
25485,"[35, 80, 18]",559043,en,The Actor,1.928,2018-10-12,The Actor,6.0,2
25486,[99],502169,en,More Human Than Human,1.927,2018-03-10,More Human Than Human,4.7,3
25487,[99],502183,en,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,1.926,2018-03-13,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,8.0,3
25488,"[18, 10770, 9648]",521387,en,Darrow & Darrow: In The Key Of Murder,1.926,2018-05-06,Darrow & Darrow: In The Key Of Murder,6.0,2
25489,"[878, 16]",358632,ja,台風のノルダ,1.925,2018-01-23,Typhoon Noruda,5.8,12
25490,[99],522773,en,A Dangerous Son,1.922,2018-05-07,A Dangerous Son,6.5,2
25491,[99],502163,pt,Nossa Chape,1.921,2018-03-10,Nossa Chape,8.5,2
25492,"[28, 878]",497256,en,BALLiSTIC,1.921,2018-06-27,BALLiSTIC,7.1,4
25493,"[53, 10770]",547377,en,Her Boyfriend's Secret,1.918,2018-09-08,Her Boyfriend's Secret,8.0,1
25494,[18],571622,en,The Wrong Teacher,1.918,2018-12-28,The Wrong Teacher,6.0,1
25495,[37],566574,en,A Fistful of Lead,1.917,2018-12-04,A Fistful of Lead,7.5,2
25496,[99],543647,en,We Are Not Done Yet,1.917,2018-11-08,We Are Not Done Yet,7.0,3
25497,[53],534435,en,Brokedown,1.917,2018-06-16,Brokedown,1.0,1
25498,[99],495002,en,Waco: Madman or Messiah,1.91,2018-01-28,Waco: Madman or Messiah,8.0,3
25499,[],563737,en,Christmas Catch,1.906,2018-12-02,Christmas Catch,3.5,2
25500,"[53, 18]",534402,mr,सविता दामोदर परांजपे,1.905,2018-09-07,Savita Damodar Paranjpe,6.0,1
25501,"[27, 53, 9648]",565759,en,Dark Sister,1.905,2018-12-01,Dark Sister,5.5,2
25502,[27],534414,en,Trashsploitation,1.905,2018-07-07,Trashsploitation,4.0,3
25503,[99],543089,en,Divide and Conquer: The Story of Roger Ailes,1.903,2018-12-07,Divide and Conquer: The Story of Roger Ailes,7.3,2
25504,[27],544780,en,Terror Talk,1.903,2018-08-24,Terror Talk,3.7,3
25505,[35],503929,en,Fixed,1.902,2018-02-13,Fixed,6.5,4
25506,[27],547681,en,Mandy the Haunted Doll,1.899,2018-06-19,Mandy the Haunted Doll,4.0,2
25507,[],546809,en,The Boarder,1.897,2018-06-30,The Boarder,4.3,2
25508,[18],543111,en,Feathers,1.896,2018-10-06,Feathers,4.0,2
25509,"[18, 10749, 36, 10752]",520930,en,Summer of '67,1.892,2018-06-29,Summer of '67,10.0,1
25510,"[28, 12, 35]",502308,en,Jurassic Predator,1.892,2018-06-21,Jurassic Predator,4.3,3
25511,"[35, 10749]",510069,en,Song of Back and Neck,1.889,2018-04-23,Song of Back and Neck,6.0,1
25512,"[28, 53]",483315,en,Armed,1.889,2018-09-14,Armed,5.1,5
25513,"[27, 35, 28]",545598,en,An Hour To Kill,1.889,2018-06-12,An Hour To Kill,2.0,1
25514,[53],362676,en,The Big Take,1.888,2018-09-04,The Big Take,3.5,5
25515,"[18, 10770]",554288,en,Every Day Is Christmas,1.887,2018-11-24,Every Day Is Christmas,5.3,4
25516,"[878, 35, 27]",412764,en,Soft Matter,1.886,2018-06-08,Soft Matter,8.5,2
25517,[27],532090,en,The House on Mansfield Street,1.883,2018-06-22,The House on Mansfield Street,3.5,2
25518,[35],560760,en,The Pastor and the Pro,1.882,2018-11-09,The Pastor and the Pro,6.5,2
25519,"[12, 35, 878]",560034,en,Pocketman and Cargoboy,1.881,2018-10-12,Pocketman and Cargoboy,10.0,2
25520,[],529865,ja,去年の冬、きみと別れ,1.881,2018-07-21,"Last Winter, We Parted",7.0,2
25521,[27],523353,en,Edge of Isolation,1.88,2018-04-20,Edge of Isolation,7.0,1
25522,[27],547146,en,Ghostface,1.879,2018-08-31,Ghostface,9.0,1
25523,"[18, 14]",557035,es,Mouras,1.877,2018-10-14,Mouras,4.0,1
25524,[99],552678,en,Lucha VaVoom: Inside America’s Most Outrageous Show,1.877,2018-10-16,Lucha VaVoom: Inside America’s Most Outrageous Show,1.0,2
25525,[53],554633,en,Spiral,1.874,2018-10-16,Spiral,7.0,1
25526,[99],551801,en,The Family Business: Trump and Taxes,1.872,2018-10-07,The Family Business: Trump and Taxes,8.3,3
25527,"[53, 27]",494113,no,Infisert,1.872,2018-12-31,Infected,7.9,4
25528,"[10770, 18, 35]",550096,en,The Truth About Christmas,1.872,2018-11-25,The Truth About Christmas,5.8,4
25529,"[16, 35]",510738,en,Bird Karma,1.87,2018-02-24,Bird Karma,7.3,2
25530,[27],553686,en,Th'dread Rattlin',1.869,2018-10-31,Th'dread Rattlin',10.0,1
25531,"[35, 16, 10770]",554115,en,"Harvey Birdman, Attorney General",1.869,2018-10-15,"Harvey Birdman, Attorney General",8.0,1
25532,"[18, 53]",549110,en,The Breeding,1.869,2018-09-07,The Breeding,5.0,1
25533,[99],491592,en,Time Trial,1.865,2018-03-10,Time Trial,7.3,4
25534,"[10749, 10770]",564637,en,A Wedding for Christmas,1.862,2018-11-25,A Wedding for Christmas,4.5,2
25535,[99],528393,en,Ballet Now,1.86,2018-06-05,Ballet Now,8.0,1
25536,"[10770, 10751]",552013,en,Christmas Lost and Found,1.86,2018-12-07,Christmas Lost and Found,6.0,1
25537,"[53, 10770]",602707,en,Fear Bay,1.859,2018-05-17,Fear Bay,5.0,1
25538,"[53, 10770]",521224,en,A Dangerous Date,1.858,2018-04-14,A Dangerous Date,3.0,1
25539,[27],557920,en,Elves,1.856,2018-11-19,Elves,4.0,1
25540,"[10770, 53]",566792,en,Baby Obsession,1.854,2018-10-01,Baby Obsession,4.5,1
25541,"[53, 878, 18]",495507,en,Twisted Pair,1.853,2018-10-03,Twisted Pair,6.0,2
25542,"[27, 28]",532153,en,Amazon Hot Box,1.853,2018-06-15,Amazon Hot Box,4.5,2
25543,"[27, 53]",525079,en,The Knock,1.852,2018-05-18,The Knock,8.0,1
25544,[53],547965,en,Smoke Screen,1.85,2018-06-12,Smoke Screen,10.0,1
25545,"[99, 27]",457775,en,The Devil and Father Amorth,1.85,2018-04-20,The Devil and Father Amorth,5.3,40
25546,[99],557658,en,The Gilligan Manifesto,1.85,2018-11-16,The Gilligan Manifesto,4.0,1
25547,"[53, 878]",462920,en,Perfect,1.849,2018-03-11,Perfect,3.5,2
25548,"[14, 28, 12, 18]",496708,en,Babes with Blades,1.849,2018-01-02,Babes with Blades,2.5,2
25549,"[18, 10751]",539142,pa,Khido Khundi,1.848,2018-04-20,Khido Khundi,7.0,1
25550,[53],557294,en,Zombie at 17,1.848,2018-10-27,Zombie at 17,6.0,1
25551,"[99, 10402]",529103,en,Horses: Patti Smith and Her Band,1.848,2018-04-23,Horses: Patti Smith and Her Band,5.5,2
25552,"[12, 10751]",501791,en,Monsters at Large,1.846,2018-03-01,Monsters at Large,1.0,1
25553,[99],520364,en,Blue Note Records: Beyond the Notes,1.844,2018-04-23,Blue Note Records: Beyond the Notes,8.0,1
25554,[28],555853,en,The Punished,1.842,2018-10-23,The Punished,10.0,1
25555,"[99, 10402]",541622,en,Have It All - The Movie,1.842,2018-08-07,Have It All - The Movie,9.0,1
25556,[37],540977,en,A Reckoning,1.842,2018-08-07,A Reckoning,5.0,1
25557,[28],539721,en,Project E.1337: ALPHA,1.839,2018-01-06,Project E.1337: ALPHA,5.5,2
25558,[10749],566389,en,A Stone Cold Christmas,1.838,2018-11-19,A Stone Cold Christmas,6.0,1
25559,[],552799,en,The Girl in the Bathtub,1.837,2018-10-07,The Girl in the Bathtub,5.5,2
25560,[28],566114,en,Bad Company,1.836,2018-08-14,Bad Company,10.0,1
25561,"[35, 18]",557615,en,Delenda,1.836,2018-04-19,Delenda,10.0,1
25562,[27],543917,en,Bloodline,1.836,2018-09-22,Bloodline,6.0,1
25563,"[35, 18, 27]",505236,en,Hens Night,1.835,2018-02-14,Hens Night,3.5,2
25564,[18],500353,en,French Kisses,1.833,2018-01-19,French Kisses,8.0,1
25565,[],458203,en,Apocalypsis,1.833,2018-03-17,Apocalypsis,7.5,3
25566,"[35, 18]",490008,en,White Rabbit,1.833,2018-01-18,White Rabbit,7.0,3
25567,[53],548460,en,The Wrong Friend,1.833,2018-09-14,The Wrong Friend,6.0,1
25568,[],549938,te,Ee Maaya Peremito,1.832,2018-09-21,Ee Maaya Peremito,7.5,2
25569,"[16, 80]",437220,zh,大世界,1.832,2018-02-02,Have a Nice Day,5.0,13
25570,[],518378,en,Bar Wrestling 9: February Stars,1.831,2018-02-22,Bar Wrestling 9: February Stars,5.0,1
25571,"[14, 878]",501622,en,Galaxy Lords,1.831,2018-02-24,Galaxy Lords,3.0,1
25572,[18],567685,en,Shiner,1.83,2018-10-01,Shiner,10.0,1
25573,[99],509914,en,No Greater Law,1.83,2018-04-19,No Greater Law,8.0,2
25574,"[18, 878]",541883,en,A. I. Tales,1.83,2018-07-13,A. I. Tales,4.0,1
25575,[99],489995,en,306 Hollywood,1.827,2018-01-18,306 Hollywood,6.5,2
25576,[],518385,en,Bar Wrestling 11: April O'Neil,1.826,2018-04-12,Bar Wrestling 11: April O'Neil,8.0,1
25577,"[35, 27]",440559,en,Housesitters,1.823,2018-04-28,Housesitters,6.0,2
25578,"[16, 10751]",561606,en,Pondemonium 3,1.822,2018-11-13,Pondemonium 3,10.0,1
25579,"[18, 53]",526027,en,Devil's Path,1.819,2018-06-08,Devil's Path,8.0,1
25580,"[18, 35]",505522,en,The Bad Guys,1.816,2018-02-16,The Bad Guys,6.0,1
25581,"[27, 9648, 53]",477577,en,3,1.816,2018-08-07,3,6.0,2
25582,[],608444,en,End Trip,1.816,2018-06-09,End Trip,4.0,1
25583,"[99, 10770]",532492,en,This Is A.I.,1.814,2018-06-21,This Is A.I.,6.0,1
25584,"[878, 53]",529446,en,Bodysnatch,1.813,2018-06-12,Bodysnatch,4.0,1
25585,"[27, 9648, 878, 53]",592660,en,Red Island,1.812,2018-12-01,Red Island,4.0,2
25586,"[35, 14]",578200,en,Gleahan and the Knaves of Industry,1.81,2018-05-31,Gleahan and the Knaves of Industry,10.0,1
25587,[18],459938,en,Beauty Mark,1.81,2017-06-17,Beauty Mark,7.8,4
25588,[28],536163,en,Ace Walker,1.808,2018-03-18,Ace Walker,10.0,2
25589,[35],535645,en,"Henry Rollins: Keep Talking, Pal.",1.807,2018-08-10,"Henry Rollins: Keep Talking, Pal.",7.3,3
25590,[],543016,en,The Boarder,1.807,2018-06-30,The Boarder,5.0,2
25591,[35],565012,en,Dad & Step-Dad,1.806,2018-10-04,Dad & Step-Dad,10.0,1
25592,[99],550275,en,We Became Fragments,1.806,2018-05-04,We Became Fragments,10.0,1
25593,[99],520369,en,It's a Hard Truth Ain't It,1.804,2018-04-25,It's a Hard Truth Ain't It,7.5,2
25594,[35],550040,en,Monster Challenge,1.804,2018-09-21,Monster Challenge,7.0,1
25595,"[99, 10402]",502609,en,Above & Beyond: Giving Up the Day Job,1.803,2018-02-02,Above & Beyond: Giving Up the Day Job,10.0,1
25596,"[99, 10402]",516546,en,Steven Tyler: Out on a Limb,1.802,2018-05-10,Steven Tyler: Out on a Limb,8.0,1
25597,[99],511548,en,Momentum Generation,1.801,2018-04-21,Momentum Generation,6.7,6
25598,"[80, 18, 53]",549429,en,Lost Fare,1.801,2018-04-20,Lost Fare,6.0,2
25599,[18],558205,en,Jane,1.8,2018-10-21,Jane,6.0,1
25600,[],528732,en,SheChotic,1.8,2018-01-01,SheChotic,2.0,2
25601,"[35, 18, 10751]",508834,en,Trek: The Movie,1.8,2018-04-06,Trek: The Movie,2.0,2
25602,[99],514248,en,My Country No More,1.799,2018-02-23,My Country No More,7.0,1
25603,[27],533137,en,Armenian Haunting,1.798,2018-04-24,Armenian Haunting,7.5,2
25604,"[27, 35]",549077,en,Better Off Zed,1.798,2018-09-04,Better Off Zed,7.0,1
25605,[],547602,en,BattleScar,1.797,2018-01-19,BattleScar,10.0,1
25606,[99],551547,en,Student Athlete,1.797,2018-10-02,Student Athlete,6.0,1
25607,[99],565846,en,Straight Up: Kentucky Bourbon,1.795,2018-01-01,Straight Up: Kentucky Bourbon,6.0,1
25608,[10770],550656,en,A Christmas Arrangement,1.795,2018-11-21,A Christmas Arrangement,4.5,5
25609,"[99, 10402]",532344,en,Records Collecting Dust II,1.794,2018-08-19,Records Collecting Dust II,5.0,1
25610,[99],551455,en,Queen of the World,1.793,2018-10-01,Queen of the World,8.0,1
25611,[35],550765,en,Squirrel,1.791,2018-09-23,Squirrel,8.0,1
25612,"[28, 18]",518375,en,Bar Wrestling 8: Happily Ever After,1.791,2018-01-18,Bar Wrestling 8: Happily Ever After,7.0,1
25613,[],500693,en,Man on Fire,1.79,2018-01-24,Man on Fire,8.0,1
25614,[99],529161,en,Lenny,1.788,2018-01-23,Lenny,2.0,2
25615,[18],548638,it,Cronofobia,1.786,2018-10-02,Cronofobia,8.0,1
25616,[],522732,en,Feast of the Epiphany,1.786,2018-06-28,Feast of the Epiphany,4.0,1
25617,[53],503017,en,The Dunes,1.785,2018-06-04,The Dunes,3.0,1
25618,[27],455304,en,Sleep No More,1.78,2018-08-20,Sleep No More,4.2,9
25619,[878],516570,en,Hyperlight,1.773,2018-04-03,Hyperlight,5.2,6
25620,[99],497794,en,Becoming Jessica Nigri,1.772,2018-01-26,Becoming Jessica Nigri,8.0,1
25621,"[18, 53]",558308,en,I Before Thee,1.771,2018-04-07,I Before Thee,10.0,1
25622,[16],513152,de,Carlotta's Face,1.771,2018-04-07,Carlotta's Face,6.0,1
25623,"[14, 27]",524925,en,Let's Be Friends,1.768,2018-04-27,Let's Be Friends,8.0,1
25624,[18],470511,en,Mountain Rest,1.767,2018-05-12,Mountain Rest,6.0,1
25625,"[18, 53]",552853,el,Apotheosis,1.767,2018-06-05,Apotheosis,5.0,1
25626,[27],536235,en,Terra,1.767,2018-04-24,Terra,5.0,1
25627,[],558612,en,Proxy Kill,1.761,2018-03-27,Proxy Kill,10.0,1
25628,[],560318,en,My Monster,1.761,2018-03-01,My Monster,5.0,1
25629,[10402],513575,en,The Kids Are Alright,1.758,2018-03-23,The Kids Are Alright,9.0,1
25630,[18],536059,en,Angel of Anywhere,1.758,2018-01-06,Angel of Anywhere,5.0,1
25631,[16],559445,en,My Moon,1.756,2018-02-03,My Moon,9.0,1
25632,"[10749, 10770]",550033,en,A Gingerbread Romance,1.742,2018-12-16,A Gingerbread Romance,5.3,3
25633,[35],553580,es,Bocadillo,1.742,2018-10-12,Bocadillo,2.4,7
25634,"[53, 18]",426258,en,The Strange Ones,1.74,2018-01-05,The Strange Ones,5.8,39
25635,[16],539935,en,Crow: The Legend,1.734,2018-04-19,Crow: The Legend,6.5,4
25636,"[35, 18]",543628,zh,快把我哥带走,1.731,2018-08-24,Go Brother!,7.5,4
25637,"[10751, 10770]",559709,en,Rent-an-Elf,1.727,2018-12-08,Rent-an-Elf,3.5,2
25638,"[99, 10402]",551752,en,Teddy Pendergrass: If You Don't Know Me,1.723,2018-10-26,Teddy Pendergrass: If You Don't Know Me,8.0,3
25639,"[16, 27, 14, 12]",535370,ko,신비아파트: 금빛 도깨비와 비밀의 동굴,1.723,2018-08-31,The Haunted House: The Secret of the Cave,8.0,1
25640,[35],463743,de,Flitzer,1.719,2018-07-03,Streaker,6.7,3
25641,[27],512701,en,Ghost of Camp Blood,1.716,2018-02-27,Ghost of Camp Blood,4.0,4
25642,[99],502132,en,People's Republic of Desire,1.712,2018-11-30,People's Republic of Desire,6.8,2
25643,"[9648, 10770]",529369,en,Hailey Dean Mystery: A Marriage Made for Murder,1.708,2018-06-10,Hailey Dean Mystery: A Marriage Made for Murder,5.8,4
25644,"[28, 12]",512982,en,Mr. Rogers: A War Hero,1.707,2018-03-20,Mr. Rogers: A War Hero,4.0,1
25645,"[10770, 10749, 10751]",550034,en,Entertaining Christmas,1.701,2018-12-15,Entertaining Christmas,6.7,3
25646,[53],527838,en,He Loved Them All,1.694,2018-05-20,He Loved Them All,4.3,3
25647,"[10749, 35, 18]",449848,en,The Boy Downstairs,1.687,2018-02-16,The Boy Downstairs,5.6,18
25648,"[878, 53]",537723,en,Instant,1.683,2018-07-19,Instant,7.0,2
25649,[53],544876,en,Her Worst Nightmare,1.683,2018-08-26,Her Worst Nightmare,5.5,4
25650,[],505033,en,Great Light,1.681,2018-04-12,Great Light,8.0,1
25651,"[10749, 18, 10770]",565274,en,Christmas on Holly Lane,1.681,2018-11-16,Christmas on Holly Lane,6.0,2
25652,[18],551430,en,Incel,1.68,2019-03-09,Incel,0.0,1
