title,studio,domestic_gross,foreign_gross,year
The Mystery of Happiness,Strand,8500.0,3200000,2014
Rosewater,ORF,3100000.0,,2014
Obvious Child,A24,3100000.0,,2014
The German Doctor,Gold.,418000.0,2600000,2014
Citizenfour,RTWC,2800000.0,202000,2014
A Coffee in Berlin,MBox,150000.0,2600000,2014
The Good Lie,WB,2700000.0,,2014
The Raid 2,SPC,2600000.0,,2014
Living is Easy with Eyes Closed,Outs,11600.0,2600000,2014
A Five Star Life,MBox,307000.0,2200000,2014
Kick,UTV,2500000.0,,2014
Kill the Messenger,Focus,2500000.0,,2014
The Homesman,Saban,2400000.0,,2014
Blood Ties (2014),RAtt.,42500.0,2400000,2014
The Guest (2014),PH,333000.0,2000000,2014
Life of Riley,KL,11600.0,2300000,2014
Ode to My Father,CJ,2300000.0,,2014
Love is Strange,SPC,2300000.0,,2014
Marius,KL,9800.0,2200000,2014
"Men, Women & Children",Par.,706000.0,1500000,2014
2 States,UTV,2200000.0,,2014
Nymphomaniac: Volume II,Magn.,327000.0,1900000,2014
Le Week-End,MBox,2200000.0,,2014
Gloria (2014),RAtt.,2100000.0,,2014
"20,000 Days on Earth",Drft.,280000.0,1800000,2014
Only Lovers Left Alive,SPC,1900000.0,,2014
Tusk,A24,1800000.0,,2014
Awake: The Life of Yogananda,CF&SR,1500000.0,,2014
Fed Up,RTWC,1500000.0,,2014
Finding Vivian Maier,IFC,1500000.0,,2014
Make Your Move,HTR,125000.0,1300000,2014
Bright Days Ahead,Trib.,21800.0,1400000,2014
Locke,A24,1400000.0,,2014
Force Majeure,Magn.,1400000.0,,2014
Postman Pat: The Movie,Shout!,1500.0,1300000,2014
Just a Sigh,Distrib.,75500.0,1200000,2014
Jai Ho,Eros,1300000.0,,2014
For a Woman,FM,32299.0,1200000,2014
Singham Returns,Eros,1200000.0,,2014
Why Don't You Play in Hell,Drft.,28500.0,1200000,2014
The Remaining,Triu,1200000.0,,2014
The Way He Looks,Strand,101000.0,1100000,2014
Ilo Ilo,FM,56800.0,1100000,2014
Hector And The Search For Happiness,Rela.,1100000.0,,2014
Leviathan (2014),SPC,1100000.0,,2014
The Captive,A24,1100000.0,,2014
Laggies,A24,1100000.0,,2014
Jackpot,DR,800.0,1100000,2014
Lila Lila,Crnth,,1100000,2014
Haider,UTV,1000000.0,,2014
Third Person,SPC,1000000.0,,2014
Borgman,Drft.,57500.0,952000,2014
The Disappearance of Eleanor Rigby,Wein.,588000.0,397000,2014
Shaadi Ke Side Effects,Eros,921000.0,,2014
Song of the Sea,GK,858000.0,,2014
Kochadaiiyaan,Eros,817000.0,,2014
Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,3300.0,797000,2014
The Zero Theorem,Ampl.,258000.0,513000,2014
Palo Alto,Trib.,768000.0,,2014
Ek Villain,Eros,731000.0,,2014
Khoobsurat,UTV,711000.0,,2014
Holiday (2014),Relbig.,707000.0,,2014
Hasee Toh Phasee,Relbig.,646000.0,,2014
Frank,Magn.,645000.0,,2014
Mary Kom,Eros,621000.0,,2014
The Signal (2014),Focus,601000.0,,2014
Back in Time (Congcong Nanian),CL,569000.0,,2014
Highway (2014),UTV,529000.0,,2014
Dom Hemingway,FoxS,524000.0,,2014
The One I Love,RTWC,513000.0,,2014
Archipelago,KL,7800.0,492000,2014
A Girl Walks Home Alone at Night,KL,492000.0,,2014
The Congress,Drft.,138000.0,318000,2014
In Secret,RAtt.,444000.0,,2014
Bjork - Biophilia Live,CP,128000.0,306000,2014
But Always (Yi Sheng Yi Shi),CL,431000.0,,2014
Beijing Love Story,CL,428000.0,,2014
Goodbye to Language,KL,390000.0,,2014
Humpty Sharma Ki Dulhania,Relbig.,380000.0,,2014
Women Who Flirt (Sajiao Nvren),CL,375000.0,,2014
Joe (2014),RAtt.,373000.0,,2014
Omar,AF,356000.0,,2014
The Face of Love,IFC,350000.0,,2014
Jimi: All Is By My Side,XL,341000.0,,2014
I Origins,FoxS,336000.0,,2014
The Last Sentence,MBox,62500.0,265000,2014
On My Way,Cohen,317000.0,,2014
Happy Ending,Eros,314000.0,,2014
I Am Eleven,Proud,310000.0,,2014
7 Boxes,BGP,38100.0,267000,2014
The Dance of Reality,Abk.,294000.0,,2014
Elsa & Fred (2014),MNE,286000.0,,2014
Main Tera Hero,Eros,275000.0,,2014
Night Moves,Cdgm.,272000.0,,2014
Love on the Cloud (Wei Ai),CL,272000.0,,2014
Life of Crime,RAtt.,265000.0,,2014
The Green Prince,MBox,258000.0,,2014
Action Jackson (2014),Eros,257000.0,,2014
The Blue Room,IFC,255000.0,,2014
Tazza: The Hidden Card,CJ,252000.0,,2014
James Cameron's Deepsea Challenge 3D,DLA,236000.0,,2014
Gabrielle (2014),EOne,5500.0,222000,2014
The Breakup Guru,CL,209000.0,,2014
Bethlehem,AF,202000.0,,2014
The Double (2014),Magn.,200000.0,,2014
Listen Up Philip,Trib.,200000.0,,2014
We Are The Best!,Magn.,181000.0,,2014
That Demon Within,CL,172000.0,,2014
God's Pocket,IFC,170000.0,,2014
Unrelated,KL,4500.0,154000,2014
The Polar Express (2014 re-issue),WB,139000.0,,2014
May in the Summer,Cohen,22000.0,112000,2014
The Jewish Cardinal,FM,134000.0,,2014
Zero Motivation,Zeit.,116000.0,,2014
Life's a Breeze,Magn.,3500.0,99700,2014
The Golden Era,CL,103000.0,,2014
God Help the Girl,Ampl.,103000.0,,2014
The Best Offer,IFC,100000.0,,2014
Child's Pose,Zeit.,97200.0,,2014
Cuban Fury,EOne,92400.0,,2014
Girl on a Bicycle,Mont.,91400.0,,2014
Breathe In,Cohen,89700.0,,2014
Life After Beth,A24,88300.0,,2014
Advanced Style,B360,87900.0,,2014
Better Living Through Chemistry,Gold.,75100.0,,2014
For No Good Reason,SPC,67400.0,,2014
The Notebook (2014),SPC,66600.0,,2014
Heropanti,UTV,63600.0,,2014
No Tears for the Dead,CJ,63100.0,,2014
Young and Beautiful,IFC,61100.0,,2014
Siddharth,Zeit.,60500.0,,2014
Walk of Shame,FCW,59200.0,,2014
The Conformist (2014 re-release),KL,58700.0,,2014
Rudderless,Gold.,58300.0,,2014
The Rocket (2014),KL,56800.0,,2014
In Bloom,BWP,56100.0,,2014
Starred Up,Trib.,54900.0,,2014
Half of a Yellow Sun,Mont.,54500.0,,2014
Hateship Loveship,IFC,54000.0,,2014
"1,000 Times Good Night",FM,53900.0,,2014
The Missing Picture,Strand,52200.0,,2014
Decoding Annie Parker,EOne,48400.0,,2014
Alphaville (2013 re-release),Rialto,47700.0,,2014
Return to The Hiding Place,SEA,45400.0,,2014
Policeman,Crnth,11300.0,27000,2014
White Bird in a Blizzard,Magn.,33800.0,,2014
The Hero of Color City,Magn.,32200.0,,2014
Bird People,IFC,32100.0,,2014
Closed Curtain,Vari.,28100.0,,2014
Lilting,Strand,27100.0,,2014
Adult World,IFC,25400.0,,2014
A Tale of Winter (Conte d'hiver),BWP,23300.0,,2014
The Decent One,KL,21300.0,,2014
Guardian Angel,RME,19500.0,,2014
Tasting Menu,Magn.,18700.0,,2014
Two Night Stand,EOne,18600.0,,2014
Burning Bush,KL,16700.0,,2014
Horses of God,KL,14800.0,,2014
13 Sins,RTWC,13800.0,,2014
Camp X-Ray,IFC,13300.0,,2014
Special ID,WGUSA,12700.0,,2014
Wolves,KE,12100.0,,2014
Falcon Rising,Free,11800.0,,2014
You're Not You,EOne,11500.0,,2014
The Amazing Catfish,Strand,11300.0,,2014
Stray Dogs,CGld,10400.0,,2014
Canopy,Mont.,8500.0,,2014
Love is in the Air,FCW,8400.0,,2014
Empty Hours,Strand,8200.0,,2014
Rigor Mortis,WGUSA,7900.0,,2014
The Little Bedroom,CLS,7400.0,,2014
Plot for Peace,,7100.0,,2014
Very Good Girls,WGUSA,6900.0,,2014
Pioneer,Magn.,6900.0,,2014
Life of a King,MNE,6500.0,,2014
The Strange Little Cat,KS,5900.0,,2014
"2 Autumns, 3 Winters",FM,5800.0,,2014
The Devil's Hand,RAtt.,5700.0,,2014
Anna,VE,4300.0,,2014
Open Windows,Cdgm.,1800.0,,2014
Mr. Pip,Free,1700.0,,2014
Star Wars: The Force Awakens,BV,936700000.0,"1,131.6",2015
Jurassic World,Uni.,652300000.0,"1,019.4",2015
Furious 7,Uni.,353000000.0,"1,163.0",2015
Avengers: Age of Ultron,BV,459000000.0,946400000,2015
Minions,Uni.,336000000.0,823400000,2015
Spectre,Sony,200100000.0,680600000,2015
Inside Out,BV,356500000.0,501100000,2015
Mission: Impossible - Rogue Nation,Par.,195000000.0,487700000,2015
The Hunger Games: Mockingjay - Part 2,LGF,281700000.0,371700000,2015
The Martian,Fox,228400000.0,401700000,2015
Fifty Shades of Grey,Uni.,166200000.0,404800000,2015
Cinderella (2015),BV,201200000.0,342400000,2015
The Revenant,Fox,183600000.0,349300000,2015
Ant-Man,BV,180200000.0,339100000,2015
Hotel Transylvania 2,Sony,169700000.0,305100000,2015
San Andreas,WB (NL),155200000.0,318800000,2015
Terminator: Genisys,Par.,89800000.0,350800000,2015
Kingsman: The Secret Service,Fox,128300000.0,286100000,2015
Home (2015),Fox,177400000.0,208600000,2015
Mad Max: Fury Road,WB,153600000.0,224800000,2015
The Good Dinosaur,BV,123100000.0,209100000,2015
Taken 3,Fox,89300000.0,237200000,2015
The SpongeBob Movie: Sponge Out of Water,Par.,163000000.0,162200000,2015
Maze Runner: The Scorch Trials,Fox,81700000.0,230600000,2015
The Divergent Series: Insurgent,LG/S,130199999.0,167100000,2015
Pitch Perfect 2,Uni.,184300000.0,103200000,2015
Paddington,W/Dim.,76300000.0,191800000,2015
Mojin: The Lost Legend,WGUSA,1200000.0,258100000,2015
Lost in Hong Kong,WGUSA,1300000.0,255000000,2015
The Peanuts Movie,Fox,130199999.0,116100000,2015
Pixels,Sony,78700000.0,166100000,2015
Daddy's Home,Par.,150400000.0,92400000,2015
Spy,Fox,110800000.0,124800000,2015
Alvin and the Chipmunks: The Road Chip,Fox,85900000.0,148900000,2015
Goodbye Mr. Loser,CL,1300000.0,226800000,2015
Ted 2,Uni.,81500000.0,135200000,2015
Tomorrowland,BV,93400000.0,115700000,2015
Everest (2015),Uni.,43500000.0,159900000,2015
Straight Outta Compton,Uni.,161200000.0,40400000,2015
The Intern,WB,75800000.0,118800000,2015
Jupiter Ascending,WB,47400000.0,136600000,2015
Creed,WB (NL),109800000.0,63800000,2015
Fantastic Four,Fox,56100000.0,111900000,2015
Bridge of Spies,BV,72300000.0,93200000,2015
Focus (2015),WB,53900000.0,105200000,2015
The Hateful Eight,Wein.,54100000.0,101600000,2015
Goosebumps,Sony,80100000.0,70100000,2015
The Last Witch Hunter,LG/S,27400000.0,119600000,2015
The Taking of Tiger Mountain,WGUSA,229000.0,141400000,2015
Trainwreck,Uni.,110200000.0,30600000,2015
Mr. Six,CL,1400000.0,137800000,2015
Point Break (2015),WB,28800000.0,104900000,2015
The Big Short,Par.,70300000.0,63200000,2015
Pan,WB,35100000.0,93300000,2015
Wolf Totem,Sony,211000.0,125600000,2015
Magic Mike XXL,WB,66000000.0,56500000,2015
Dragon Blade,LGP,74100.0,121500000,2015
Seventh Son,Uni.,17200000.0,97000000,2015
Insidious Chapter 3,Focus,52200000.0,60800000,2015
Get Hard,WB,90400000.0,21400000,2015
The Man From U.N.C.L.E.,WB,45400000.0,64400000,2015
Paul Blart: Mall Cop 2,Sony,71000000.0,36600000,2015
Shaun the Sheep Movie,LGF,19400000.0,86800000,2015
Sisters,Uni.,87000000.0,18000000,2015
Vacation,WB (NL),58900000.0,46000000,2015
Chappie,Sony,31600000.0,70500000,2015
Joy,Fox,56500000.0,44700000,2015
Black Mass,WB,62600000.0,37200000,2015
Devil and Angel (E Gun Tian Shi),CL,131000.0,98500000,2015
The Visit,Uni.,65200000.0,33200000,2015
Spotlight,ORF,45100000.0,53200000,2015
Poltergeist (2015),Fox,47400000.0,48000000,2015
In the Heart of the Sea,WB,25000000.0,68900000,2015
Southpaw,Wein.,52400000.0,39500000,2015
The Second Best Exotic Marigold Hotel,FoxS,33100000.0,52900000,2015
Paper Towns,Fox,32000000.0,53500000,2015
Sicario,LGF,46900000.0,38000000,2015
Hitman: Agent 47,Fox,22500000.0,59900000,2015
The Wedding Ringer,SGem,64500000.0,15300000,2015
Paranormal Activity: The Ghost Dimension,Par.,18300000.0,60600000,2015
Crimson Peak,Uni.,31100000.0,43600000,2015
The Transporter Refueled,EC,16000000.0,56600000,2015
Run All Night,WB,26500000.0,45200000,2015
War Room,TriS,67800000.0,,2015
The Age of Adaline,LGF,42600000.0,23000000,2015
The Danish Girl,Focus,11100000.0,53100000,2015
Unfriended,Uni.,32500000.0,31600000,2015
The Longest Ride,Fox,37400000.0,25500000,2015
Brooklyn,FoxS,38300000.0,23800000,2015
Dragon Ball Z: Resurrection 'F',FUN,8000000.0,53800000,2015
Woman in Gold,Wein.,33299999.0,28300000,2015
Krampus,Uni.,42700000.0,18800000,2015
The Walk,TriS,10100000.0,51000000,2015
The Perfect Guy,SGem,57000000.0,3200000,2015
The Gift (2015),STX,43800000.0,15200000,2015
No Escape,Wein.,27300000.0,27100000,2015
Sinister 2,Focus,27700000.0,25100000,2015
Prem Ratan Dhan Payo,FIP,4400000.0,48200000,2015
The Boy Next Door,Uni.,35400000.0,17000000,2015
The Night Before,Sony,43000000.0,9300000,2015
Hot Pursuit,WB (NL),34600000.0,17100000,2015
The 100-Year Old Man Who Climbed Out the Window and Disappeared,MBox,944000.0,50200000,2015
The Himalayas,CJ,697000.0,49800000,2015
Surprise - Journey To The West,AR,,49600000,2015
Entourage,WB,32400000.0,16900000,2015
The Woman in Black 2: Angel of Death,Rela.,26500000.0,22400000,2015
Concussion (2015),Sony,34500000.0,14100000,2015
Mortdecai,LGF,7700000.0,39600000,2015
Coming Home (2015),SPC,378000.0,46400000,2015
"McFarland, USA",BV,44500000.0,1200000,2015
Max (2015),WB,42700000.0,1300000,2015
Still Alice,SPC,18800000.0,25100000,2015
The DUFF,LGF,34000000.0,9500000,2015
Legend,Uni.,1900000.0,41100000,2015
The Gallows,WB (NL),22800000.0,20200000,2015
Love the Coopers,LGF,26300000.0,16100000,2015
The Lady in the Van,SPC,10000000.0,31400000,2015
Ricki and the Flash,TriS,26800000.0,14500000,2015
Carol,Wein.,12700000.0,27600000,2015
The Lazarus Effect,Rela.,25800000.0,12600000,2015
The Water Diviner,WB,4200000.0,34000000,2015
A Walk in the Woods,BG,29500000.0,8000000,2015
Ex Machina,A24,25400000.0,11400000,2015
Burnt,Wein.,13700000.0,23000000,2015
Room,A24,14700000.0,20700000,2015
The Secret in their Eyes (2015),STX,20200000.0,14700000,2015
Steve Jobs,Uni.,17800000.0,16700000,2015
Victor Frankenstein,Fox,5800000.0,28500000,2015
Project Almanac,Par.,22300000.0,10900000,2015
Self/Less,Focus,12300000.0,18200000,2015
Far from the Madding Crowd,FoxS,12200000.0,18000000,2015
Mr. Holmes,RAtt.,17700000.0,11600000,2015
Love & Mercy,RAtt.,12600000.0,16100000,2015
Irrational Man,SPC,4000000.0,23400000,2015
American Ultra,LGF,14400000.0,12700000,2015
Wild Tales,SPC,3100000.0,23900000,2015
Aloha,Sony,21100000.0,5200000,2015
"Love, Rosie",TFA,20400.0,25600000,2015
The 33,WB,12200000.0,12700000,2015
Capture the Flag,Par.,6700.0,24600000,2015
The Gunman,ORF,10700000.0,13500000,2015
Go Away Mr. Tumor,CL,287000.0,21500000,2015
Black or White,Rela.,21600000.0,,2015
Blackhat,Uni.,8000000.0,11600000,2015
Dope,ORF,17500000.0,480000,2015
Brothers: Blood Against Blood,FIP,614000.0,17200000,2015
While We're Young,A24,7600000.0,9700000,2015
Monkey Kingdom,BV,16399999.0,711000,2015
Macbeth (2015),Wein.,1100000.0,15200000,2015
Scouts Guide to the Zombie Apocalypse,Par.,3700000.0,12400000,2015
Suffragette,Focus,4700000.0,11300000,2015
It Follows,RTWC,14700000.0,,2015
Unfinished Business,Fox,10200000.0,4200000,2015
Do You Believe?,PFR,13000000.0,1400000,2015
Woodlawn,PFR,14400000.0,,2015
Strange Magic,BV,12400000.0,1200000,2015
Hot Tub Time Machine 2,Par.,12300000.0,767000,2015
Child 44,LG/S,1200000.0,11700000,2015
We Are Your Friends,WB,3600000.0,7500000,2015
Danny Collins,BST,5600000.0,5200000,2015
Kung Fu Killer,WGUSA,130000.0,10000000,2015
A Little Chaos,FCW,558000.0,9500000,2015
The Loft,ORF,6000000.0,4099999,2015
The Young & Prodigious T.S. Spivet,Wein.,174000.0,9300000,2015
Shanghai,Wein.,46400.0,9200000,2015
Un Gallo con Muchos Huevos,LGF,9100000.0,,2015
Me and Earl and the Dying Girl,FoxS,6800000.0,2300000,2015
Amy,A24,8400000.0,,2015
Shaandaar,FIP,522000.0,7800000,2015
Trumbo (2015),BST,7900000.0,378000,2015
Bajrangi Bhaijaan,Eros,8199999.0,,2015
I'll See You In My Dreams,BST,7400000.0,,2015
The Green Inferno,BH Tilt,7200000.0,,2015
Grandma (2015),SPC,7000000.0,107000,2015
Our Brand Is Crisis (2015),WB,7000000.0,,2015
Baahubali: The Beginning,BSC,6700000.0,,2015
Bajirao Mastani,Eros,6600000.0,,2015
Little Boy,ORF,6500000.0,,2015
What We Do in the Shadows,U/P,3500000.0,2800000,2015
Anomalisa,Par.,3800000.0,1900000,2015
Pawn Sacrifice,BST,2400000.0,3100000,2015
Serena,Magn.,176000.0,4900000,2015
Mr. X,FIP,45000.0,5000000,2015
Dilwale,UTV,4900000.0,,2015
Back to the Future Day,UHE,1700000.0,3200000,2015
Trash,FCW,17500.0,4800000,2015
True Story,FoxS,4700000.0,,2015
"Buen Dia, Ramon",FIP,154000.0,4500000,2015
Hamari Adhuri Kahani,FIP,235000.0,4200000,2015
45 Years,IFC,4200000.0,,2015
Escobar: Paradise Lost,RTWC,196000.0,3600000,2015
Spare Parts,LGF,3600000.0,,2015
Learning to Drive,BG,3400000.0,,2015
By the Sea,Uni.,538000.0,2800000,2015
Sleeping with Other People,IFC,819000.0,2400000,2015
Phoenix (2015),IFC,3200000.0,,2015
Jimmy's Hall,SPC,561000.0,2600000,2015
Dil Dhadakne Do,Eros,3100000.0,,2015
Ladrones,LGF,3100000.0,,2015
Remember (Canada Release),EOne,547000.0,2500000,2015
Tanu Weds Manu Returns,Eros,3000000.0,,2015
Rock The Kasbah,ORF,3000000.0,,2015
The End of the Tour,A24,3000000.0,,2015
Captive (2015),Par.,2600000.0,218000,2015
He Named Me Malala,FoxS,2700000.0,97100,2015
Youth,FoxS,2700000.0,,2015
Chi-Raq,RAtt.,2700000.0,,2015
Truth,SPC,2500000.0,,2015
Mistress America,FoxS,2500000.0,,2015
Jem and the Holograms,Uni.,2200000.0,149000,2015
Beloved Sisters,MBox,54000.0,2200000,2015
The Riot Club,IFC,7700.0,2100000,2015
Tamasha,UTV,2100000.0,,2015
Cake,CLF,2000000.0,,2015
Assassination (2015),WGUSA,1900000.0,,2015
Clouds of Sils Maria,IFC,1900000.0,,2015
Testament of Youth,SPC,1800000.0,,2015
Piku,Yash,1800000.0,,2015
The Vatican Tapes,LGF,1800000.0,,2015
Son of Saul,SPC,1800000.0,,2015
Janis: Little Girl Blue,FR,410000.0,1200000,2015
'71,RAtt.,1300000.0,355000,2015
The Diary of a Teenage Girl,SPC,1500000.0,,2015
I (2015),AaF,1400000.0,,2015
Infinitely Polar Bear,SPC,1400000.0,,2015
99 Homes,BG,1400000.0,,2015
Welcome Back,Eros,1400000.0,,2015
The Salt of the Earth,SPC,1300000.0,,2015
Maps to the Stars,FCW,351000.0,988000,2015
Iris (2015),Magn.,1300000.0,,2015
The Wolfpack,Magn.,1300000.0,,2015
Veteran,CJ,1200000.0,,2015
Goodnight Mommy,RTWC,1200000.0,,2015
Black Sea,Focus,1200000.0,,2015
Miss You Already,RAtt.,1200000.0,,2015
Where Hope Grows,RAtt.,1200000.0,,2015
Cartel Land,Orch.,704000.0,422000,2015
Timbuktu,Cohen,1100000.0,,2015
Dior and I,Orch.,1000000.0,,2015
5 Flights Up,FCW,1000000.0,,2015
Big Stone Gap,PH,1000000.0,,2015
Gett: The Trial of Viviane Amsalem,MBox,988000.0,,2015
Boruto: Naruto the Movie,Elev.,920000.0,,2015
Singh is Bling,Eros,919000.0,,2015
ABCD (Any Body Can Dance) 2,UTV,892000.0,,2015
Mustang,Cohen,845000.0,,2015
Labyrinth of Lies,SPC,794000.0,,2015
The D Train,IFC,673000.0,102000,2015
Seymour: An Introduction,IFC,744000.0,,2015
Tangerine,Magn.,702000.0,,2015
Red Army,SPC,695000.0,,2015
The Stanford Prison Experiment,IFC,661000.0,,2015
The Assassin,WGUSA,633000.0,,2015
"Kumiko, The Treasure Hunter",Ampl.,623000.0,,2015
Welcome to Me,Alc,609000.0,,2015
Black Panthers: Vanguard of the Revolution,PBS,517000.0,67200,2015
Detective Byomkesh Bakshy,Yash,579000.0,,2015
Freeheld,LGF,573000.0,,2015
When Marnie Was There,GK,561000.0,,2015
Gabbar is Back,Eros,535000.0,,2015
The Last - Naruto the Movie,Elev.,524000.0,,2015
Peggy Guggenheim Art Addict,SD,498000.0,,2015
Phantom (2015),UTV,490000.0,,2015
Somewhere Only We Know,CL,482000.0,,2015
Let's Get Married,CL,463000.0,,2015
Bombay Velvet,FIP,451000.0,,2015
Attack on Titan: Part 1,FUN,450000.0,,2015
The Third Man (2015 re-release),Rialto,449000.0,,2015
Saint Laurent,SPC,429000.0,,2015
Listen to Me Marlon,SHO,426000.0,,2015
Heart of a Dog,Abr.,421000.0,,2015
The Witness (Wo shi zheng ren),CL,418000.0,,2015
Unbranded,Grav.,410000.0,,2015
The Second Mother,Osci.,377000.0,,2015
Kahlil Gibran's The Prophet (Gathr),Gathr,370000.0,,2015
Katti Batti,UTV,365000.0,,2015
Kahlil Gibran's The Prophet,GK,355000.0,,2015
Effie Gray,AF,353000.0,,2015
Noble,Asp.,347000.0,,2015
Northern Limit Line,WGUSA,338000.0,,2015
Shamitabh,Eros,325000.0,,2015
Jafar Panahi's Taxi,KL,322000.0,,2015
Good Kill,IFC,316000.0,,2015
Running Man (2015),CL,311000.0,,2015
Attack on Titan: Part 2,FUN,306000.0,,2015
Theeb,FM,283000.0,,2015
White God,Magn.,282000.0,,2015
A Borrowed Identity,Strand,282000.0,,2015
In the Name of my Daughter,Cohen,278000.0,,2015
Hitchcock/Truffaut,Cohen,260000.0,,2015
Love (2015),Alc,249000.0,,2015
Tevar,Eros,236000.0,,2015
20 Once Again,CJ,235000.0,,2015
Slow West,A24,229000.0,,2015
A Royal Night Out,ADC,228000.0,,2015
A Pigeon Sat on a Branch Reflecting on Existence,Magn.,223000.0,,2015
Pyaar Ka Punchnama 2,Rel.,223000.0,,2015
Fall in Love Like a Star,CL,213000.0,,2015
Dark Places,A24,209000.0,,2015
Heneral Luna,Abr.,206000.0,,2015
Gemma Bovery,MBox,192000.0,,2015
The Connection,Drft.,191000.0,,2015
Love and Lost (Shi Gu),CL,189000.0,,2015
Stonewall (2015),RAtt.,188000.0,,2015
Maggie,RAtt.,187000.0,,2015
Detective K: Secret of the Lost Island,CJ,185000.0,,2015
The Priests,CJ,185000.0,,2015
The Farewell Party,Gold.,173000.0,,2015
A Brilliant Young Mind,Gold.,172000.0,,2015
Time Out of Mind,IFC,167000.0,,2015
Snow Girl and the Dark Crystal,WGUSA,165000.0,,2015
C'Est Si Bon,CJ,164000.0,,2015
The Last Women Standing,CL,163000.0,,2015
5 to 7,IFC,163000.0,,2015
After The Ball,Free,162000.0,,2015
Human Capital,FM,159000.0,,2015
Experimenter,Magn.,156000.0,,2015
Desert Dancer,Rela.,155000.0,,2015
Samba,BG,152000.0,,2015
The Tribe,Drft.,151000.0,,2015
Forever Young (2015),CL,150000.0,,2015
The New Girlfriend,Cohen,147000.0,,2015
Tangerines,Gold.,145000.0,,2015
Manglehorn,IFC,143000.0,,2015
Ingrid Bergman: In Her Own Words,Rialto,138000.0,,2015
Twenty (2015),CJ,136000.0,,2015
La Sapienza,KL,135000.0,,2015
Mississippi Grind,A24,131000.0,,2015
A Journey Through Time with Anthony,CL,127000.0,,2015
Boulevard,SM,126000.0,,2015
Z for Zachariah,RAtt.,121000.0,,2015
Do I Sound Gay?,IFC,119000.0,,2015
Love Live! The School Idol Movie,AZ,116000.0,,2015
She's Funny That Way,LGP,112000.0,,2015
Memories of the Sword,WGUSA,111000.0,,2015
The Look of Silence,Drft.,109000.0,,2015
The Beauty Inside,WGUSA,108000.0,,2015
The Chronicles of Evil,CJ,105000.0,,2015
Every Secret Thing,SM,104000.0,,2015
Ghost in the Shell: The New Movie,FUN,101000.0,,2015
Black Souls (Anime Nere),Alc,101000.0,,2015
A Poem Is a Naked Person (2015 re-issue),Jan.,96600.0,,2015
Saving Mr. Wu,UEP,92700.0,,2015
The Tales of Hoffmann (2015 re-issue),Rialto,91900.0,,2015
Christmas Eve,Ampl.,91300.0,,2015
Queen of Earth,IFC,91200.0,,2015
Hero (2015),Eros,88700.0,,2015
Sunshine Superman,Magn.,88100.0,,2015
Heaven Knows What,RTWC,80700.0,,2015
Nasty Baby,Orch.,79800.0,,2015
The Wonders,Osci.,73400.0,,2015
Predestination,VE,68400.0,,2015
People Places Things,TFA,67000.0,,2015
Eden,BG,65500.0,,2015
The Duke of Burgundy,IFC,64500.0,,2015
The Office,CL,63700.0,,2015
Flowers,MBox,61600.0,,2015
Only You,CL,61600.0,,2015
Girlhood (2015),Strand,60800.0,,2015
Jauja,CGld,60200.0,,2015
Gueros,KL,60100.0,,2015
I Smile Back,BG,58700.0,,2015
The Ark of Mr. Chow,CL,54100.0,,2015
Love Thy Nature,ITL,41100.0,11800,2015
The Advocate: A Missing Body,CJ,50200.0,,2015
Heist (2015),LGP,50100.0,,2015
Difret,TA,49700.0,,2015
Appropriate Behavior,Grav.,46900.0,,2015
Beyond the Reach,RAtt.,45900.0,,2015
The Salvation,IFC,44900.0,,2015
Madame Bovary,Alc,44200.0,,2015
Charlie's Country,MR,42900.0,,2015
Pearl Button,KL,42200.0,,2015
Queen and Country,BBC,41300.0,,2015
The Phone,CJ,40500.0,,2015
What Our Fathers Did: A Nazi Legacy,Osci.,40100.0,,2015
Lila & Eve,Gold.,38300.0,,2015
Before We Go,RTWC,37200.0,,2015
The Mafia Only Kills in Summer,Distrib.,37100.0,,2015
Knock Knock,LGP,36300.0,,2015
Kindergarten Teacher,KL,36200.0,,2015
Welcome to Leith,FRun,36000.0,,2015
Wild City,WGUSA,34900.0,,2015
The Forbidden Room,KL,34400.0,,2015
Song One,TFA,32299.0,,2015
Love Forecast,CJ,32200.0,,2015
"Out 1, noli me tangere",CFilms,31500.0,,2015
"3 1/2 Minutes, 10 Bullets",Part.,30400.0,,2015
Paulette,Cohen,29500.0,,2015
The Cut,Strand,28100.0,,2015
The Keeping Room,Drft.,27200.0,,2015
Big Game,EC,24600.0,,2015
Kill Me Three Times,Magn.,24300.0,,2015
"Hippocrates, Diary of a French Doctor",Distrib.,23100.0,,2015
Court,Zeit.,22900.0,,2015
Salut D'Amour,CJ,22500.0,,2015
Mediterranea,IFC,22100.0,,2015
Noma - My Perfect Storm,Magn.,21100.0,,2015
The Little Death,Magn.,18200.0,,2015
Gangnam 1970,CJ,18000.0,,2015
Strangerland,Alc,17500.0,,2015
Eastern Boys,FRun,16800.0,,2015
Extraction,LGP,16800.0,,2015
Eva,Wein.,16700.0,,2015
The World of Kanako,Drft.,16600.0,,2015
Zombeavers,Free,14900.0,,2015
The Hallow,IFC,13900.0,,2015
Amour Fou,FM,13700.0,,2015
Arabian Nights: Volume 1 - The Restless One,KL,12300.0,,2015
Of Horses and Men,MBox,11900.0,,2015
Marie's Story,FM,11700.0,,2015
1001 Grams,KL,11000.0,,2015
