id,release_date,movie,production_budget,domestic_gross,worldwide_gross
14,"Apr 25, 2003",The Real Cancun,"$4,000,000","$3,816,594","$3,816,594"
15,"Dec 1, 1988",Talk Radio,"$4,000,000","$3,468,572","$3,468,572"
16,"Jan 31, 1997",Waiting for Guffman,"$4,000,000","$2,922,988","$2,922,988"
17,"Sep 10, 1999",Love Stinks,"$4,000,000","$2,793,776","$2,793,776"
18,"Aug 24, 2012",Samsara,"$4,000,000","$2,672,413","$5,966,671"
19,"Jun 22, 2007",You Kill Me,"$4,000,000","$2,426,851","$3,858,964"
20,"Jun 17, 2011",The Art of Getting By,"$4,000,000","$1,430,241","$1,989,035"
21,"Sep 16, 2005",Thumbsucker,"$4,000,000","$1,328,679","$1,919,197"
22,"Sep 23, 2011",Red State,"$4,000,000","$1,065,429","$1,983,596"
23,"Sep 30, 2005",MirrorMask,"$4,000,000","$864,959","$973,613"
24,"Mar 31, 1987",The Barbarians,"$4,000,000","$800,000","$800,000"
25,"Oct 17, 2012",Holy Motors,"$4,000,000","$641,054","$4,230,426"
26,"Jun 13, 2014",The Signal,"$4,000,000","$600,896","$2,665,322"
27,"Feb 28, 2003",Poolhall Junkies,"$4,000,000","$563,711","$563,711"
28,"May 28, 1999",The Loss of Sexual Innocence,"$4,000,000","$399,793","$399,793"
29,"Mar 7, 2014",The Face of Love,"$4,000,000","$385,069","$1,158,877"
30,"Apr 11, 2014",Joe,"$4,000,000","$373,375","$373,375"
31,"Mar 4, 1988",Prison,"$4,000,000","$354,704","$354,704"
32,"May 1, 1998",Shooting Fish,"$4,000,000","$302,204","$302,204"
33,"May 8, 2009",Adoration,"$4,000,000","$294,244","$384,244"
34,"Aug 4, 2000",Psycho Beach Party,"$4,000,000","$267,972","$267,972"
35,"Jun 7, 2019",Late Night,"$4,000,000","$246,305","$246,305"
36,"Jan 28, 2000",The Big Tease,"$4,000,000","$185,577","$185,577"
37,"Aug 25, 2017",Polina danser sa vie,"$4,000,000","$165,203","$953,314"
38,"Apr 10, 2015",Desert Dancer,"$4,000,000","$155,271","$596,335"
39,"Jan 30, 2015","Guten Tag, Ramon","$4,000,000","$154,356","$4,854,356"
40,"Jul 25, 2003",Mondays in the Sun,"$4,000,000","$146,402","$146,402"
41,"Jun 19, 2015",Manglehorn,"$4,000,000","$132,270","$797,439"
42,"Apr 2, 2010",Tau ming chong,"$4,000,000","$129,078","$38,899,792"
43,"Apr 1, 2011",Trust,"$4,000,000","$120,016","$120,016"
44,"Dec 22, 2000",An Everlasting Piece,"$4,000,000","$75,078","$75,078"
45,"Mar 26, 1999",Among Giants,"$4,000,000","$64,359","$64,359"
46,"Jul 16, 1999",The Velocity of Gary,"$4,000,000","$34,145","$34,145"
47,"Apr 22, 2011",Stake Land,"$4,000,000","$33,245","$679,482"
48,"Feb 27, 2015",Praia do Futuro,"$4,000,000","$20,620","$760,678"
49,"Dec 27, 2002",Sonny,"$4,000,000","$17,639","$17,639"
50,"Jun 20, 1997",The Last Time I Committed Suicide,"$4,000,000","$12,836","$12,836"
51,"Apr 18, 2014",13 Sins,"$4,000,000","$9,134","$47,552"
52,"Nov 18, 2011",Another Happy Day,"$4,000,000","$9,120","$978,527"
53,"Feb 22, 2013",Inescapable,"$4,000,000","$4,327","$4,327"
54,"Dec 31, 2017",Perfectos Desconocidos,"$4,000,000",$0,"$31,166,312"
55,"Dec 31, 2013",Geograf globus propil,"$4,000,000",$0,"$4,454,853"
56,"Mar 20, 2012",A Lonely Place to Die,"$4,000,000",$0,"$442,550"
57,"Dec 31, 2003",Nothing,"$4,000,000",$0,"$63,180"
58,"Jun 1, 2012",The Loved Ones,"$4,000,000",$0,"$12,302"
59,"Nov 9, 1972",1776,"$4,000,000",$0,$0
60,"Nov 15, 1930",Hell's Angels,"$4,000,000",$0,$0
61,"Aug 26, 2008",Purple Violets,"$4,000,000",$0,$0
62,"Nov 9, 2012",Replicas,"$4,000,000",$0,$0
63,"Dec 31, 2012",The Helpers,"$4,000,000",$0,$0
64,"Dec 31, 2015",The Veil,"$4,000,000",$0,$0
65,"Jul 11, 2014",The Perfect Wave,"$4,000,000",$0,$0
66,"Dec 31, 2012",How to Fall in Love,"$4,000,000",$0,$0
67,"Sep 8, 2015",Chain of Command,"$4,000,000",$0,$0
68,"Dec 15, 1939",Gone with the Wind,"$3,900,000","$198,680,470","$390,525,192"
69,"Dec 12, 1966",A Man for All Seasons,"$3,900,000","$28,350,000","$28,350,000"
70,"Dec 30, 1925",Ben-Hur: A Tale of the Christ,"$3,900,000","$9,000,000","$9,000,000"
71,"Jan 1, 1976",Network,"$3,800,000","$23,689,877","$23,689,877"
72,"Jan 14, 2011",Down for Life,"$3,800,000","$41,914","$41,914"
73,"Apr 30, 2010",The Good Heart,"$3,800,000","$20,930","$340,930"
74,"Apr 7, 1965",Major Dundee,"$3,800,000","$14,873","$14,873"
75,"Oct 5, 2018",Hevi reissu,"$3,800,000","$10,153","$10,153"
76,"Dec 31, 1974",The Taking of Pelham One Two Three,"$3,800,000",$0,$0
77,"May 17, 1950",Annie Get Your Gun,"$3,768,785","$8,000,000","$8,000,000"
78,"Aug 11, 2006",Casa de Areia,"$3,750,000","$539,285","$1,178,175"
79,"Nov 5, 2010",Four Lions,"$3,750,000","$310,007","$2,436,111"
80,"Feb 19, 2010",Defendor,"$3,750,000","$44,462","$44,462"
81,"May 13, 1970",The Ballad of Cable Hogue,"$3,716,946","$3,500,000","$5,000,000"
82,"May 20, 1948",The Pirate,"$3,700,000","$2,956,000","$2,956,000"
83,"Nov 21, 2006",The History Boys,"$3,700,000","$2,730,296","$13,447,998"
84,"Nov 3, 2006",Unknown,"$3,700,000","$26,403","$3,355,048"
85,"May 25, 1969",Midnight Cowboy,"$3,600,000","$44,785,053","$44,785,053"
86,"Oct 10, 2008",Billy: The Early Years of Billy Graham,"$3,600,000","$320,896","$320,896"
87,"Dec 31, 2017",UtÃ¸ya 22. juli,"$3,600,000",$0,"$173,156"
88,"Jul 4, 1980",Airplane!,"$3,500,000","$83,453,539","$83,453,539"
89,"Jan 1, 1970",M*A*S*H,"$3,500,000","$81,600,000","$81,600,000"
90,"Aug 13, 1997",The Full Monty,"$3,500,000","$45,950,122","$261,249,383"
91,"Apr 13, 2018",Truth or Dare,"$3,500,000","$41,411,015","$95,127,344"
92,"May 26, 1993",Menace II Society,"$3,500,000","$27,731,527","$27,731,527"
93,"Apr 26, 1995",Friday,"$3,500,000","$27,467,564","$27,936,778"
94,"Feb 19, 2016",The Witch,"$3,500,000","$25,138,705","$40,454,520"
95,"Feb 2, 2018",Winchester,"$3,500,000","$25,091,816","$44,378,040"
96,"Dec 6, 2002",Empire,"$3,500,000","$17,504,595","$18,495,444"
97,"Feb 22, 2013",Dark Skies,"$3,500,000","$17,418,667","$27,704,111"
98,"Jan 19, 2018",Forever My Girl,"$3,500,000","$16,376,066","$16,376,066"
99,"May 1, 1987",Creepshow 2,"$3,500,000","$14,000,000","$14,000,000"
100,"Dec 14, 1967",In Cold Blood,"$3,500,000","$13,000,000","$13,007,551"
1,"Jul 18, 1959",The Nun's Story,"$3,500,000","$12,800,000","$12,800,000"
2,"Jun 21, 1972",Frenzy,"$3,500,000","$12,600,000","$12,600,000"
3,"Feb 23, 1966",Harper,"$3,500,000","$12,000,000","$12,000,000"
4,"May 27, 1998",I Got the Hook-Up!,"$3,500,000","$10,317,779","$10,317,779"
5,"Aug 23, 1996",She's the One,"$3,500,000","$9,482,579","$13,795,053"
6,"Jan 1, 1980",Terror Train,"$3,500,000","$8,000,000","$8,000,000"
7,"Nov 6, 1998",Gods and Monsters,"$3,500,000","$6,451,628","$6,451,628"
8,"Apr 16, 2010",El secreto de sus ojos,"$3,500,000","$6,391,436","$40,527,719"
9,"Mar 13, 1987",Evil Dead II,"$3,500,000","$5,923,044","$5,926,177"
10,"Jun 30, 1985",Day of the Dead,"$3,500,000","$5,804,262","$34,004,262"
11,"May 18, 2018",First Reformed,"$3,500,000","$3,448,256","$3,874,772"
12,"Jun 29, 2001",Pootie Tang,"$3,500,000","$3,293,258","$3,293,258"
13,"Dec 2, 2016",Believe,"$3,500,000","$890,303","$890,303"
14,"Apr 19, 2000",La otra conquista,"$3,500,000","$886,410","$886,410"
15,"Sep 30, 2016",American Honey,"$3,500,000","$663,247","$2,611,750"
16,"Mar 18, 2016",The Bronze,"$3,500,000","$615,816","$615,816"
17,"Jun 10, 2011",Trolljegeren,"$3,500,000","$253,444","$5,706,638"
18,"Sep 14, 2007",Ira and Abby,"$3,500,000","$221,096","$221,096"
19,"Jan 8, 2016",The Masked Saint,"$3,500,000","$182,695","$182,695"
20,"Feb 17, 2006",Winter Passing,"$3,500,000","$107,492","$113,783"
21,"Mar 25, 2005",D.E.B.S.,"$3,500,000","$96,793","$96,793"
22,"Jun 3, 2016",Time to Choose,"$3,500,000","$29,233","$29,233"
23,"Jun 26, 2009",Surveillance,"$3,500,000","$27,349","$1,396,395"
24,"Sep 17, 1999",Taxman,"$3,500,000","$9,871","$9,871"
25,"Dec 31, 2011",The Kick,"$3,500,000",$0,"$40,622"
26,"Jun 30, 2009",The Betrayed,"$3,500,000",$0,$0
27,"Oct 1, 2006",The Secret,"$3,500,000",$0,$0
28,"Jun 28, 2011",2:13,"$3,500,000",$0,$0
29,"Jan 29, 2013","Batman: The Dark Knight Returns, Part 2","$3,500,000",$0,$0
30,"Mar 11, 2014",In the Name of the King III,"$3,500,000",$0,$0
31,"Mar 4, 2014",Wicked Blood,"$3,500,000",$0,$0
32,"Jun 5, 2015",Dawn Patrol,"$3,500,000",$0,$0
33,"May 17, 2013",Jagten,"$3,450,000","$687,185","$18,309,793"
34,"Sep 1, 2015",Lords of London,"$3,440,000",$0,$0
35,"Jun 24, 2005",La marche de l'empereur,"$3,400,000","$77,437,223","$133,276,359"
36,"Dec 23, 1977",High Anxiety,"$3,400,000","$31,063,038","$31,063,038"
37,"Oct 21, 2011",Margin Call,"$3,400,000","$5,353,586","$20,433,227"
38,"Sep 26, 2008",Choke,"$3,400,000","$2,926,565","$4,124,277"
39,"Apr 23, 2004",L\'incomparable mademoiselle C.,"$3,400,000","$493,905","$493,905"
40,"Jul 11, 2008",August,"$3,400,000","$12,636","$12,636"
41,"Mar 3, 2015",To Write Love On Her Arms,"$3,400,000",$0,$0
42,"Feb 16, 1956",Carousel,"$3,380,000",$0,"$3,604"
43,"Oct 10, 2014",Whiplash,"$3,300,000","$13,092,006","$38,969,037"
44,"Oct 26, 2007",Bella,"$3,300,000","$8,093,373","$12,405,473"
45,"Jan 17, 2003",Cidade de Deus,"$3,300,000","$7,563,397","$32,059,295"
46,"May 5, 2000",Human Traffic,"$3,300,000","$104,257","$5,422,740"
47,"Dec 29, 2006",The Dead Girl,"$3,300,000","$19,875","$19,875"
48,"Jan 20, 2015",The Opposite Sex,"$3,300,000",$0,"$50,206"
49,"Nov 18, 1983",A Christmas Story,"$3,250,000","$20,605,209","$20,605,209"
50,"Aug 20, 1982",Class of 1984,"$3,250,000","$6,965,361","$6,965,361"
51,"Jan 30, 2009",Entre les murs,"$3,250,000","$3,766,810","$34,114,067"
52,"Oct 29, 1999",Dreaming of Joseph Lees,"$3,250,000","$7,680","$7,680"
53,"Jun 12, 1968",Rosemary's Baby,"$3,200,000","$33,395,426","$33,395,426"
54,"Jul 6, 2018",Sorry to Bother You,"$3,200,000","$17,493,096","$18,285,560"
55,"Apr 22, 1962",The Man Who Shot Liberty Valance,"$3,200,000","$8,000,000","$8,000,000"
56,"Jul 16, 2004",Maria Full of Grace,"$3,200,000","$6,529,624","$14,441,158"
57,"Jun 3, 2011",Beginners,"$3,200,000","$5,790,894","$14,314,407"
58,"Apr 22, 2016",The Meddler,"$3,200,000","$4,267,219","$5,526,942"
59,"Jul 29, 2009",Adam,"$3,200,000","$2,283,291","$2,834,485"
60,"Sep 22, 2006",Feast,"$3,200,000","$56,131","$690,872"
61,"Dec 20, 1946",Itâs a Wonderful Life,"$3,180,000","$6,600,000","$10,768,908"
62,"Jul 19, 1996",Trainspotting,"$3,100,000","$16,501,785","$71,558,971"
63,"Apr 12, 2013",Antiviral,"$3,100,000",$0,"$123,407"
64,"Jul 28, 1978",National Lampoon's Animal House,"$3,000,000","$141,600,000","$141,600,000"
65,"Oct 20, 2010",Paranormal Activity 2,"$3,000,000","$84,752,907","$177,512,032"
66,"Aug 28, 2015",War Room,"$3,000,000","$67,790,117","$73,975,239"
67,"Jun 7, 2013",The Purge,"$3,000,000","$64,473,115","$91,266,581"
68,"Dec 22, 1964",Goldfinger,"$3,000,000","$51,100,000","$124,900,000"
69,"Oct 12, 2012",Sinister,"$3,000,000","$48,086,903","$87,727,807"
70,"Aug 18, 2000",The Original Kings of Comedy,"$3,000,000","$38,168,022","$38,236,338"
71,"Dec 18, 1957",The Bridge on the River Kwai,"$3,000,000","$33,300,000","$33,300,000"
72,"Jan 1, 1978",Coming Home,"$3,000,000","$32,653,000","$32,653,000"
73,"Nov 20, 1998",Waking Ned Devine,"$3,000,000","$24,793,251","$55,193,251"
74,"Aug 1, 1997",Air Bud,"$3,000,000","$24,646,936","$27,788,649"
75,"Oct 11, 2002",Bowling for Columbine,"$3,000,000","$21,576,018","$58,240,487"
76,"Nov 1, 1985",A Nightmare on Elm Street Part 2: Freddy's Revenge,"$3,000,000","$21,163,999","$21,163,999"
77,"Mar 7, 1986",A Room with a View,"$3,000,000","$20,966,644","$20,966,644"
78,"Jun 10, 1975",Love and Death,"$3,000,000","$20,123,742","$20,123,742"
79,"Aug 1, 1986",Friday the 13th Part VI: Jason Lives,"$3,000,000","$19,472,057","$19,472,057"
80,"Aug 2, 2002",Martin Lawrence Live: RunTelDat,"$3,000,000","$19,184,820","$19,184,820"
81,"Jun 15, 1960",The Apartment,"$3,000,000","$18,600,000","$24,600,000"
82,"Sep 20, 1958",Cat on a Hot Tin Roof,"$3,000,000","$17,570,324","$17,570,324"
83,"May 26, 1970",Beneath the Planet of the Apes,"$3,000,000","$17,489,009","$17,489,009"
84,"Apr 6, 2001",Pokemon 3: The Movie,"$3,000,000","$17,052,128","$68,452,128"
85,"Aug 13, 1993",Jason Goes to Hell: The Final Friday,"$3,000,000","$15,935,068","$15,935,068"
86,"Apr 27, 1990",Spaced Invaders,"$3,000,000","$15,000,000","$15,000,000"
87,"Apr 9, 1976",Family Plot,"$3,000,000","$13,200,000","$13,200,000"
88,"Jul 16, 1966",Torn Curtain,"$3,000,000","$13,000,000","$13,000,000"
89,"Jun 1, 2018",Upgrade,"$3,000,000","$11,977,130","$16,553,285"
90,"Mar 3, 2006",Dave Chappelle's Block Party,"$3,000,000","$11,718,595","$12,051,924"
91,"Oct 25, 1985",Krush Groove,"$3,000,000","$11,052,713","$11,052,713"
92,"Jul 7, 1960",Elmer Gantry,"$3,000,000","$10,400,000","$10,400,000"
93,"May 8, 2009",Next Day Air,"$3,000,000","$10,027,047","$10,172,519"
94,"Dec 19, 1961",Judgment at Nuremberg,"$3,000,000","$10,000,000","$10,000,000"
95,"Nov 4, 1998",Belly,"$3,000,000","$9,639,390","$9,639,390"
96,"May 12, 1999",Trippinâ,"$3,000,000","$9,017,070","$9,017,070"
97,"Aug 26, 1948",Red River,"$3,000,000","$9,012,000","$9,012,000"
98,"Aug 8, 2001",The Deep End,"$3,000,000","$8,823,109","$9,981,635"
99,"May 24, 2013",Before Midnight,"$3,000,000","$8,110,621","$23,251,930"
100,"Nov 20, 1987",Teen Wolf Too,"$3,000,000","$7,888,000","$7,888,000"
1,"Jul 31, 2009",The Collector,"$3,000,000","$7,712,114","$10,473,836"
2,"Jul 8, 1988",Phantasm II,"$3,000,000","$7,282,851","$7,282,851"
3,"Oct 27, 2017",Let There Be Light,"$3,000,000","$7,233,471","$7,241,309"
4,"Apr 7, 2006",Phat Girlz,"$3,000,000","$7,061,128","$7,301,115"
5,"Oct 1, 2004",Woman Thou Art Loosed,"$3,000,000","$6,879,730","$6,879,730"
6,"Oct 18, 2002",Real Women Have Curves,"$3,000,000","$5,853,194","$7,777,790"
7,"Aug 28, 1981",Gallipoli,"$3,000,000","$5,732,587","$5,732,587"
8,"Apr 28, 2006",Water,"$3,000,000","$5,529,144","$11,322,573"
9,"Jul 22, 2016",Donât Think Twice,"$3,000,000","$4,417,983","$4,417,983"
10,"Jun 24, 2016",Swiss Army Man,"$3,000,000","$4,210,454","$5,837,111"
11,"Apr 14, 2000",East is East,"$3,000,000","$4,170,647","$30,438,635"
12,"Sep 1, 2000",Whipped,"$3,000,000","$4,142,507","$4,142,507"
13,"Feb 28, 1997",Kama Sutra,"$3,000,000","$4,109,095","$4,109,095"
14,"May 17, 2013",Frances Ha,"$3,000,000","$4,067,398","$11,262,769"
15,"Apr 30, 2010",Please Give,"$3,000,000","$4,033,574","$4,570,178"
16,"Jun 30, 1971",Willy Wonka & the Chocolate Factory,"$3,000,000","$4,000,000","$4,000,000"
17,"Sep 24, 1993",Warlock: The Armageddon,"$3,000,000","$3,902,679","$3,902,679"
18,"Apr 18, 1997",8 Heads in a Duffel Bag,"$3,000,000","$3,602,884","$4,002,884"
19,"Sep 13, 1978",Days of Heaven,"$3,000,000","$3,446,749","$3,660,880"
20,"May 24, 2002",Thirteen Conversations About One Thing,"$3,000,000","$3,287,435","$3,705,923"
21,"Apr 22, 2016",Compadres,"$3,000,000","$3,127,773","$7,445,044"
22,"Feb 19, 1999",Jawbreaker,"$3,000,000","$3,076,820","$3,076,820"
23,"Aug 9, 1996",Basquiat,"$3,000,000","$2,962,051","$2,962,051"
24,"Feb 24, 2006",Tsotsi,"$3,000,000","$2,912,606","$11,537,539"
25,"Apr 9, 2010",Letters to God,"$3,000,000","$2,848,587","$3,237,452"
26,"Oct 16, 1998",Happiness,"$3,000,000","$2,746,453","$5,746,453"
27,"Apr 4, 2003",DysFunkTional Family,"$3,000,000","$2,255,000","$2,255,000"
28,"Sep 19, 2014",Tusk,"$3,000,000","$1,821,983","$1,887,554"
29,"May 12, 2017",The Wall,"$3,000,000","$1,803,064","$4,495,262"
30,"Oct 24, 2003",Elephant,"$3,000,000","$1,266,955","$10,051,516"
31,"Apr 6, 2012",Damsels in Distress,"$3,000,000","$1,007,535","$1,324,299"
32,"Mar 25, 2005",Oldboy,"$3,000,000","$707,391","$6,239,723"
33,"May 6, 2011",Hobo with a Shotgun,"$3,000,000","$703,372","$834,953"
34,"May 8, 2015",The D Train,"$3,000,000","$669,688","$772,366"
35,"Sep 7, 2012",Bachelorette,"$3,000,000","$446,770","$12,577,401"
36,"Jan 15, 2010",Fish Tank,"$3,000,000","$374,675","$5,922,292"
37,"Sep 5, 2008",Everybody Wants to Be Italian,"$3,000,000","$351,416","$351,416"
38,"Sep 9, 2011",Creature,"$3,000,000","$331,000","$331,000"
39,"Dec 9, 2016",The Bounce Back,"$3,000,000","$321,910","$421,404"
40,"Aug 23, 1996",Freeway,"$3,000,000","$295,493","$295,493"
41,"Oct 6, 2006",Love's Abiding Joy,"$3,000,000","$252,726","$252,726"
42,"Feb 12, 1993",Dead Alive,"$3,000,000","$242,623","$242,623"
43,"Oct 1, 2010",Chain Letter,"$3,000,000","$205,842","$1,022,453"
44,"Mar 2, 2012",Tim and Eric's Billion Dollar Movie,"$3,000,000","$201,436","$223,652"
45,"Nov 9, 2007",Holly,"$3,000,000","$163,069","$163,069"
46,"Mar 26, 2010",The Eclipse,"$3,000,000","$133,411","$133,411"
47,"Mar 21, 2008",The Grand,"$3,000,000","$115,879","$115,879"
48,"Mar 17, 2006",Sommersturm,"$3,000,000","$95,204","$95,204"
49,"Aug 15, 2014",Fort McCoy,"$3,000,000","$78,948","$78,948"
50,"Aug 4, 1999",The Gambler,"$3,000,000","$51,773","$101,773"
51,"Oct 13, 2000",Just Looking,"$3,000,000","$39,852","$39,852"
52,"Sep 4, 2015",Before We Go,"$3,000,000","$37,151","$483,938"
53,"Jan 13, 2012",The Divide,"$3,000,000","$18,000","$156,362"
54,"Sep 9, 2011",Tanner Hall,"$3,000,000","$5,073","$5,073"
55,"Sep 30, 2005",My Big Fat Independent Movie,"$3,000,000","$4,655","$4,655"
56,"Oct 10, 2017",Demonic,"$3,000,000",$0,"$4,668,109"
57,"Apr 15, 2008",Ã l\'intÃ©rieur,"$3,000,000",$0,"$895,932"
58,"Jun 27, 2014",They Came Together,"$3,000,000",$0,"$82,780"
59,"May 21, 2013",Open Road,"$3,000,000",$0,"$47,469"
60,"Jul 28, 1951",Alice in Wonderland,"$3,000,000",$0,$0
61,"Oct 1, 2010",Barry Munday,"$3,000,000",$0,$0
62,"Dec 31, 2009",The Deported,"$3,000,000",$0,$0
63,"Dec 31, 2009",Chicago Overcoat,"$3,000,000",$0,$0
64,"Sep 13, 2011",Never Back Down 2: The Beatdown,"$3,000,000",$0,$0
65,"Dec 31, 2015",AWOL-72,"$3,000,000",$0,$0
66,"Jan 15, 2013",30 Nights Of Paranormal Activity With The Devil Inside The Girl With The Dragon Tattoo,"$3,000,000",$0,$0
67,"Feb 6, 2015",Enter the Dangerous Mind,"$3,000,000",$0,$0
68,"Mar 17, 2015",Something Wicked,"$3,000,000",$0,$0
69,"Sep 18, 1967",Point Blank,"$3,000,000",$0,$0
70,"Oct 27, 2014",Iguana,"$3,000,000",$0,$0
71,"Dec 31, 2009",Four Single Fathers,"$3,000,000",$0,$0
72,"Aug 14, 2015",Amnesiac,"$3,000,000",$0,$0
73,"Dec 31, 2015",Unnatural,"$3,000,000",$0,$0
74,"Dec 11, 2015",Close Range,"$3,000,000",$0,$0
75,"Jan 18, 1946",The Harvey Girls,"$2,931,000","$4,100,000","$4,100,000"
76,"Feb 15, 1950",Cinderella,"$2,900,000","$85,000,000","$263,591,415"
77,"Nov 20, 1998",Central do Brasil,"$2,900,000","$5,969,553","$17,006,158"
78,"Dec 19, 1961",Pocketful of Miracles,"$2,900,000","$5,000,000","$5,000,000"
79,"Mar 24, 2006",Boynton Beach Club,"$2,900,000","$3,127,472","$3,127,472"
80,"Oct 1, 2010",Freakonomics,"$2,900,000","$101,270","$172,867"
81,"Aug 19, 2011",Griff the Invisible,"$2,900,000","$20,778","$25,935"
82,"Mar 29, 1959",Some Like it Hot,"$2,883,848","$25,000,000","$25,019,542"
83,"Jun 10, 2005",High Tension,"$2,850,000","$3,681,066","$6,435,262"
84,"Dec 15, 1974",Young Frankenstein,"$2,800,000","$86,300,000","$86,300,000"
85,"Jun 25, 1976",The Omen,"$2,800,000","$48,570,885","$48,570,885"
86,"Jul 22, 2005",Hustle & Flow,"$2,800,000","$22,202,809","$23,591,783"
87,"May 13, 1988",Friday the 13th Part VII: The New Blood,"$2,800,000","$19,170,001","$19,170,001"
88,"Sep 15, 2006",Artie Lange's Beer League,"$2,800,000","$475,000","$475,000"
89,"Aug 25, 1939",The Wizard of Oz,"$2,777,000","$34,063,405","$34,305,476"
90,"Feb 15, 2008",Diary of the Dead,"$2,750,000","$952,620","$5,394,447"
91,"Oct 17, 1979",The Black Stallion,"$2,700,000","$37,799,643","$37,799,643"
92,"Jun 13, 1997",Ulee's Gold,"$2,700,000","$9,054,736","$15,600,000"
93,"Oct 26, 2018",Indivisible,"$2,700,000","$3,511,417","$3,588,305"
94,"Sep 1, 2006",Lage Raho Munna Bhai,"$2,700,000","$2,217,561","$31,517,561"
95,"Dec 31, 2015",Sardaar Ji,"$2,700,000",$0,"$8,200,000"
96,"Dec 31, 2008",Rejsen til Saturn,"$2,700,000",$0,"$5,377,665"
97,"Jun 12, 1963",Donovan's Reef,"$2,686,000","$6,600,000","$6,600,000"
98,"Jan 12, 1956",Diane,"$2,660,000",$0,$0
99,"Jan 16, 1998",The Dress,"$2,650,000","$16,556","$16,556"
100,"Dec 24, 1943",A Guy Named Joe,"$2,627,000","$5,363,000","$5,363,000"
1,"Feb 7, 1974",Blazing Saddles,"$2,600,000","$119,500,000","$119,500,000"
2,"Apr 13, 1984",Friday the 13th Part IV: The Final Chapter,"$2,600,000","$32,980,880","$32,980,880"
3,"May 2, 2014",Ida,"$2,600,000","$3,827,060","$15,298,355"
4,"Jan 1, 1987",Maurice,"$2,600,000","$3,147,950","$3,198,308"
5,"Jul 9, 2004",Riding Giants,"$2,600,000","$2,276,368","$3,292,333"
6,"Dec 12, 2008",Los CronocrÃ­menes,"$2,600,000","$39,127","$564,474"
7,"Dec 31, 2011",La Cara Oculta,"$2,600,000",$0,"$7,033,931"
8,"Dec 7, 2007",Timber Falls,"$2,600,000",$0,"$71,248"
9,"Dec 31, 2008",Silver Medalist,"$2,600,000",$0,$0
10,"Apr 1, 2011","Fat, Sick & Nearly Dead","$2,600,000",$0,$0
11,"Apr 10, 1952",Singin' in the Rain,"$2,540,000","$7,200,000","$7,200,000"
12,"Jan 11, 2013",A Haunted House,"$2,500,000","$40,041,683","$59,922,558"
13,"Jul 13, 2012",2016: Obamaâs America,"$2,500,000","$33,349,941","$33,349,941"
14,"Jul 3, 2013",Kevin Hart: Let Me Explain,"$2,500,000","$32,244,051","$32,327,255"
15,"Jul 28, 2004",Garden State,"$2,500,000","$26,782,316","$36,028,802"
16,"Oct 4, 1996",That Thing You Do!,"$2,500,000","$25,857,416","$34,557,416"
17,"Oct 30, 1981",Halloween II,"$2,500,000","$25,533,818","$25,533,818"
18,"Oct 22, 1982",Halloween 3: Season of the Witch,"$2,500,000","$14,400,000","$14,400,000"
19,"Oct 1, 2008",Religulous,"$2,500,000","$13,011,160","$13,881,317"
20,"Jan 1, 1971",Escape from the Planet of the Apes,"$2,500,000","$12,300,000","$12,300,000"
21,"May 29, 1963",Hud,"$2,500,000","$10,000,000","$10,000,000"
22,"Aug 2, 2013",The Spectacular Now,"$2,500,000","$6,852,971","$6,916,951"
23,"Sep 29, 1991",My Own Private Idaho,"$2,500,000","$6,401,336","$6,401,336"
24,"Jan 27, 1995",Before Sunrise,"$2,500,000","$5,274,005","$5,690,220"
25,"Jun 24, 2016",Hunt for the Wilderpeople,"$2,500,000","$5,205,471","$23,845,533"
26,"Aug 17, 2012",Robot & Frank,"$2,500,000","$3,317,468","$4,934,356"
27,"Oct 3, 2003",Sur Le Seuil,"$2,500,000","$2,013,052","$2,013,052"
28,"Jun 16, 2000",Jesus' Son,"$2,500,000","$1,282,084","$1,687,548"
29,"May 27, 2005",Saving Face,"$2,500,000","$1,187,266","$1,269,705"
30,"Jun 20, 2008",Brick Lane,"$2,500,000","$1,094,998","$3,838,486"
31,"Mar 1, 2013",The Lost Medallion: The Adventures of Billy Stone,"$2,500,000","$549,632","$549,632"
32,"Sep 26, 2003",My Life Without Me,"$2,500,000","$432,360","$12,267,275"
33,"Mar 31, 2006",Marilyn Hotchkiss' Ballroom Dancing and Charm School,"$2,500,000","$349,132","$497,195"
34,"Apr 1, 2011",Super,"$2,500,000","$327,716","$593,933"
35,"Nov 14, 2008",Fuel,"$2,500,000","$174,255","$174,255"
36,"Apr 9, 2010",Valley of the Hearts Delight,"$2,500,000","$118,666","$118,666"
37,"Oct 31, 2008",The Other End of the Line,"$2,500,000","$115,504","$507,446"
38,"Jun 18, 2010",8: The Mormon Proposition,"$2,500,000","$100,280","$100,280"
39,"Apr 17, 2009",Sleep Dealer,"$2,500,000","$80,136","$108,907"
40,"Aug 24, 2007",Eye of the Dolphin,"$2,500,000","$72,210","$72,260"
41,"Aug 16, 2013",Underdogs,"$2,500,000","$35,017","$1,392,649"
42,"Sep 8, 2000",Anatomie,"$2,500,000","$9,598","$9,598"
43,"Dec 31, 2009",The Calling,"$2,500,000",$0,$0
44,"Jun 21, 2013",Alien Uprising,"$2,500,000",$0,$0
45,"Dec 31, 2010",Christmas Mail,"$2,500,000",$0,$0
46,"Jul 3, 2015",Stung,"$2,500,000",$0,$0
47,"Sep 1, 2017",Sky Sharks,"$2,500,000",$0,$0
